diagnostics_step,model_version,source,diagnostics_top_k,row_count,trajectory_count,complete_step,success_count,success_denominator,success_rate,timeout_rate,lost_rate,mean_env_rounds,valid_action_rate,response_tokens_total,mean_response_tokens,student_entropy_topk_mean,teacher_entropy_topk_mean,entropy_teacher_minus_student,student_surprisal_mean,teacher_surprisal_mean,surprisal_teacher_minus_student,sampled_forward_kl_mean,sampled_forward_kl_token_weighted,sampled_forward_kl_sum_mean_per_trajectory,sampled_reverse_kl_mean,sampled_reverse_kl_token_weighted,student_topk_mass_mean,teacher_topk_mass_mean,topk_mass_student_minus_teacher,rollout_success_rate_from_log,rollout_timeout_rate_from_log,rollout_rounds_mean_from_log,rollout_wait_explore_step_sec,rollout_run_execution_mean_sec,rollout_task_execution_mean_sec,experience_pipeline_total_sec
127,127,train,16,446,16,True,2,16,0.125,0.875,0.0,27.875,0.8542600896860987,58588.0,131.36322869955157,0.22057426392535626,0.3002800303064472,0.07970576638109092,0.22035526787039808,0.8512860391376427,0.6309307712672446,0.6309307711688169,0.6111315310166331,2237.8108837001546,0.6309307711688169,0.6111315310166331,0.9999356511084324,0.9995560872701644,0.00037956383826798223,,,,,,,
128,128,train,16,438,16,True,2,16,0.125,0.875,0.0,27.375,0.867579908675799,60637.0,138.4406392694064,0.2185922132925982,0.302522322163962,0.08393010887136382,0.22221090745305838,0.8194700330264904,0.597259125573432,0.5972591257721879,0.5777689895793456,2189.6361388201744,0.5972591257721879,0.5777689895793456,0.9999494946597097,0.9995416178970769,0.000407876762632875,,,,,,,
129,129,train,16,475,16,True,1,16,0.0625,0.9375,0.0,29.6875,0.8231578947368421,63034.0,132.70315789473685,0.22030080230896604,0.30341409032667416,0.08311328801770812,0.2194805878545954,0.8020691976022545,0.5825886097476591,0.5825886100475185,0.5696295656407131,2244.1268775372955,0.5825886100475185,0.5696295656407131,0.9999500468583536,0.9995454309470205,0.00040461591133311714,,,,,,,
130,130,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.775,67192.0,139.98333333333332,0.23001209345188386,0.3118260362985678,0.08181394284668395,0.22997022399705808,0.8201141594431901,0.590143935446132,0.5901439355110554,0.582429561565642,2445.912943794914,0.5901439355110554,0.582429561565642,0.9999394250331705,0.9995779077713993,0.0003615172617711382,,,,,,,
131,131,train,16,445,16,True,2,16,0.125,0.875,0.0,27.8125,0.802247191011236,60823.0,136.68089887640448,0.22441629639889316,0.2992701786273188,0.07485388222842565,0.22615201600172896,0.8106226639380288,0.5844706479362999,0.5844706482817624,0.5701939065113482,2167.556498483735,0.5844706482817624,0.5701939065113482,0.9999458746526446,0.9995854787695732,0.00036039588307146264,,,,,,,
132,132,train,16,424,16,True,4,16,0.25,0.75,0.0,26.5,0.8443396226415094,57096.0,134.66037735849056,0.21177454713650265,0.2816451488927594,0.06987060175625673,0.2111822828353452,0.8254923234790305,0.6143100406436852,0.6143100409073321,0.5849213886237424,2087.291975303824,0.6143100409073321,0.5849213886237424,0.9999571574286987,0.9996781038002551,0.00027905362844360404,,,,,,,
133,133,train,16,454,16,True,2,16,0.125,0.875,0.0,28.375,0.8061674008810573,61028.0,134.4229074889868,0.2228122330491099,0.3153344398916271,0.09252220684251722,0.22561005552414665,0.7987984437389651,0.5731883882148185,0.5731883883917371,0.5512134772906884,2102.4660057560086,0.5731883883917371,0.5512134772906884,0.9999538395506721,0.9994872756206832,0.0004665639299888946,,,,,,,
134,134,train,16,441,16,True,2,16,0.125,0.875,0.0,27.5625,0.8344671201814059,59035.0,133.86621315192744,0.22154148062414167,0.3133011062326696,0.09175962560852793,0.2234618655381033,0.8158608313210224,0.5923989657829191,0.5923989656806838,0.580789285711668,2142.930967624269,0.5923989656806838,0.580789285711668,0.9999456997380015,0.9995180804732033,0.0004276192647981736,,,,,,,
135,135,train,16,480,16,True,1,16,0.0625,0.9375,0.0,30.0,0.7854166666666667,64466.0,134.30416666666667,0.22518676312837851,0.3154889170670382,0.09030215393865967,0.2417374276152022,0.806971803557613,0.5652343759424108,0.5652343761786617,0.5477231113935971,2206.844881193725,0.5652343761786617,0.5477231113935971,0.9999433808105208,0.9994845617842532,0.0004588190262676539,,,,,,,
136,136,train,16,479,16,True,1,16,0.0625,0.9375,0.0,29.9375,0.837160751565762,65533.0,136.81210855949897,0.2253696773112735,0.30175687104434,0.07638719373306652,0.2287935643917018,0.8284774175394647,0.5996838531477628,0.5996838530981323,0.5869872966962749,2404.1899071498115,0.5996838530981323,0.5869872966962749,0.9999482320074389,0.9996182315753439,0.0003300004320949679,,,,,,,
137,137,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.8479166666666667,62461.0,130.12708333333333,0.21617459714393186,0.2978506236168134,0.08167602647288155,0.21926553954259234,0.8234732398509782,0.6042077003083859,0.6042077006549956,0.5896738020949365,2301.9759595407368,0.6042077006549956,0.5896738020949365,0.9999504596408071,0.9996086349137637,0.00034182472704336053,,,,,,,
138,138,train,16,444,16,True,2,16,0.125,0.875,0.0,27.75,0.8130630630630631,57075.0,128.5472972972973,0.21332422557405303,0.30240071026746135,0.08907648469340831,0.2195053921643537,0.8009371197154272,0.5814317275510735,0.5814317279002353,0.5643659098884259,2013.1990191801192,0.5814317279002353,0.5643659098884259,0.9999561136599469,0.9995560848153049,0.0004000288446419642,,,,,,,
139,139,train,16,464,16,True,1,16,0.0625,0.9375,0.0,29.0,0.8405172413793104,61360.0,132.24137931034483,0.21781064012707083,0.30179267368655505,0.08398203355948422,0.21981659280428073,0.8054942700064408,0.5856776772021601,0.5856776774803593,0.5651194687269431,2167.2331625678253,0.5856776774803593,0.5651194687269431,0.9999165895967634,0.9994566146560281,0.0004599749407353526,,,,,,,
140,140,train,16,423,16,True,4,16,0.25,0.75,0.0,26.4375,0.8581560283687943,55729.0,131.74704491725768,0.22069995646045626,0.3036693069934954,0.08296935053303917,0.2378683539950417,0.8443821659211903,0.6065138119261486,0.6065138121330342,0.5919197422113024,2061.6934571058546,0.6065138121330342,0.5919197422113024,0.9999461910088924,0.9995696095242783,0.00037658148461405805,,,,,,,
141,141,train,16,429,16,True,2,16,0.125,0.875,0.0,26.8125,0.8811188811188811,54686.0,127.47319347319348,0.21147063634657337,0.2866438334940077,0.07517319714743431,0.21319858599039826,0.795667706420579,0.5824691204301808,0.5824691207261965,0.5756116434247466,1967.3686457703564,0.5824691207261965,0.5756116434247466,0.9999528140294056,0.9996407028616127,0.00031211116779295,,,,,,,
142,142,train,16,460,16,True,2,16,0.125,0.875,0.0,28.75,0.8217391304347826,58797.0,127.8195652173913,0.2213798034894282,0.3042451913692949,0.08286538787986669,0.22226333435012602,0.8026470741269434,0.5803837397768173,0.580383740090978,0.5654803269068305,2078.0341738213083,0.580383740090978,0.5654803269068305,0.9999498322973226,0.9994834737295201,0.00046635856780252727,,,,,,,
143,143,train,16,461,16,True,1,16,0.0625,0.9375,0.0,28.8125,0.8590021691973969,61608.0,133.63991323210413,0.22225680006464504,0.31612286292570513,0.09386606286106008,0.22421578763170946,0.8089783497244593,0.5847625620927498,0.5847625619901426,0.5697070513508411,2193.657001226412,0.5847625619901426,0.5697070513508411,0.9999509003893431,0.9995042885454107,0.0004466118439323541,,,,,,,
144,144,train,16,456,16,True,1,16,0.0625,0.9375,0.0,28.5,0.8355263157894737,60651.0,133.0065789473684,0.21578560066953403,0.2921394736045912,0.07635387293505716,0.2144024060765974,0.7696252833627393,0.5552228772861418,0.5552228773355593,0.5360635766677796,2032.0494992798426,0.5552228773355593,0.5360635766677796,0.9999537784169034,0.999579352491439,0.00037442592546432785,,,,,,,
145,145,train,16,465,16,True,1,16,0.0625,0.9375,0.0,29.0625,0.8494623655913979,59936.0,128.894623655914,0.22166260071414148,0.309503013450708,0.08784041273656654,0.2210723654898425,0.7812083766843466,0.5601360111945042,0.5601360110089625,0.5453374670007554,2042.8341513848286,0.5601360110089625,0.5453374670007554,0.9999508826479478,0.9995449663666152,0.00040591628133268554,,,,,,,
146,146,train,16,451,16,True,2,16,0.125,0.875,0.0,28.1875,0.8580931263858093,62085.0,137.66075388026607,0.2209146640998093,0.29156693593309707,0.07065227183328776,0.22360298440819032,0.7979032193395665,0.5743002349313762,0.574300235277341,0.5458957981053433,2118.246289085641,0.574300235277341,0.5458957981053433,0.999947086430061,0.9995792795891824,0.00036780684087867055,,,,,,,
147,147,train,16,443,16,True,3,16,0.1875,0.8125,0.0,27.6875,0.8148984198645598,59083.0,133.37020316027088,0.21388487147710675,0.28885321809917347,0.07496834662206672,0.23411228724689945,0.8080277043390176,0.5739154170921181,0.5739154171557189,0.5607344041484577,2070.616925018957,0.5739154171557189,0.5607344041484577,0.9999351686178931,0.9995743355295207,0.00036083308837242534,,,,,,,
148,148,train,16,452,16,True,2,16,0.125,0.875,0.0,28.25,0.838495575221239,55796.0,123.4424778761062,0.22618198316534832,0.3169439541633556,0.09076197099800726,0.24506375593092222,0.8246690637241668,0.5796053077932446,0.579605307982833,0.5650583913002549,1970.4998750618145,0.579605307982833,0.5650583913002549,0.9999464102710603,0.9994146451489796,0.0005317651220807518,,,,,,,
149,149,train,16,473,16,True,1,16,0.0625,0.9375,0.0,29.5625,0.8181818181818182,62248.0,131.60253699788584,0.21808218293534395,0.30472458049542556,0.0866423975600816,0.22322783256321077,0.8048159642284002,0.5815881316651894,0.5815881317141323,0.5667644139079101,2204.9969523087266,0.5815881317141323,0.5667644139079101,0.9999507404715265,0.999524207922664,0.0004265325488624905,,,,,,,
150,150,train,16,477,16,True,1,16,0.0625,0.9375,0.0,29.8125,0.7987421383647799,65995.0,138.35429769392033,0.2184611978533173,0.29805660446058135,0.07959540660726405,0.22264657180149258,0.7790478773742685,0.5564013055727759,0.5564013054089465,0.5405252655756373,2229.4978063540134,0.5564013054089465,0.5405252655756373,0.9999548217281388,0.9995657801020366,0.0003890416261022045,,,,,,,
151,151,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.8583333333333333,63562.0,132.42083333333332,0.22755799019037404,0.3168688439880835,0.08931085379770948,0.2278727102609298,0.7702742899569557,0.5424015796960259,0.5424015800505361,0.524875421061542,2085.133219594609,0.5424015800505361,0.524875421061542,0.9999521872282569,0.9994768502913262,0.00047533693693069257,,,,,,,
152,152,train,16,437,16,True,3,16,0.1875,0.8125,0.0,27.3125,0.8695652173913043,60947.0,139.46681922196797,0.2173291579808921,0.2858312149220091,0.06850205694111697,0.23423287968923917,0.7948654867251334,0.5606326070358942,0.5606326069962708,0.5352000317395667,2038.6772709019604,0.5606326069962708,0.5352000317395667,0.9999490041851467,0.9995659583900942,0.0003830457950524391,,,,,,,
153,153,train,16,437,16,True,3,16,0.1875,0.8125,0.0,27.3125,0.8100686498855835,54518.0,124.75514874141876,0.22356344639607895,0.31513383928719435,0.0915703928911154,0.22406457536529184,0.7770094012813772,0.5529448259160854,0.5529448259173708,0.5392969127922129,1837.5868182253678,0.5529448259173708,0.5392969127922129,0.9999526232202324,0.9994348899155653,0.0005177333046670896,,,,,,,
154,154,train,16,456,16,True,3,16,0.1875,0.8125,0.0,28.5,0.8508771929824561,60913.0,133.5811403508772,0.22031573598287202,0.30106466963548945,0.08074893365261743,0.22265511604296473,0.7920521604404107,0.569397044397446,0.5693970441741236,0.5561218534149712,2117.190653566636,0.5693970441741236,0.5561218534149712,0.999938485502683,0.999541502369155,0.0003969831335280949,,,,,,,
155,155,train,16,454,16,True,1,16,0.0625,0.9375,0.0,28.375,0.8215859030837004,60372.0,132.97797356828193,0.22434784146107511,0.3072675137004803,0.08291967223940516,0.2379500699115076,0.7755377573604317,0.5375876874489242,0.5375876873015247,0.5266566134698772,1987.2070667752128,0.5375876873015247,0.5266566134698772,0.9999316876417218,0.9995000338705806,0.00043165377114118275,,,,,,,
156,156,train,16,466,16,True,1,16,0.0625,0.9375,0.0,29.125,0.851931330472103,59109.0,126.84334763948497,0.218132427932323,0.29782895758139555,0.07969652964907256,0.2219742051826317,0.7992226391645758,0.5772484339819441,0.5772484340119761,0.5616367691400193,2074.8617366935887,0.5772484340119761,0.5616367691400193,0.9999507120662544,0.9995566615606544,0.00039405050560004096,,,,,,,
157,157,train,16,471,16,True,2,16,0.125,0.875,0.0,29.4375,0.7643312101910829,60245.0,127.90870488322717,0.22366622229292452,0.3116748634555713,0.08800864116264681,0.2293731502616317,0.7720437887715446,0.5426706385099129,0.5426706386024137,0.5293512016322278,1993.1726963958467,0.5426706386024137,0.5293512016322278,0.9999515982387923,0.9994905204139133,0.0004610778248790304,,,,,,,
158,158,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.8166666666666667,62697.0,130.61875,0.21504808523564564,0.2990972967813369,0.08404921154569125,0.25376832896316204,0.817493875540046,0.563725546576884,0.5637255466884643,0.543301036379055,2128.9590673661023,0.5637255466884643,0.543301036379055,0.9999445365072026,0.9995845941680308,0.00035994233917180374,,,,,,,
159,159,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.8208333333333333,61572.0,128.275,0.22309200007824537,0.3099141185645321,0.08682211848628674,0.22069714294647896,0.7751988536401051,0.5545017106936261,0.554501710751622,0.5392399824460172,2075.1302624478876,0.554501710751622,0.5392399824460172,0.9999479159322483,0.9994878494162226,0.00046006651602570336,,,,,,,
160,160,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.8041666666666667,65910.0,137.3125,0.21957994043217893,0.2920652433163615,0.07248530288418259,0.22074586330027487,0.785473583053626,0.5647277197533511,0.5647277200266829,0.548123938328093,2257.928048450288,0.5647277200266829,0.548123938328093,0.9999515313893305,0.9995997498248408,0.0003517815644896727,,,,,,,
161,161,train,16,447,16,True,3,16,0.1875,0.8125,0.0,27.9375,0.8389261744966443,61032.0,136.53691275167785,0.22506135302579577,0.29605389765529616,0.07099254462950039,0.2282376200510541,0.8014901822828883,0.5732525622318342,0.5732525625833337,0.5576532238588093,2127.1682224094266,0.5732525625833337,0.5576532238588093,0.9999501360261304,0.9995921188018208,0.0003580172243096147,,,,,,,
162,162,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.775,60444.0,125.925,0.22454742814155407,0.30577306925567316,0.08122564111411909,0.22302393468129952,0.7823043405253085,0.559280405844009,0.5592804059730898,0.5529119629142218,2088.763167899199,0.5592804059730898,0.5529119629142218,0.9999485013200302,0.999518046605713,0.00043045471431724103,,,,,,,
163,163,train,16,455,16,True,1,16,0.0625,0.9375,0.0,28.4375,0.7846153846153846,58375.0,128.2967032967033,0.22159182882850265,0.29281560567423576,0.07122377684573311,0.24126432727795816,0.8232923005942552,0.582027973316297,0.5820279734085578,0.5682623578369114,2073.269696170606,0.5820279734085578,0.5682623578369114,0.9999445693250028,0.9995753930125598,0.0003691763124429315,,,,,,,
164,164,train,16,462,16,True,2,16,0.125,0.875,0.0,28.875,0.841991341991342,58057.0,125.66450216450217,0.22708685566297152,0.30310849428031583,0.07602163861734432,0.23155336150607383,0.8255303591858185,0.5939769976797447,0.5939769978023767,0.5613276701085285,2036.8125339681792,0.5939769978023767,0.5613276701085285,0.9999312514670932,0.9994063077613465,0.0005249437057466277,,,,,,,
165,165,train,16,453,16,True,2,16,0.125,0.875,0.0,28.3125,0.7924944812362031,60765.0,134.13907284768212,0.2225745737181812,0.29692446336434775,0.07434988964616654,0.2235061149367199,0.813262766847502,0.5897566519107821,0.5897566521459552,0.577921710298623,2194.838295393489,0.5897566521459552,0.577921710298623,0.9999510470245175,0.9995919728987919,0.0003590741257256669,,,,,,,
166,166,train,16,458,16,True,1,16,0.0625,0.9375,0.0,28.625,0.8842794759825328,59678.0,130.3013100436681,0.2295932101240075,0.3159975807880541,0.08640437066404663,0.22948692846576915,0.7831936566355037,0.5537067281697345,0.5537067283313916,0.5370673602272766,2003.1941202277128,0.5537067283313916,0.5370673602272766,0.9999474669678856,0.9994461298475421,0.0005013371203435035,,,,,,,
167,167,train,16,469,16,True,2,16,0.125,0.875,0.0,29.3125,0.8230277185501066,61829.0,131.8315565031983,0.22265729060278064,0.3041473330633955,0.08149004246061484,0.22399584914573825,0.8224548507147154,0.5984590015689771,0.5984590013385185,0.5925503726098899,2289.7998117560514,0.5984590013385185,0.5925503726098899,0.9999469835383551,0.9995628675613704,0.00038411597698473354,,,,,,,
168,168,train,16,455,16,True,2,16,0.125,0.875,0.0,28.4375,0.7406593406593407,60272.0,132.46593406593408,0.22240256497161132,0.3047462375331684,0.08234367256155706,0.22595538361252637,0.7526197814478462,0.5266643978353198,0.5266643977317683,0.515885809527555,1943.3418444903023,0.5266643977317683,0.515885809527555,0.9999542306362172,0.9995137421049748,0.00044048853124245557,,,,,,,
169,169,train,16,466,16,True,1,16,0.0625,0.9375,0.0,29.125,0.8090128755364807,58822.0,126.2274678111588,0.22931817754228573,0.3168018440047767,0.08748366646249095,0.2299127542862662,0.7913120865804059,0.5613993322941396,0.5613993322440715,0.5418785403755979,1992.148718873339,0.5613993322440715,0.5418785403755979,0.9999470976080428,0.9994854230804568,0.0004616745275859424,,,,,,,
170,170,train,16,454,16,True,1,16,0.0625,0.9375,0.0,28.375,0.8458149779735683,60881.0,134.09911894273128,0.21976930269838252,0.3008879022162538,0.08111859951787126,0.2190232180643474,0.7631422887731282,0.5441190707087807,0.5441190708997917,0.5303245286684465,2017.91797686648,0.5441190708997917,0.5303245286684465,0.9999549013433798,0.9995389082266348,0.00041599311674500594,,,,,,,
171,171,train,16,460,16,True,1,16,0.0625,0.9375,0.0,28.75,0.7521739130434782,60394.0,131.2913043478261,0.21964560536709168,0.29360595579110843,0.07396035042401675,0.21837537031748894,0.7854483340441021,0.5670729637266132,0.5670729636799955,0.5557872644855308,2097.888503208695,0.5670729636799955,0.5557872644855308,0.9999373942845513,0.9995475592611277,0.00038983502342360143,,,,,,,
172,172,train,16,448,16,True,2,16,0.125,0.875,0.0,28.0,0.8191964285714286,59982.0,133.88839285714286,0.21530753410479161,0.2810178403372697,0.06571030623247806,0.21455120261259913,0.7831574132140745,0.5686062106014753,0.5686062109260198,0.55319104468873,2073.8440776574635,0.5686062109260198,0.55319104468873,0.9999544694651327,0.9996487887031335,0.00030568076199921634,,,,,,,
173,173,train,16,458,16,True,1,16,0.0625,0.9375,0.0,28.625,0.8165938864628821,59787.0,130.53930131004367,0.22339503361807536,0.30857043532689415,0.0851754017088188,0.224025762693277,0.7765595896129648,0.5525338269196878,0.5525338271181549,0.5481665037136397,2048.3269223454618,0.5525338271181549,0.5481665037136397,0.9999553595096925,0.9994926437126214,0.00046271579707113375,,,,,,,
174,174,train,16,397,16,True,5,16,0.3125,0.6875,0.0,24.8125,0.7808564231738035,53184.0,133.9647355163728,0.22696760488173534,0.2942393473726431,0.06727174249090778,0.22894090919100893,0.8027339167093879,0.5737930075183789,0.5737930076419789,0.5547231856255,1843.8998690191606,0.5737930076419789,0.5547231856255,0.9999443480996518,0.9995793539407656,0.00036499415888624487,,,,,,,
175,175,train,16,475,16,True,1,16,0.0625,0.9375,0.0,29.6875,0.8442105263157895,65964.0,138.87157894736842,0.227067465703632,0.29827716504307866,0.07120969933944665,0.22986329291746385,0.7926501924276242,0.5627868995101604,0.5627868998901311,0.549411083525345,2265.084544604115,0.5627868998901311,0.549411083525345,0.9999460560746345,0.9995244732207408,0.0004215828538937094,,,,,,,
176,176,train,16,476,16,True,1,16,0.0625,0.9375,0.0,29.75,0.8025210084033614,64869.0,136.27941176470588,0.21725019308252674,0.28569080680543557,0.06844061372290883,0.21681724483385215,0.7586981898903982,0.541880945056546,0.5418809451754141,0.5219608850112608,2116.192540612218,0.5418809451754141,0.5219608850112608,0.9999505807717184,0.9995850992154157,0.00036548155630267143,,,,,,,
177,177,train,16,472,16,True,1,16,0.0625,0.9375,0.0,29.5,0.8326271186440678,64547.0,136.7521186440678,0.2253730566010066,0.2990128628945992,0.07363980629359262,0.22746268901075337,0.797695591496271,0.5702329024855176,0.5702329021953814,0.558833890291308,2254.4406947895677,0.5702329021953814,0.558833890291308,0.9999492901024291,0.999588757712964,0.0003605323894650958,,,,,,,
178,178,train,16,386,16,True,4,16,0.25,0.75,0.0,24.125,0.8367875647668394,50884.0,131.8238341968912,0.21005110002841923,0.27323822794176955,0.06318712791335032,0.21243840071628875,0.7975732660482981,0.5851348653320094,0.5851348654350772,0.5693360647134695,1810.6310198050137,0.5851348654350772,0.5693360647134695,0.9999490201493668,0.999609535408836,0.00033948474053080435,,,,,,,
179,179,train,16,419,16,True,3,16,0.1875,0.8125,0.0,26.1875,0.8186157517899761,57458.0,137.13126491646779,0.22630555904997332,0.30611541853494856,0.07980985948497524,0.22748867744515625,0.7774792472651105,0.5499905698199543,0.5499905698410926,0.5331892723550044,1914.7493256858645,0.5499905698410926,0.5331892723550044,0.999949417468439,0.9994890579907074,0.0004603594777315978,,,,,,,
180,180,train,16,454,16,True,1,16,0.0625,0.9375,0.0,28.375,0.8722466960352423,62124.0,136.83700440528634,0.22821408983645514,0.3098735681850874,0.08165947834863224,0.23335025228247264,0.7693919166209502,0.5360416643384776,0.5360416641981282,0.519237441234391,2016.0691749528303,0.5360416641981282,0.519237441234391,0.9999474638204621,0.9994609421179604,0.00048652170250162996,,,,,,,
181,181,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.8166666666666667,65823.0,137.13125,0.2190290630805172,0.29165246000404704,0.07262339692352984,0.2185001920648758,0.763933155577421,0.5454329635125452,0.5454329638532759,0.5268903287067159,2167.593881653884,0.5454329638532759,0.5268903287067159,0.9999515328234448,0.9996052542156161,0.00034627860782876496,,,,,,,
182,182,train,16,474,16,True,2,16,0.125,0.875,0.0,29.625,0.8270042194092827,62569.0,132.00210970464136,0.22858578065736676,0.30222606288863274,0.07364028223126598,0.23067548345711267,0.7776531888937684,0.5469777054366558,0.5469777056896699,0.5332905540810082,2085.466042393414,0.5469777056896699,0.5332905540810082,0.999947714934338,0.999508656308962,0.0004390586253759654,,,,,,,
183,183,train,16,469,16,True,1,16,0.0625,0.9375,0.0,29.3125,0.8230277185501066,60895.0,129.84008528784648,0.22082575071823532,0.2995506082727926,0.0787248575545573,0.22131452407854987,0.7742450330899187,0.5529305090113688,0.5529305089108847,0.5408676105622985,2058.508321574449,0.5529305089108847,0.5408676105622985,0.9999405972247867,0.9995634755291236,0.00037712169566306297,,,,,,,
184,184,train,16,456,16,True,2,16,0.125,0.875,0.0,28.5,0.756578947368421,61522.0,134.91666666666666,0.2347791560604047,0.30449068342990876,0.06971152736950406,0.23532215977921825,0.8142104558507013,0.5788882960714831,0.5788882961075276,0.5701020571831543,2192.1136726263753,0.5788882961075276,0.5701020571831543,0.9999304304887873,0.9995066628767418,0.00042376761204543367,,,,,,,
185,185,train,16,446,16,True,2,16,0.125,0.875,0.0,27.875,0.8295964125560538,56189.0,125.98430493273543,0.22680565611199593,0.3077493807972058,0.08094372468520988,0.2297635342939956,0.7869575919090891,0.5571940576150936,0.5571940578003679,0.5413265037670932,1901.0371825105747,0.5571940578003679,0.5413265037670932,0.9999511559343985,0.9995072218013659,0.00044393413303267515,,,,,,,
186,186,train,16,451,16,True,2,16,0.125,0.875,0.0,28.1875,0.8070953436807096,59171.0,131.19955654101994,0.22645567246919304,0.29071873479007293,0.06426306232087989,0.2282509310011771,0.797801523798459,0.5695505927972819,0.569550592949024,0.5563700955858926,2057.5609328695546,0.569550592949024,0.5563700955858926,0.9999403834232914,0.9995908525006377,0.0003495309226536625,,,,,,,
187,187,train,16,425,16,True,3,16,0.1875,0.8125,0.0,26.5625,0.8117647058823529,54686.0,128.6729411764706,0.2313675753848418,0.3062322393602301,0.0748646639753883,0.23260799729847909,0.8150877683016416,0.5824797710031626,0.5824797711312846,0.569129971085719,1945.2150999246005,0.5824797711312846,0.569129971085719,0.9999464013391737,0.9994831274108898,0.00046327392828382497,,,,,,,
188,188,train,16,457,16,True,4,16,0.25,0.75,0.0,28.5625,0.8271334792122538,60384.0,132.13129102844638,0.2261111754850084,0.29507133562276355,0.06896016013775516,0.23158417061362843,0.785301683494836,0.5537175128812075,0.5537175130579423,0.5420047464359145,2045.5259130491404,0.5537175130579423,0.5420047464359145,0.9999485199714774,0.9995803321925544,0.0003681877789230015,,,,,,,
189,189,train,16,468,16,True,1,16,0.0625,0.9375,0.0,29.25,0.8012820512820513,60346.0,128.94444444444446,0.23333150735703193,0.30537903582198006,0.07204752846494814,0.23334690109593523,0.7755659157280546,0.5422190146321193,0.5422190145167662,0.5302098315775361,1999.752656023627,0.5422190145167662,0.5302098315775361,0.9999485871274669,0.999590317333415,0.00035826979405195747,,,,,,,
190,190,train,16,423,16,True,4,16,0.25,0.75,0.0,26.4375,0.8014184397163121,56296.0,133.08747044917257,0.22571263555473856,0.286065004966811,0.06035236941207242,0.23140884253623953,0.7926727596131369,0.5612639170768974,0.5612639174594656,0.5551022878168321,1953.127399683524,0.5612639174594656,0.5551022878168321,0.9999443654803921,0.9996085497163503,0.0003358157640418469,,,,,,,
191,191,train,16,424,16,True,3,16,0.1875,0.8125,0.0,26.5,0.7429245283018868,54118.0,127.63679245283019,0.23186505039729932,0.30893509289722726,0.07707004249992794,0.22953567252195542,0.7887860389180608,0.5592503663961054,0.5592503663915693,0.550121393317604,1860.716847722633,0.5592503663915693,0.550121393317604,0.9999413561164514,0.9994600416191511,0.000481314497300267,,,,,,,
192,192,train,16,446,16,True,3,16,0.1875,0.8125,0.0,27.875,0.8609865470852018,60969.0,136.7017937219731,0.21826578252716108,0.28434974020675413,0.06608395767959305,0.2220812979026881,0.7882025156274959,0.5661212177248078,0.5661212180271951,0.5548297029519472,2114.213259954829,0.5661212180271951,0.5548297029519472,0.999950026149566,0.9996330678184394,0.0003169583311265489,,,,,,,
193,193,train,16,453,16,True,2,16,0.125,0.875,0.0,28.3125,0.8631346578366446,58604.0,129.36865342163355,0.22565108576962511,0.29965667362831605,0.07400558785869094,0.22671018448133035,0.7878734652021719,0.5611632807208415,0.5611632808506779,0.5508206380437833,2017.5182919948686,0.5611632808506779,0.5508206380437833,0.9999463535357695,0.9995749108945172,0.0003714426412523286,,,,,,,
194,194,train,16,463,16,True,1,16,0.0625,0.9375,0.0,28.9375,0.8142548596112311,57857.0,124.96112311015119,0.2272039586505903,0.31167357667011186,0.08446961801952158,0.2302035144432993,0.772383641923016,0.5421801274797167,0.5421801275454782,0.53272532986799,1926.3680881357718,0.5421801275454782,0.53272532986799,0.9999473647350604,0.9994238683947114,0.0005234963403489834,,,,,,,
195,195,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.84375,65753.0,136.98541666666668,0.2233010331057381,0.2984202476361182,0.07511921453038009,0.22792231893459236,0.7680926006106081,0.5401702816760158,0.540170282089403,0.530530034642735,2180.2463354914858,0.540170282089403,0.530530034642735,0.9999502542871944,0.9995171241478134,0.00043313013938106604,,,,,,,
196,196,train,16,420,16,True,3,16,0.1875,0.8125,0.0,26.25,0.8571428571428571,55107.0,131.20714285714286,0.22203874011268757,0.29198382322969224,0.06994508311700467,0.22246787329727993,0.7790207237835417,0.5565528504862618,0.5565528506946499,0.5437657095795685,1872.8310598625817,0.5565528506946499,0.5437657095795685,0.9999491513597932,0.9996056183031918,0.0003435330566013972,,,,,,,
197,197,train,16,453,16,True,2,16,0.125,0.875,0.0,28.3125,0.8432671081677704,62736.0,138.49006622516555,0.2311628186913749,0.29873013254201325,0.06756731385063836,0.2328144075069657,0.7590351939542435,0.5262207864472778,0.5262207864762668,0.5193998978961758,2036.5669996509048,0.5262207864762668,0.5193998978961758,0.9999461130929813,0.9995891370781897,0.0003569760147915657,,,,,,,
