diagnostics_step,model_version,source,diagnostics_top_k,row_count,trajectory_count,complete_step,success_count,success_denominator,success_rate,timeout_rate,lost_rate,mean_env_rounds,valid_action_rate,response_tokens_total,mean_response_tokens,student_entropy_topk_mean,teacher_entropy_topk_mean,entropy_teacher_minus_student,student_surprisal_mean,teacher_surprisal_mean,surprisal_teacher_minus_student,sampled_forward_kl_mean,sampled_forward_kl_token_weighted,sampled_forward_kl_sum_mean_per_trajectory,sampled_reverse_kl_mean,sampled_reverse_kl_token_weighted,student_topk_mass_mean,teacher_topk_mass_mean,topk_mass_student_minus_teacher,rollout_success_rate_from_log,rollout_timeout_rate_from_log,rollout_rounds_mean_from_log,rollout_wait_explore_step_sec,rollout_run_execution_mean_sec,rollout_task_execution_mean_sec,experience_pipeline_total_sec
11,11,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.8583333333333333,58804.0,122.50833333333334,0.17484399610253445,0.2950814194282286,0.12023742332569412,0.19540573375118217,0.9607919266287114,0.7653861928775292,0.7653861935878901,0.7252219734934671,2665.3720580818626,0.7653861935878901,0.7252219734934671,0.9997904395257241,0.9994823213837589,0.0003081181419651857,,,,,,,
12,12,train,16,456,16,True,1,16,0.0625,0.9375,0.0,28.5,0.8377192982456141,53499.0,117.32236842105263,0.16108718970230482,0.2846387685270179,0.1235515788247131,0.16490465440829002,0.9055492860166369,0.7406446316083468,0.7406446320507244,0.7098151248664745,2373.3999603269663,0.7406446320507244,0.7098151248664745,0.9998629979371666,0.9995725372620259,0.0002904606751407135,,,,,,,
13,13,train,16,434,16,True,2,16,0.125,0.875,0.0,27.125,0.8202764976958525,54663.0,125.95161290322581,0.17045489424766552,0.28976599163969297,0.11931109739202744,0.18056151691138744,0.9737451441696346,0.7931836272582472,0.7931836281348018,0.7615494175365837,2601.7859881751433,0.7931836281348018,0.7615494175365837,0.999864253138632,0.9996070801588343,0.00025717297979777065,,,,,,,
14,14,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.8625,59625.0,124.21875,0.16764543471935056,0.28871285138772,0.12106741666836945,0.17755677448074078,0.9068057448246711,0.7292489703439303,0.7292489708681079,0.6927295299083908,2581.499888799236,0.7292489708681079,0.6927295299083908,0.9998328814047185,0.9995588404771379,0.0002740409275805433,,,,,,,
15,15,train,16,453,16,True,1,16,0.0625,0.9375,0.0,28.3125,0.7991169977924945,52458.0,115.80132450331126,0.171618048098751,0.30452065364553954,0.13290260554678854,0.18956740354336812,0.9732279341023075,0.7836605305589394,0.7836605305563258,0.76138063727603,2496.2815918891224,0.7836605305563258,0.76138063727603,0.999913919985233,0.9995635240603334,0.0003503959248996047,,,,,,,
16,16,train,16,453,16,True,1,16,0.0625,0.9375,0.0,28.3125,0.7660044150110376,55551.0,122.62913907284768,0.1767996419032151,0.31969645817153797,0.14289681626832287,0.18755789800206268,0.9018119283035335,0.7142540303014708,0.7142540303068504,0.6859012496493615,2381.40626995448,0.7142540303068504,0.6859012496493615,0.9999068080286773,0.9994257452819619,0.0004810627467153328,,,,,,,
17,17,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.8708333333333333,57389.0,119.56041666666667,0.17538228487944224,0.30327948304036867,0.12789719816092643,0.17837173343730192,0.9225451530476945,0.7441734196103925,0.7441734197959357,0.7276746806980238,2610.0326406611807,0.7441734197959357,0.7276746806980238,0.9998999345495577,0.9995445381408514,0.00035539640870629885,,,,,,,
18,18,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.78125,59729.0,124.43541666666667,0.1761862397400768,0.3090361828395046,0.13284994309942783,0.19734633324206635,0.9430087811539674,0.745662447911901,0.7456624484061793,0.7060836839574874,2635.8545224435475,0.7456624484061793,0.7060836839574874,0.9998408443111747,0.9993691895665772,0.0004716547445975383,,,,,,,
19,19,train,16,441,16,True,2,16,0.125,0.875,0.0,27.5625,0.8616780045351474,54716.0,124.07256235827664,0.16837462328997585,0.294220975701042,0.12584635241106615,0.19507719696245585,0.9187149027485685,0.7236377057861126,0.7236377063720347,0.6861103538459863,2346.325882564811,0.7236377063720347,0.6861103538459863,0.9998877522264543,0.9995226591670899,0.0003650930593643853,,,,,,,
20,20,train,16,389,16,True,5,16,0.3125,0.6875,0.0,24.3125,0.7686375321336761,47095.0,121.0668380462725,0.17952551824041568,0.29889022249027264,0.11936470424985696,0.19579665107207464,0.9367276913692482,0.7409310402971735,0.7409310406550816,0.7119024226577281,2095.440287191607,0.7409310406550816,0.7119024226577281,0.9998514958761976,0.9995021092212847,0.00034938665491290877,,,,,,,
21,21,train,16,475,16,True,1,16,0.0625,0.9375,0.0,29.6875,0.8694736842105263,57321.0,120.6757894736842,0.1703484937951277,0.29853882863340525,0.12819033483827755,0.17744636183973436,0.9217665067894009,0.7443201449496665,0.7443201456910901,0.7332622857929147,2626.9579677459774,0.7443201456910901,0.7332622857929147,0.9999188613343404,0.9995640580497885,0.0003548032845518412,,,,,,,
22,22,train,16,456,16,True,1,16,0.0625,0.9375,0.0,28.5,0.8399122807017544,54664.0,119.87719298245614,0.16924520438930105,0.2877067451041348,0.11846154071483375,0.18235053440058144,0.9145342464748196,0.7321837120742382,0.7321837119617183,0.6979458879889872,2384.5321263143737,0.7321837119617183,0.6979458879889872,0.9999186121501275,0.9995988178885999,0.00031979426152750623,,,,,,,
23,23,train,16,464,16,True,2,16,0.125,0.875,0.0,29.0,0.8254310344827587,55928.0,120.53448275862068,0.1642401533877734,0.2847625348069109,0.12052238141913749,0.16720801866366344,0.9159674185065392,0.7487593998428758,0.7487594002402864,0.7330984204117035,2562.5455285491075,0.7487594002402864,0.7330984204117035,0.9999405280243491,0.9996248424955486,0.00031568552880045786,,,,,,,
24,24,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.83125,54109.0,112.72708333333334,0.16285500871421116,0.28883244901410904,0.12597744029989788,0.16450786246945384,0.888573834421581,0.7240659719521272,0.7240659730087828,0.6992823764342364,2364.841881655005,0.7240659730087828,0.6992823764342364,0.9999250570752984,0.9995785802510374,0.00034647682426103277,,,,,,,
25,25,train,16,441,16,True,2,16,0.125,0.875,0.0,27.5625,0.7664399092970522,54742.0,124.13151927437642,0.16304514029052133,0.2758580077823022,0.11281286749178085,0.1774603943236999,0.9181565023663941,0.7406961080426943,0.7406961084068499,0.7152896274296856,2447.274049047241,0.7406961084068499,0.7152896274296856,0.9999279386382818,0.9996761255189526,0.0002518131193292028,,,,,,,
26,26,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.8416666666666667,56267.0,117.22291666666666,0.16568097579902102,0.2920882726513795,0.12640729685235846,0.16824434416034353,0.8590505347720405,0.690806190611697,0.6908061907930321,0.6724545271615976,2364.8124299875994,0.6908061907930321,0.6724545271615976,0.9999457355093829,0.9995820623263008,0.00036367318308216934,,,,,,,
27,27,train,16,452,16,True,3,16,0.1875,0.8125,0.0,28.25,0.7610619469026548,55309.0,122.36504424778761,0.16895804489389213,0.27522826067546863,0.1062702157815765,0.20784068057360156,0.9341981782243521,0.7263574976507505,0.7263574979053105,0.6899719531210706,2385.103672198332,0.7263574979053105,0.6899719531210706,0.9999043342395478,0.9996418324005997,0.00026250183894815926,,,,,,,
28,28,train,16,462,16,True,1,16,0.0625,0.9375,0.0,28.875,0.8333333333333334,57141.0,123.68181818181819,0.1753912628417587,0.3106456206352993,0.1352543577935406,0.1795163586890799,0.8770552823119993,0.6975389236229194,0.697538924279511,0.6735599169149812,2405.4929507774327,0.697538924279511,0.6735599169149812,0.9999476297579095,0.9994953856802263,0.00045224407768318375,,,,,,,
29,29,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.8333333333333334,59118.0,123.1625,0.17290881090529886,0.29185726326980777,0.1189484523645089,0.17370026768609137,0.8754593483148714,0.70175908062878,0.7017590811934813,0.6817209108367461,2518.8735504279193,0.7017590811934813,0.6817209108367461,0.9999401859726496,0.999602968381616,0.0003372175910335562,,,,,,,
30,30,train,16,459,16,True,1,16,0.0625,0.9375,0.0,28.6875,0.8300653594771242,57792.0,125.90849673202614,0.17280418980792325,0.29566599331513416,0.1228618035072109,0.17240295570640393,0.8383712512058864,0.6659682954994824,0.665968296059043,0.6444372070853288,2327.7071919922073,0.665968296059043,0.6444372070853288,0.9999440981865902,0.9995210896770261,0.0004230085095641156,,,,,,,
31,31,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.8520833333333333,60234.0,125.4875,0.16850286677240794,0.29398494162206806,0.12548207484966012,0.16930790172272364,0.8453176640313843,0.6760097623086607,0.6760097629249386,0.6537464780984233,2461.110335111276,0.6760097629249386,0.6537464780984233,0.9999504977978722,0.999563415392188,0.0003870824056841915,,,,,,,
32,32,train,16,450,16,True,2,16,0.125,0.875,0.0,28.125,0.8444444444444444,55640.0,123.64444444444445,0.1779375233965686,0.2884028809053985,0.11046535750882991,0.19412470972715112,0.8973304118206377,0.7032057020934865,0.7032057024008702,0.6835030146244225,2376.8817333564293,0.7032057024008702,0.6835030146244225,0.9999258561565779,0.9996183696616436,0.0003074864949342837,,,,,,,
33,33,train,16,441,16,True,2,16,0.125,0.875,0.0,27.5625,0.8299319727891157,54969.0,124.64625850340136,0.16436127565060668,0.27077909218216434,0.10641781653155766,0.19389502858861515,0.8913591527360039,0.6974641241473887,0.6974641246063249,0.668242464839905,2295.7887531115466,0.6974641246063249,0.668242464839905,0.999933829474311,0.9996397631452346,0.000294066329076359,,,,,,,
34,34,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.80625,58162.0,121.17083333333333,0.17828141255676958,0.3053686394852162,0.12708722692844662,0.19248997014055216,0.8862409278663782,0.6937509577258261,0.6937509577951712,0.6756093968146156,2455.924608595727,0.6937509577951712,0.6756093968146156,0.9999184678927241,0.9994967563576738,0.00042171153505032866,,,,,,,
35,35,train,16,439,16,True,2,16,0.125,0.875,0.0,27.4375,0.8246013667425968,55455.0,126.32118451025057,0.17583104908856553,0.2968460134688627,0.12101496438029716,0.18123875777342704,0.8943802587299737,0.7131415009565467,0.7131415017538173,0.6916432552740938,2397.192295076553,0.7131415017538173,0.6916432552740938,0.9999430133688615,0.9995749512381793,0.0003680621306821896,,,,,,,
36,36,train,16,455,16,True,1,16,0.0625,0.9375,0.0,28.4375,0.8395604395604396,57792.0,127.01538461538462,0.16909773451589052,0.2910057002016658,0.12190796568577525,0.1705379957259439,0.8741969922204935,0.7036589964945497,0.7036589965798671,0.6768133140219017,2444.6496902471094,0.7036589965798671,0.6768133140219017,0.9999356671748252,0.9995847642298524,0.000350902944972753,,,,,,,
37,37,train,16,467,16,True,1,16,0.0625,0.9375,0.0,29.1875,0.8501070663811563,56902.0,121.8458244111349,0.1758032959174998,0.30028774936207353,0.12448445344457373,0.18889192753201275,0.8906610743745171,0.7017691468425044,0.7017691476472441,0.6666894270321694,2370.997611061532,0.7017691476472441,0.6666894270321694,0.9999056668594888,0.9995406005330509,0.0003650663264378462,,,,,,,
38,38,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.8041666666666667,60430.0,125.89583333333333,0.1734270189386554,0.277043083941587,0.1036160650029316,0.17686063804348057,0.8690948218032741,0.6922341837597936,0.692234183677583,0.6688162307519299,2526.0353015211927,0.692234183677583,0.6688162307519299,0.999932044759909,0.9996159081585042,0.00031613660140483724,,,,,,,
39,39,train,16,436,16,True,4,16,0.25,0.75,0.0,27.25,0.8394495412844036,54754.0,125.58256880733946,0.18221510461273346,0.2808907685102709,0.09867566389753743,0.20597365851921168,0.8996477287800247,0.6936740702608131,0.6936740706547438,0.6608734203969389,2261.591453775873,0.6936740706547438,0.6608734203969389,0.9998934959030567,0.9996141816787135,0.00027931422434313014,,,,,,,
40,40,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.8166666666666667,57866.0,120.55416666666666,0.1839542838927385,0.3185323361237912,0.13457805223105274,0.18659779698877976,0.8404392002991539,0.6538414033103741,0.6538414035910095,0.6377500978408324,2306.5029476036,0.6538414035910095,0.6377500978408324,0.9999129594767957,0.9993167477399943,0.0005962117368013553,,,,,,,
41,41,train,16,454,16,True,2,16,0.125,0.875,0.0,28.375,0.8568281938325991,54955.0,121.04625550660793,0.1678053198091804,0.28041762138292275,0.11261230157374236,0.18186517447575287,0.8584618931865139,0.676596718710761,0.6765967187559855,0.6629419198163694,2276.9983252192865,0.6765967187559855,0.6629419198163694,0.999936777430632,0.9996401054264175,0.00029667200421457096,,,,,,,
42,42,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.81875,60933.0,126.94375,0.16988478785006364,0.28040605185937856,0.11052126400931492,0.1688549606832598,0.8432734030838817,0.6744184424006219,0.6744184429047754,0.65219526503998,2483.763380292568,0.6744184429047754,0.65219526503998,0.9999461716760177,0.9996754958754371,0.0002706758005805998,,,,,,,
43,43,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.8041666666666667,59536.0,124.03333333333333,0.17428649661951992,0.29344320824854925,0.11915671162902933,0.2019936305463612,0.8737067234148858,0.6717130928685245,0.6717130930257457,0.6476015932891671,2409.725528628988,0.6717130930257457,0.6476015932891671,0.9999373670966373,0.9996043026035212,0.00033306449311609754,,,,,,,
44,44,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.8270833333333333,58211.0,121.27291666666666,0.18318745554365964,0.307400605066465,0.12421314952280535,0.1859751451712353,0.8466970851416907,0.6607219399704554,0.6607219410213176,0.6529920112654999,2375.7073729860017,0.6607219410213176,0.6529920112654999,0.9999331879263303,0.9995246117160754,0.0004085762102549184,,,,,,,
45,45,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.83125,64323.0,134.00625,0.1761503542633635,0.29133742079643826,0.11518706653307476,0.18000379606680322,0.8459675161677606,0.6659637201009574,0.6659637204650364,0.6409130863458096,2576.5907783138455,0.6659637204650364,0.6409130863458096,0.9999475479966478,0.9996135646806933,0.00033398331595446695,,,,,,,
46,46,train,16,476,16,True,2,16,0.125,0.875,0.0,29.75,0.7478991596638656,58619.0,123.14915966386555,0.18251509688199694,0.3073793103571521,0.12486421347515517,0.18706717667268,0.8592840318580721,0.6722168551853921,0.6722168554439139,0.6533892150279438,2393.813899732685,0.6722168554439139,0.6533892150279438,0.9999406602001922,0.9994812239405438,0.00045943625964839363,,,,,,,
47,47,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.81875,59030.0,122.97916666666667,0.17971041716405123,0.29172644326478137,0.11201602610073014,0.18004495511718024,0.8523288464607586,0.6722838913435784,0.6722838919158486,0.6490196602487198,2394.4769090301174,0.6722838919158486,0.6490196602487198,0.9999503894262879,0.9996128518272845,0.0003375375990033458,,,,,,,
48,48,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.7895833333333333,60985.0,127.05208333333333,0.18340928485081623,0.3080585996106205,0.12464931475980426,0.19842715608261893,0.8451472856199461,0.6467201295373272,0.646720129693339,0.6311685048410826,2405.7382042333397,0.646720129693339,0.6311685048410826,0.999943771474385,0.9994780815851702,0.00046568988921480425,,,,,,,
49,49,train,16,454,16,True,1,16,0.0625,0.9375,0.0,28.375,0.8348017621145375,57698.0,127.08810572687224,0.17882831832189217,0.2926589379661706,0.11383061964427843,0.19494275360333835,0.8582076705194841,0.6632649169161458,0.6632649167266192,0.6474701783927332,2334.8583970564964,0.6632649167266192,0.6474701783927332,0.9999489494952888,0.9995604469510112,0.00038850254427758024,,,,,,,
50,50,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.8104166666666667,59259.0,123.45625,0.18266348106421199,0.3023627622554523,0.11969928119124029,0.185283524731349,0.8576238000413757,0.6723402753100267,0.6723402758862991,0.6602302046311747,2445.286356014923,0.6723402758862991,0.6602302046311747,0.9999445699474971,0.9996145977783274,0.0003299721691697455,,,,,,,
51,51,train,16,450,16,True,2,16,0.125,0.875,0.0,28.125,0.7844444444444445,57219.0,127.15333333333334,0.17691651943342493,0.27945164950077783,0.1025351300673529,0.21155864948371417,0.8877176633778077,0.6761590138940935,0.6761590144456667,0.6391822665947213,2285.8356320177063,0.6761590144456667,0.6391822665947213,0.9999405291272946,0.9996604144215623,0.0002801147057323039,,,,,,,
52,52,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.7541666666666667,58314.0,121.4875,0.18136875878864026,0.30539764089378546,0.1240288821051452,0.185348471270777,0.8419014139357884,0.6565529426650114,0.6565529430631888,0.6432066736728588,2344.247123034941,0.6565529430631888,0.6432066736728588,0.9999521147592695,0.9994857151534088,0.00046639960586070117,,,,,,,
53,53,train,16,479,16,True,1,16,0.0625,0.9375,0.0,29.9375,0.8329853862212944,61374.0,128.12943632567848,0.1787592003475628,0.29308589414468766,0.11432669379712487,0.2158015720628131,0.8457623290541325,0.6299607569913194,0.6299607571994141,0.5977071026266146,2292.7297322878658,0.6299607571994141,0.5977071026266146,0.9999348181819632,0.9995870881088685,0.000347730073094632,,,,,,,
54,54,train,16,460,16,True,1,16,0.0625,0.9375,0.0,28.75,0.8652173913043478,58099.0,126.30217391304348,0.19191119199805584,0.3048398611513168,0.11292866915326094,0.19277802709932754,0.8482550868375707,0.6554770597382431,0.65547705992933,0.6384959438687401,2318.4984901768685,0.65547705992933,0.6384959438687401,0.9999185571237225,0.9994961504269123,0.0004224066968101514,,,,,,,
55,55,train,16,479,16,True,1,16,0.0625,0.9375,0.0,29.9375,0.8893528183716075,60291.0,125.86847599164926,0.18067064262374535,0.29268743654803464,0.11201679392428929,0.17957884294107532,0.8048968967384401,0.6253180537973648,0.6253180546299697,0.6090222436792474,2294.910005854096,0.6253180546299697,0.6090222436792474,0.999960209573855,0.9995805599182022,0.00037964965565284725,,,,,,,
56,56,train,16,424,16,True,5,16,0.3125,0.6875,0.0,26.5,0.8537735849056604,51661.0,121.84198113207547,0.1770261272291911,0.2839139722892668,0.1068878450600757,0.18240218281895879,0.8517902532617633,0.6693880704428045,0.6693880710137753,0.6530434577785922,2108.554879518741,0.6693880710137753,0.6530434577785922,0.9999548129643048,0.9996172928870068,0.0003375200772979259,,,,,,,
57,57,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.8479166666666667,57918.0,120.6625,0.1835065679418112,0.30205067928539603,0.11854411134358483,0.18470795649913369,0.8226019442724088,0.6378939877732752,0.6378939883267605,0.6216281585035969,2250.2162302632037,0.6378939883267605,0.6216281585035969,0.9999481919794707,0.9995485549841179,0.0003996369953528367,,,,,,,
58,58,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.8541666666666666,60510.0,126.0625,0.1898153927225605,0.30942029060566056,0.11960489788310005,0.1926943285145786,0.8426003240731598,0.6499059955585812,0.6499059960282415,0.6373355028257883,2410.323204749278,0.6499059960282415,0.6373355028257883,0.9999451613416639,0.9995114908990331,0.0004336704426307625,,,,,,,
59,59,train,16,479,16,True,1,16,0.0625,0.9375,0.0,29.9375,0.7995824634655533,60186.0,125.64926931106471,0.18530057599093194,0.29133136372679236,0.10603078773586042,0.20120794343770915,0.8430335373411038,0.6418255939033946,0.6418255940591848,0.6228924622754298,2343.087858406814,0.6418255940591848,0.6228924622754298,0.9999369557197029,0.9995989297506686,0.0003380259690343168,,,,,,,
60,60,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.8333333333333334,57640.0,120.08333333333333,0.1824505943330406,0.2967849501136852,0.11433435578064463,0.18181503568638344,0.8229685808311635,0.6411535451447801,0.6411535454562738,0.6255563217386972,2253.5666490636545,0.6411535454562738,0.6255563217386972,0.9999554873412472,0.9995560219344121,0.0003994654068351089,,,,,,,
61,61,train,16,410,16,True,3,16,0.1875,0.8125,0.0,25.625,0.8195121951219512,49142.0,119.85853658536585,0.17637166612022487,0.2930356783665031,0.11666401224627826,0.17489961691222805,0.8127859817145152,0.6378863648022872,0.6378863651253034,0.6247048294999509,1918.7027957054124,0.6378863651253034,0.6247048294999509,0.9999542804387365,0.9996114493027454,0.00034283113599109516,,,,,,,
62,62,train,16,462,16,True,1,16,0.0625,0.9375,0.0,28.875,0.829004329004329,60400.0,130.73593073593074,0.18437388556011947,0.27870399882682245,0.09433011326670299,0.19963611417047278,0.8705749505861898,0.670938836415717,0.6709388365163448,0.6450649034569031,2435.1200105498115,0.6709388365163448,0.6450649034569031,0.9999396260046021,0.9996485502011391,0.00029107580346299233,,,,,,,
63,63,train,16,469,16,True,1,16,0.0625,0.9375,0.0,29.3125,0.7974413646055437,60295.0,128.56076759061833,0.18389472410300436,0.2957015120686855,0.11180678796568114,0.18767553610402155,0.8140530369349794,0.6263775008309579,0.6263775009218662,0.610325589665489,2299.973839305042,0.6263775009218662,0.610325589665489,0.9999506710936672,0.9995249443469517,0.0004257267467154824,,,,,,,
64,64,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.7583333333333333,63134.0,131.52916666666667,0.18586619848695315,0.2990918263164359,0.11322562782948273,0.20473986423411786,0.8508670390650978,0.6461271748309799,0.6461271747830091,0.6268413445436585,2473.4375904012068,0.6461271747830091,0.6268413445436585,0.9999513888246514,0.9995429076487602,0.0004084811758912066,,,,,,,
65,65,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.7958333333333333,58357.0,121.57708333333333,0.18667417489809027,0.30467068282037063,0.11799650792228036,0.22108446105549642,0.8492436016113888,0.6281591405558924,0.6281591409602334,0.6108201474078078,2227.8519588923386,0.6281591409602334,0.6108201474078078,0.9999418822696916,0.9995278391888353,0.0004140430808563522,,,,,,,
66,66,train,16,465,16,True,1,16,0.0625,0.9375,0.0,29.0625,0.8795698924731182,56434.0,121.36344086021505,0.17510929264776978,0.27106523397766163,0.09595594132989185,0.1762964428595524,0.8385550335874389,0.6622585907278865,0.6622585908671406,0.6492981970660087,2290.155903326445,0.6622585908671406,0.6492981970660087,0.999952565152517,0.9996858246493623,0.0002667405031546721,,,,,,,
67,67,train,16,418,16,True,4,16,0.25,0.75,0.0,26.125,0.8803827751196173,54659.0,130.76315789473685,0.18888689475443798,0.28904887057347844,0.10016197581904046,0.2044497698521485,0.8467114345972165,0.6422616647450681,0.6422616650513477,0.6208568283533901,2120.9633363104977,0.6422616650513477,0.6208568283533901,0.9999477284977717,0.9996303156052155,0.000317412892556157,,,,,,,
68,68,train,16,480,16,True,0,16,0.0,1.0,0.0,30.0,0.8770833333333333,59985.0,124.96875,0.19146054886033287,0.31100693083279624,0.11954638197246337,0.19489732660959466,0.8545986521397404,0.6597013255301457,0.6597013256515338,0.6345317369074444,2378.8991398995663,0.6597013256515338,0.6345317369074444,0.9999508702019765,0.9995175768313396,0.0004332933706369113,,,,,,,
69,69,train,16,443,16,True,2,16,0.125,0.875,0.0,27.6875,0.8419864559819413,53703.0,121.22573363431151,0.18883653635024894,0.2856800467690389,0.09684351041878997,0.19003160920708814,0.8667022406372652,0.676670631430177,0.6766706314125356,0.6589035240130694,2211.5684968796163,0.6766706314125356,0.6589035240130694,0.9999450225501831,0.9996746562682776,0.0002703662819055763,,,,,,,
