method,chunk_index,trajectory_count,trajectory_start,version_min,version_max,effective_threshold,frontier_trigger_rate,realized_turns_mean,realized_turns_median,available_turns_mean,masked_turns_mean,task_success_rate,prompt_truncated_rate
Immediate Vanilla,173,6,2768,250,250,0.10000000000000002,0.0,14.5,15.0,14.5,0.0,0.5,0.5
TCOD F2B,0,16,0,0,0,,1.0,1.0,1.0,,,0.0,0.0
TCOD F2B,1,16,16,0,0,,1.0,1.0,1.0,,,0.0,0.0
TCOD F2B,2,16,32,0,0,,1.0,1.0,1.0,,,0.0,0.0
TCOD F2B,3,16,48,0,0,,1.0,1.0,1.0,,,0.0,0.0
TCOD F2B,4,16,64,1,1,,1.0,2.0,2.0,,,0.0,0.0
TCOD F2B,5,16,80,1,1,,1.0,2.0,2.0,,,0.0,0.0
TCOD F2B,6,16,96,2,2,,1.0,2.0,2.0,,,0.0,0.0
TCOD F2B,7,16,112,2,2,,1.0,2.0,2.0,,,0.0,0.0
TCOD F2B,8,16,128,3,3,,1.0,2.0,2.0,,,0.0,0.0
TCOD F2B,9,16,144,3,3,,1.0,3.0,3.0,,,0.0,0.0
TCOD F2B,10,16,160,4,4,,1.0,3.0,3.0,,,0.0,0.0
TCOD F2B,11,16,176,5,5,,1.0,3.0,3.0,,,0.0,0.0
TCOD F2B,12,16,192,5,5,,1.0,3.0,3.0,,,0.0,0.0
TCOD F2B,13,16,208,6,6,,1.0,3.0,3.0,,,0.0,0.0
TCOD F2B,14,16,224,7,7,,1.0,4.0,4.0,,,0.0,0.0
TCOD F2B,15,16,240,8,8,,1.0,4.0,4.0,,,0.0,0.0
TCOD F2B,16,16,256,9,9,,1.0,4.0,4.0,,,0.0,0.0
TCOD F2B,17,16,272,10,10,,1.0,4.0,4.0,,,0.0625,0.0
TCOD F2B,18,16,288,11,11,,1.0,4.0,4.0,,,0.0,0.0
TCOD F2B,19,16,304,12,12,,1.0,4.9375,5.0,,,0.0625,0.0
TCOD F2B,20,16,320,13,13,,1.0,5.0,5.0,,,0.0,0.0
TCOD F2B,21,16,336,14,14,,1.0,5.0,5.0,,,0.0,0.0
TCOD F2B,22,16,352,15,15,,1.0,5.0,5.0,,,0.0,0.0
TCOD F2B,23,16,368,16,16,,1.0,4.9375,5.0,,,0.0625,0.0
TCOD F2B,24,16,384,18,18,,1.0,6.0,6.0,,,0.0,0.0
TCOD F2B,25,16,400,19,19,,1.0,5.875,6.0,,,0.0625,0.0
TCOD F2B,26,16,416,20,20,,1.0,5.875,6.0,,,0.0625,0.0
TCOD F2B,27,16,432,21,21,,1.0,6.0,6.0,,,0.0625,0.0
TCOD F2B,28,16,448,23,23,,1.0,5.75,6.0,,,0.1875,0.0
TCOD F2B,29,16,464,24,24,,1.0,6.625,7.0,,,0.1875,0.0
TCOD F2B,30,16,480,25,25,,1.0,6.8125,7.0,,,0.125,0.0
TCOD F2B,31,16,496,27,27,,1.0,6.375,7.0,,,0.4375,0.0
TCOD F2B,32,16,512,28,28,,1.0,6.625,7.0,,,0.1875,0.0
TCOD F2B,33,16,528,29,29,,1.0,6.75,7.0,,,0.1875,0.0
TCOD F2B,34,16,544,31,31,,1.0,7.8125,8.0,,,0.125,0.0
TCOD F2B,35,16,560,32,32,,1.0,7.3125,8.0,,,0.25,0.0
TCOD F2B,36,16,576,33,33,,1.0,7.75,8.0,,,0.0625,0.0
TCOD F2B,37,16,592,35,35,,1.0,7.625,8.0,,,0.1875,0.0
TCOD F2B,38,16,608,36,36,,1.0,8.0,8.0,,,0.0,0.0
TCOD F2B,39,16,624,37,37,,1.0,8.6875,9.0,,,0.0625,0.0
TCOD F2B,40,16,640,39,39,,1.0,8.625,9.0,,,0.125,0.0
TCOD F2B,41,16,656,40,40,,1.0,7.875,9.0,,,0.375,0.0
TCOD F2B,42,16,672,42,42,,1.0,8.1875,9.0,,,0.1875,0.0
TCOD F2B,43,16,688,43,43,,1.0,8.6875,9.0,,,0.125,0.0
TCOD F2B,44,16,704,45,45,,1.0,8.0,10.0,,,0.5,0.0
TCOD F2B,45,16,720,46,46,,1.0,8.5,10.0,,,0.375,0.0
TCOD F2B,46,16,736,48,48,,1.0,9.8125,10.0,,,0.125,0.0
TCOD F2B,47,16,752,49,49,,1.0,8.75,10.0,,,0.375,0.0
TCOD F2B,48,16,768,51,51,,1.0,8.25,10.0,,,0.375,0.0
TCOD F2B,49,16,784,52,52,,1.0,9.75,11.0,,,0.3125,0.0
TCOD F2B,50,16,800,54,54,,1.0,9.25,11.0,,,0.4375,0.0
TCOD F2B,51,16,816,55,55,,1.0,9.4375,11.0,,,0.4375,0.0
TCOD F2B,52,16,832,57,57,,1.0,9.0625,11.0,,,0.5,0.0
TCOD F2B,53,16,848,58,58,,1.0,9.3125,10.0,,,0.5,0.0
TCOD F2B,54,16,864,60,60,,1.0,8.6875,8.5,,,0.6875,0.0
TCOD F2B,55,16,880,61,61,,1.0,10.4375,12.0,,,0.4375,0.0625
TCOD F2B,56,16,896,63,63,,1.0,8.5,9.0,,,0.6875,0.0
TCOD F2B,57,16,912,64,64,,0.0,10.1875,12.0,10.1875,0.0,0.3125,0.0
TCOD F2B,58,16,928,66,66,,0.0,10.3125,12.0,10.3125,0.0,0.375,0.0
TCOD F2B,59,16,944,67,67,,0.0,9.375,10.0,9.375,0.0,0.5625,0.0
TCOD F2B,60,16,960,69,69,,0.0,9.75,12.5,9.75,0.0,0.4375,0.0625
TCOD F2B,61,16,976,70,70,,0.0,10.875,12.0,10.875,0.0,0.5625,0.125
TCOD F2B,62,16,992,72,72,,0.0,9.0,9.0,9.0,0.0,0.5625,0.0
TCOD F2B,63,16,1008,73,73,,0.0,11.25,13.0,11.25,0.0,0.1875,0.125
TCOD F2B,64,16,1024,75,75,,0.0,10.8125,14.0,10.8125,0.0,0.4375,0.0
TCOD F2B,65,16,1040,76,76,,0.0,10.3125,11.0,10.3125,0.0,0.5625,0.0625
TCOD F2B,66,16,1056,78,78,,0.0,9.8125,11.0,9.8125,0.0,0.625,0.0
TCOD F2B,67,16,1072,79,79,,0.0,9.8125,11.0,9.8125,0.0,0.5625,0.125
TCOD F2B,68,16,1088,80,80,,0.0,13.875,12.5,13.875,0.0,0.625,0.375
TCOD F2B,69,16,1104,81,81,,0.0,13.25,14.5,13.25,0.0,0.5,0.5
TCOD F2B,70,16,1120,83,83,,0.0,18.4375,20.5,18.4375,0.0,0.125,0.875
TCOD F2B,71,16,1136,84,84,,0.0,10.5625,9.0,10.5625,0.0,0.5,0.5
TCOD F2B,72,16,1152,86,86,,0.0,13.5625,13.0,13.5625,0.0,0.4375,0.5625
TCOD F2B,73,16,1168,87,87,,0.0,10.3125,8.5,10.3125,0.0,0.6875,0.3125
TCOD F2B,74,16,1184,89,89,,0.0,11.875,14.0,11.875,0.0,0.5,0.5
TCOD F2B,75,16,1200,90,90,,0.0,14.25,10.0,14.25,0.0,0.5625,0.4375
TCOD F2B,76,16,1216,92,92,,0.0,14.9375,18.5,14.9375,0.0,0.375,0.625
TCOD F2B,77,16,1232,93,93,,0.0,15.5,16.0,15.5,0.0,0.3125,0.6875
TCOD F2B,78,16,1248,94,94,,0.0,12.8125,13.5,12.8125,0.0,0.5625,0.4375
TCOD F2B,79,16,1264,96,96,,0.0,10.8125,8.5,10.8125,0.0,0.75,0.25
TCOD F2B,80,16,1280,97,97,,0.0,13.0,14.0,13.0,0.0,0.5,0.5
TCOD F2B,81,16,1296,99,99,,0.0,10.75,10.0,10.75,0.0,0.5,0.5
TCOD F2B,82,16,1312,100,100,,0.0,10.1875,9.0,10.1875,0.0,0.625,0.375
TCOD F2B,83,16,1328,102,102,,0.0,10.375,7.5,10.375,0.0,0.8125,0.1875
TCOD F2B,84,16,1344,103,103,,0.0,10.625,7.5,10.625,0.0,0.75,0.25
TCOD F2B,85,16,1360,105,105,,0.0,10.0,7.5,10.0,0.0,0.6875,0.3125
TCOD F2B,86,16,1376,106,106,,0.0,12.1875,8.5,12.1875,0.0,0.6875,0.3125
TCOD F2B,87,16,1392,108,108,,0.0,11.5625,11.5,11.5625,0.0,0.625,0.375
TCOD F2B,88,16,1408,109,109,,0.0,13.3125,14.0,13.3125,0.0,0.375,0.625
TCOD F2B,89,16,1424,111,111,,0.0,10.0625,8.0,10.0625,0.0,0.75,0.25
TCOD F2B,90,16,1440,113,113,,0.0,10.3125,8.0,10.3125,0.0,0.625,0.375
TCOD F2B,91,16,1456,114,114,,0.0,11.5625,8.5,11.5625,0.0,0.6875,0.3125
TCOD F2B,92,16,1472,116,116,,0.0,10.1875,10.5,10.1875,0.0,0.75,0.25
TCOD F2B,93,16,1488,117,117,,0.0,11.1875,8.0,11.1875,0.0,0.8125,0.1875
TCOD F2B,94,16,1504,119,119,,0.0,12.9375,12.0,12.9375,0.0,0.5625,0.4375
TCOD F2B,95,16,1520,120,120,,0.0,9.375,7.0,9.375,0.0,0.75,0.25
TCOD F2B,96,16,1536,122,122,,0.0,12.0,10.0,12.0,0.0,0.625,0.375
TCOD F2B,97,16,1552,123,123,,0.0,12.1875,11.0,12.1875,0.0,0.6875,0.3125
TCOD F2B,98,16,1568,125,125,,0.0,10.125,8.5,10.125,0.0,0.75,0.25
TCOD F2B,99,16,1584,126,126,,0.0,11.0625,10.0,11.0625,0.0,0.625,0.375
TCOD F2B,100,16,1600,128,128,,0.0,11.25,11.0,11.25,0.0,0.5625,0.4375
TCOD F2B,101,16,1616,129,129,,0.0,10.875,8.5,10.875,0.0,0.8125,0.1875
TCOD F2B,102,16,1632,131,131,,0.0,11.875,10.0,11.875,0.0,0.625,0.375
TCOD F2B,103,16,1648,132,132,,0.0,10.4375,8.0,10.4375,0.0,0.625,0.375
TCOD F2B,104,16,1664,134,134,,0.0,10.0625,9.0,10.0625,0.0,0.8125,0.1875
TCOD F2B,105,16,1680,135,135,,0.0,13.0625,12.0,13.0625,0.0,0.5625,0.4375
TCOD F2B,106,16,1696,137,137,,0.0,13.1875,14.0,13.1875,0.0,0.625,0.375
TCOD F2B,107,16,1712,138,138,,0.0,8.125,6.5,8.125,0.0,0.875,0.125
TCOD F2B,108,16,1728,140,140,,0.0,10.6875,8.0,10.6875,0.0,0.6875,0.3125
TCOD F2B,109,16,1744,141,141,,0.0,9.0625,7.5,9.0625,0.0,0.75,0.25
TCOD F2B,110,16,1760,143,143,,0.0,8.8125,7.0,8.8125,0.0,0.75,0.25
TCOD F2B,111,16,1776,144,144,,0.0,12.25,11.5,12.25,0.0,0.5,0.5
TCOD F2B,112,16,1792,146,146,,0.0,10.25,8.0,10.25,0.0,0.6875,0.3125
TCOD F2B,113,16,1808,147,147,,0.0,11.0625,9.0,11.0625,0.0,0.625,0.375
TCOD F2B,114,16,1824,149,149,,0.0,8.8125,6.5,8.8125,0.0,0.75,0.25
TCOD F2B,115,16,1840,150,150,,0.0,10.625,9.5,10.625,0.0,0.5625,0.4375
TCOD F2B,116,16,1856,152,152,,0.0,10.9375,7.5,10.9375,0.0,0.6875,0.3125
TCOD F2B,117,16,1872,153,153,,0.0,10.5625,8.0,10.5625,0.0,0.75,0.25
TCOD F2B,118,16,1888,155,155,,0.0,10.8125,9.0,10.8125,0.0,0.75,0.25
TCOD F2B,119,16,1904,156,156,,0.0,12.3125,11.0,12.3125,0.0,0.625,0.375
TCOD F2B,120,16,1920,158,158,,0.0,7.625,7.0,7.625,0.0,0.875,0.125
TCOD F2B,121,16,1936,159,159,,0.0,10.75,8.5,10.75,0.0,0.75,0.25
TCOD F2B,122,16,1952,161,161,,0.0,10.625,8.0,10.625,0.0,0.625,0.375
TCOD F2B,123,16,1968,162,162,,0.0,11.5625,10.5,11.5625,0.0,0.625,0.375
TCOD F2B,124,16,1984,164,164,,0.0,8.1875,7.0,8.1875,0.0,0.9375,0.0625
TCOD F2B,125,16,2000,165,165,,0.0,8.8125,8.0,8.8125,0.0,0.8125,0.1875
TCOD F2B,126,16,2016,167,167,,0.0,9.0,8.0,9.0,0.0,0.875,0.125
TCOD F2B,127,16,2032,168,168,,0.0,9.9375,7.5,9.9375,0.0,0.875,0.125
TCOD F2B,128,16,2048,170,170,,0.0,11.9375,10.0,11.9375,0.0,0.6875,0.3125
TCOD F2B,129,16,2064,171,171,,0.0,7.25,6.0,7.25,0.0,0.9375,0.0625
TCOD F2B,130,16,2080,173,173,,0.0,8.875,8.0,8.875,0.0,0.8125,0.1875
TCOD F2B,131,16,2096,174,174,,0.0,9.25,6.5,9.25,0.0,0.75,0.25
TCOD F2B,132,16,2112,176,176,,0.0,10.3125,8.0,10.3125,0.0,0.75,0.25
TCOD F2B,133,16,2128,177,177,,0.0,11.5,7.5,11.5,0.0,0.6875,0.3125
TCOD F2B,134,16,2144,178,178,,0.0,9.75,7.5,9.75,0.0,0.8125,0.1875
TCOD F2B,135,16,2160,180,180,,0.0,10.0625,8.0,10.0625,0.0,0.8125,0.1875
TCOD F2B,136,16,2176,181,181,,0.0,8.875,8.0,8.875,0.0,0.875,0.125
TCOD F2B,137,16,2192,182,182,,0.0,10.75,8.5,10.75,0.0,0.75,0.25
TCOD F2B,138,16,2208,184,184,,0.0,8.3125,7.0,8.3125,0.0,0.8125,0.1875
TCOD F2B,139,16,2224,185,185,,0.0,8.0625,7.0,8.0625,0.0,0.875,0.125
TCOD F2B,140,16,2240,187,187,,0.0,10.3125,8.0,10.3125,0.0,0.8125,0.1875
TCOD F2B,141,16,2256,188,188,,0.0,8.9375,6.5,8.9375,0.0,0.875,0.125
TCOD F2B,142,16,2272,190,190,,0.0,8.125,7.0,8.125,0.0,0.9375,0.0625
TCOD F2B,143,16,2288,191,191,,0.0,8.125,7.0,8.125,0.0,0.9375,0.0625
TCOD F2B,144,16,2304,193,193,,0.0,9.5625,8.0,9.5625,0.0,0.8125,0.1875
TCOD F2B,145,16,2320,194,194,,0.0,9.1875,7.5,9.1875,0.0,0.8125,0.1875
TCOD F2B,146,16,2336,196,196,,0.0,9.6875,8.5,9.6875,0.0,0.75,0.25
TCOD F2B,147,16,2352,197,197,,0.0,10.1875,7.5,10.1875,0.0,0.75,0.25
TCOD F2B,148,16,2368,199,199,,0.0,8.375,8.0,8.375,0.0,0.875,0.125
TCOD F2B,149,16,2384,200,200,,0.0,9.8125,9.0,9.8125,0.0,0.8125,0.1875
TCOD F2B,150,16,2400,202,202,,0.0,11.0,10.5,11.0,0.0,0.6875,0.3125
TCOD F2B,151,16,2416,203,203,,0.0,9.125,6.5,9.125,0.0,0.6875,0.3125
TCOD F2B,152,16,2432,205,205,,0.0,13.375,12.5,13.375,0.0,0.625,0.375
TCOD F2B,153,16,2448,206,206,,0.0,10.75,9.0,10.75,0.0,0.75,0.25
TCOD F2B,154,16,2464,208,208,,0.0,10.875,8.0,10.875,0.0,0.6875,0.3125
TCOD F2B,155,16,2480,209,209,,0.0,11.5625,11.0,11.5625,0.0,0.625,0.375
TCOD F2B,156,16,2496,211,211,,0.0,7.375,6.5,7.375,0.0,0.9375,0.0625
TCOD F2B,157,16,2512,212,212,,0.0,10.4375,8.5,10.4375,0.0,0.75,0.25
TCOD F2B,158,16,2528,213,213,,0.0,12.25,11.5,12.25,0.0,0.75,0.25
TCOD F2B,159,16,2544,215,215,,0.0,11.3125,10.5,11.3125,0.0,0.8125,0.1875
TCOD F2B,160,16,2560,216,216,,0.0,8.3125,6.0,8.3125,0.0,0.8125,0.1875
TCOD F2B,161,16,2576,218,218,,0.0,7.875,7.5,7.875,0.0,0.9375,0.0625
TCOD F2B,162,16,2592,219,219,,0.0,11.4375,9.0,11.4375,0.0,0.6875,0.3125
TCOD F2B,163,16,2608,221,221,,0.0,9.9375,8.5,9.9375,0.0,0.75,0.25
TCOD F2B,164,16,2624,221,221,,0.0,10.75,8.0,10.75,0.0,0.75,0.25
TCOD F2B,165,16,2640,223,223,,0.0,8.0,7.0,8.0,0.0,1.0,0.0
TCOD F2B,166,16,2656,224,224,,0.0,8.4375,7.5,8.4375,0.0,0.8125,0.1875
TCOD F2B,167,16,2672,226,226,,0.0,10.0,6.5,10.0,0.0,0.8125,0.1875
TCOD F2B,168,16,2688,227,227,,0.0,9.1875,8.0,9.1875,0.0,0.75,0.25
TCOD F2B,169,16,2704,229,229,,0.0,12.9375,13.5,12.9375,0.0,0.4375,0.5625
TCOD F2B,170,16,2720,231,231,,0.0,10.0,8.5,10.0,0.0,0.8125,0.1875
TCOD F2B,171,16,2736,232,232,,0.0,9.4375,8.5,9.4375,0.0,0.8125,0.1875
TCOD F2B,172,16,2752,234,234,,0.0,10.125,8.0,10.125,0.0,0.8125,0.1875
TCOD F2B,173,16,2768,235,235,,0.0,7.625,6.0,7.625,0.0,0.9375,0.0625
TCOD F2B,174,16,2784,237,237,,0.0,8.0,7.0,8.0,0.0,0.875,0.125
TCOD F2B,175,16,2800,238,238,,0.0,9.5625,7.5,9.5625,0.0,0.75,0.25
TCOD F2B,176,16,2816,240,240,,0.0,11.25,8.0,11.25,0.0,0.6875,0.3125
TCOD F2B,177,16,2832,241,241,,0.0,10.3125,9.0,10.3125,0.0,0.75,0.25
TCOD F2B,178,16,2848,243,243,,0.0,11.75,8.0,11.75,0.0,0.625,0.375
TCOD F2B,179,16,2864,244,244,,0.0,9.5625,9.0,9.5625,0.0,0.8125,0.1875
TCOD F2B,180,16,2880,245,245,,0.0,8.0625,7.0,8.0625,0.0,0.875,0.125
TCOD F2B,181,16,2896,247,247,,0.0,11.9375,8.5,11.9375,0.0,0.6875,0.3125
TCOD F2B,182,16,2912,248,248,,0.0,9.9375,8.5,9.9375,0.0,0.8125,0.1875
