method,version_bin_start,trajectory_count,version_min,version_max,effective_threshold,full_strategy_fraction,frontier_trigger_rate,imposed_horizon_mean,full_horizon_fraction,realized_turns_mean,realized_turns_median,available_turns_mean,masked_turns_mean,task_success_rate,prompt_truncated_rate
TCOD F2B,100,48,100,103,,1.0,0.0,30.0,1.0,10.395833333333334,8.0,10.395833333333334,0.0,0.7291666666666666,0.2708333333333333
TCOD F2B,105,64,105,109,,1.0,0.0,30.0,1.0,11.765625,8.5,11.765625,0.0,0.59375,0.40625
TCOD F2B,110,48,111,114,,1.0,0.0,30.0,1.0,10.645833333333334,8.0,10.645833333333334,0.0,0.6875,0.3125
TCOD F2B,115,48,116,119,,1.0,0.0,30.0,1.0,11.4375,11.0,11.4375,0.0,0.7083333333333334,0.2916666666666667
TCOD F2B,120,48,120,123,,1.0,0.0,30.0,1.0,11.1875,9.0,11.1875,0.0,0.6875,0.3125
TCOD F2B,125,64,125,129,,1.0,0.0,30.0,1.0,10.828125,9.5,10.828125,0.0,0.6875,0.3125
TCOD F2B,130,48,131,134,,1.0,0.0,30.0,1.0,10.791666666666666,8.0,10.791666666666666,0.0,0.6875,0.3125
TCOD F2B,135,48,135,138,,1.0,0.0,30.0,1.0,11.458333333333334,8.0,11.458333333333334,0.0,0.6875,0.3125
TCOD F2B,140,64,140,144,,1.0,0.0,30.0,1.0,10.203125,8.0,10.203125,0.0,0.671875,0.328125
TCOD F2B,145,48,146,149,,1.0,0.0,30.0,1.0,10.041666666666666,8.0,10.041666666666666,0.0,0.6875,0.3125
TCOD F2B,150,48,150,153,,1.0,0.0,30.0,1.0,10.708333333333334,7.5,10.708333333333334,0.0,0.6666666666666666,0.3333333333333333
TCOD F2B,155,64,155,159,,1.0,0.0,30.0,1.0,10.375,8.5,10.375,0.0,0.75,0.25
TCOD F2B,160,48,161,164,,1.0,0.0,30.0,1.0,10.125,8.0,10.125,0.0,0.7291666666666666,0.2708333333333333
TCOD F2B,165,48,165,168,,1.0,0.0,30.0,1.0,9.25,8.0,9.25,0.0,0.8541666666666666,0.14583333333333334
TCOD F2B,170,64,170,174,,1.0,0.0,30.0,1.0,9.328125,7.5,9.328125,0.0,0.796875,0.203125
TCOD F2B,175,48,176,178,,1.0,0.0,30.0,1.0,10.520833333333334,7.5,10.520833333333334,0.0,0.75,0.25
TCOD F2B,180,64,180,184,,1.0,0.0,30.0,1.0,9.5,8.0,9.5,0.0,0.8125,0.1875
TCOD F2B,185,48,185,188,,1.0,0.0,30.0,1.0,9.104166666666666,7.0,9.104166666666666,0.0,0.8541666666666666,0.14583333333333334
TCOD F2B,190,64,190,194,,1.0,0.0,30.0,1.0,8.75,7.0,8.75,0.0,0.875,0.125
TCOD F2B,195,48,196,199,,1.0,0.0,30.0,1.0,9.416666666666666,8.0,9.416666666666666,0.0,0.7916666666666666,0.20833333333333334
TCOD F2B,200,48,200,203,,1.0,0.0,30.0,1.0,9.979166666666666,8.0,9.979166666666666,0.0,0.7291666666666666,0.2708333333333333
TCOD F2B,205,64,205,209,,1.0,0.0,30.0,1.0,11.640625,9.0,11.640625,0.0,0.671875,0.328125
TCOD F2B,210,48,211,213,,1.0,0.0,30.0,1.0,10.020833333333334,8.0,10.020833333333334,0.0,0.8125,0.1875
TCOD F2B,215,64,215,219,,1.0,0.0,30.0,1.0,9.734375,8.0,9.734375,0.0,0.8125,0.1875
TCOD F2B,220,64,221,224,,1.0,0.0,30.0,1.0,9.28125,8.0,9.28125,0.0,0.828125,0.171875
TCOD F2B,225,48,226,229,,1.0,0.0,30.0,1.0,10.708333333333334,9.5,10.708333333333334,0.0,0.6666666666666666,0.3333333333333333
TCOD F2B,230,48,231,234,,1.0,0.0,30.0,1.0,9.854166666666666,8.0,9.854166666666666,0.0,0.8125,0.1875
TCOD F2B,235,48,235,238,,1.0,0.0,30.0,1.0,8.395833333333334,7.0,8.395833333333334,0.0,0.8541666666666666,0.14583333333333334
TCOD F2B,240,64,240,244,,1.0,0.0,30.0,1.0,10.71875,9.0,10.71875,0.0,0.71875,0.28125
TCOD F2B,245,48,245,248,,1.0,0.0,30.0,1.0,9.979166666666666,8.0,9.979166666666666,0.0,0.7916666666666666,0.20833333333333334
