relative_turn,delta_teacher_entropy,task_success,model_version
12,-0.14599698523782276,False,34
13,-0.1576663358532224,False,34
14,-0.161191029400013,False,34
15,-0.1648873666352242,False,34
-8,-0.10158962997277426,False,36
-7,-0.18299576553142902,False,36
-6,-0.05438484689040726,False,36
-5,-0.11080711246201866,False,36
-4,-0.12253331428822739,False,36
-3,-0.10250436094708787,False,36
-2,0.19021333751423614,False,36
-1,0.07397474189235087,False,36
0,0.1323867875449063,False,36
-6,0.13968458451275984,False,36
-5,0.01826683132365886,False,36
-4,-0.15795141583641864,False,36
-3,-0.11263764078523969,False,36
-2,0.08854612208111629,False,36
-1,0.2055661262709541,False,36
0,0.2132989337807964,False,36
1,0.1849315516218788,False,36
2,0.10166874659998537,False,36
3,0.06577260934874257,False,36
4,0.07225865717034025,False,36
5,-0.0731654222442121,False,36
6,0.07763243808931508,False,36
7,0.036687643886386734,False,36
8,-0.16850368024527795,False,36
9,-0.20761201641281965,False,36
10,-0.23223651794133188,False,36
-8,0.08019633071476309,False,36
-7,-0.0711541252850321,False,36
-6,-0.009042205429730998,False,36
-5,-0.11406857490479996,False,36
-4,-0.08901363347033095,False,36
-3,-0.04415024454122585,False,36
-2,0.1445838328864457,False,36
-1,0.21563578269575986,False,36
0,0.02268457094426038,False,36
1,0.30194543419627284,False,36
2,0.11478294884129966,False,36
3,0.14102721592789494,False,36
4,0.010180021738506129,False,36
-8,0.03446991813414457,False,36
-7,0.0946854944923183,False,36
-6,0.07454113990621644,False,36
-5,0.0789329190187654,False,36
-4,-0.000618453098583216,False,36
-3,0.06288743678993333,False,36
-2,0.07843549850513301,False,36
-1,0.20730994776836884,False,36
0,0.2578931846957613,False,36
1,0.0962243501446706,False,36
2,0.03457660383663386,False,36
3,0.11785142164397253,False,36
-8,0.022590993715831093,False,37
-7,-0.05824794762403729,False,37
-6,-0.029456471535054873,False,37
-5,0.1023643462751326,False,37
-4,0.03145380881501675,False,37
-3,-0.03993583219934271,False,37
-2,0.04729288128320472,False,37
-1,0.160217633025347,False,37
0,0.18836096051285103,False,37
1,0.1017662743729327,False,37
2,0.11717095429126387,False,37
3,-0.0944820854284696,False,37
4,-0.14884208449915073,False,37
-8,-0.14793098448348727,False,37
-7,-0.06141287209672072,False,37
-6,-0.013636865815244453,False,37
-5,-0.10723705300645253,False,37
-4,-0.12584575407783122,False,37
-3,0.011780468552042206,False,37
-2,0.11846501949590868,False,37
-1,0.1495841870576249,False,37
0,0.12815814087901475,False,37
-8,-0.053678715679920525,False,37
-7,-0.027323977601795613,False,37
-6,0.033690330897434284,False,37
-5,0.2155351019493038,False,37
-4,0.06997026265197259,False,37
-3,0.052439619121911585,False,37
-2,0.20786767660590894,False,37
-1,-0.0053833573427992665,False,37
0,0.19091264464383728,False,37
1,-0.018000152272295622,False,37
2,-0.09450362390098871,False,37
3,-0.16208178978492965,False,37
4,-0.20825835613297936,False,37
5,-0.22231195168984438,False,37
6,-0.18261603989407343,False,37
7,-0.2336283321277577,False,37
-8,-0.04556905965121244,False,37
-7,0.008612770520639579,False,37
-6,-0.09210663844823434,False,37
-5,0.01859559884809392,False,37
-4,-0.13503008768443175,False,37
-3,0.028156047493474223,False,37
-2,0.03109194474120383,False,37
-1,0.10767675921024408,False,37
0,0.36645865134875,False,37
1,0.3246209414687816,False,37
2,0.23370758032134795,False,37
3,0.1879566279627519,False,37
4,0.013539817951071315,False,37
5,-0.07113413252035515,False,37
6,-0.13160413812627259,False,37
7,-0.15753772018729884,False,37
8,-0.1718833077120167,False,37
9,-0.17519573203487032,False,37
10,-0.17533975311671626,False,37
11,-0.18020507631124774,False,37
-8,-0.06603416693958197,False,37
-7,0.07287219541810619,False,37
-6,0.059351480907663845,False,37
-5,-0.09261951145363678,False,37
-4,-0.09730002125019022,False,37
-3,0.03867552543671399,False,37
-2,0.05542675956596965,False,37
-1,0.21641749925335618,False,37
0,0.19104655343360633,False,37
1,0.02151132579586229,False,37
2,0.20225588381320336,False,37
3,-0.05073113266222781,False,37
4,0.007332016120569884,False,37
5,-0.008139915783016871,False,37
6,-0.08886449382163997,False,37
7,-0.0988834591664319,False,37
8,-0.13326608994837846,False,37
9,-0.18424529150092814,False,37
10,-0.21025460602420087,False,37
11,-0.22208171429504625,False,37
12,-0.2399789745004703,False,37
13,-0.20610703274768805,False,37
14,-0.20311156608997033,False,37
-4,-0.02367756282208297,True,39
-3,-0.105254981875477,True,39
-2,0.12893254469756,True,39
-1,0.10821236030115455,True,39
0,0.15364475275717732,True,39
1,-0.15277753028864022,True,39
2,-0.10895658761591753,True,39
3,-0.21899422695147214,True,39
4,-0.13388539293121526,True,39
5,-0.1559715537369482,True,39
-8,-0.06704718160984051,True,39
-7,-0.020865130646031183,True,39
-6,-0.0872815916593722,True,39
-5,0.12706394834049795,True,39
-4,-0.014230166837185976,True,39
-3,0.05193663806341861,True,39
-2,0.12253497478779657,True,39
-1,0.1736878332932451,True,39
0,0.12230399057429436,True,39
1,0.014168660317357029,True,39
2,-0.08673788395216829,True,39
3,0.03856660251219057,True,39
-8,0.04570141526783006,False,39
-7,-0.06566747656784036,False,39
-6,-0.10416076368775873,False,39
-5,-0.015790121940486068,False,39
-4,-0.07548299530913685,False,39
-3,-0.019437870609663788,False,39
-2,0.12107306142606555,False,39
-1,0.1446782350201336,False,39
0,0.26171279692968435,False,39
1,0.11289070637401438,False,39
-8,-0.015126509871042415,False,39
-7,-0.0239971998430773,False,39
-6,-0.06010483518485024,False,39
-5,-0.12058462003296888,False,39
-4,0.006910022201294386,False,39
-3,0.11991745756833533,False,39
-2,0.09490992851292568,False,39
-1,0.058042920025327904,False,39
0,0.2642821997985855,False,39
-7,0.02307871837135439,False,39
-6,-0.00976764381410597,False,39
-5,-0.01331107455724842,False,39
-4,0.14882291967320543,False,39
-3,0.12785291720698688,False,39
-2,0.07736892326804543,False,39
-1,0.1122900873483344,False,39
0,0.19480438402211248,False,39
1,0.008288527246911759,False,39
2,-0.017596594072756655,False,39
3,-0.06830824969551852,False,39
4,0.04446869827690059,False,39
5,0.1338167674748545,False,39
6,-0.00572284134027487,False,39
7,-0.03329653564425014,False,39
8,-0.04549770210879994,False,39
9,-0.00793644139504654,False,39
10,0.01337082748396265,False,39
11,0.02388956719935062,False,39
12,-0.07227780694921734,False,39
-4,0.05709754197228309,True,40
-3,0.009673439485792579,True,40
-2,-0.06677098145807558,True,40
-1,0.3190769960593638,True,40
0,0.3522165326371939,True,40
1,0.3125910642994263,True,40
2,0.2864659862029899,True,40
3,0.26366897449618265,True,40
-8,-0.20082882322308018,False,42
-7,-0.12624500340831138,False,42
-6,-0.15600119787569894,False,42
-5,-0.12231796645985793,False,42
-4,-0.14039787101489823,False,42
-3,-0.2003066290375875,False,42
-8,0.07652161689159667,False,42
-7,-0.10337122445752919,False,42
-6,0.001564088951744813,False,42
-5,-0.011001864872708156,False,42
-4,-0.09594439379739862,False,42
-3,-0.058588036614000846,False,42
-2,0.13055308464068496,False,42
-1,0.2614152178068444,False,42
0,0.17020737195924093,False,42
1,0.21307394868196614,False,42
2,0.16862836901654624,False,42
3,0.18458779008802714,False,42
4,0.2130629230765784,False,42
5,0.33339472418792815,False,42
6,0.3436266542849007,False,42
7,0.15850021366365782,False,42
8,0.10530103562326928,False,42
9,0.08899287029691003,False,42
-6,0.08047996029386223,False,42
-5,-0.01563554316409177,False,42
-4,-0.0648444171297704,False,42
-3,-0.024228517075662925,False,42
-2,0.24246407882088084,False,42
-1,0.09718285588304854,False,42
0,0.18830833386432627,False,42
1,-0.029278463369905028,False,42
2,-0.11257052409719225,False,42
3,-0.17067060121557598,False,42
4,-0.18715949323988104,False,42
5,-0.19201725858433646,False,42
6,-0.19968617570059038,False,42
7,-0.2031166931397863,False,42
8,-0.21045612427460256,False,42
9,-0.21060896828806255,False,42
-8,-0.03197221797895447,False,42
-7,0.07894427008953556,False,42
-6,-0.04697205211058106,False,42
-5,-0.02522655556754788,False,42
-4,0.2595401500855625,False,42
-3,0.02773198004293903,False,42
-2,0.07757237911836004,False,42
-1,0.17736256775296108,False,42
0,0.20286258701038104,False,42
1,0.16113404433150866,False,42
2,0.11105751590369259,False,42
3,0.09691066785217198,False,42
4,0.14360491840354359,False,42
5,0.21053852529185677,False,42
6,0.2063160692300867,False,42
7,0.1068376088530236,False,42
8,0.058828746736957344,False,42
9,-0.10460397330102651,False,42
10,-0.0016609572957796137,False,42
11,-0.13889036185644604,False,42
12,-0.0907709002798561,False,42
13,-0.18902314333018863,False,42
-4,-0.009615806439801283,False,42
-3,0.04261717283974226,False,42
-2,-0.03300136639994086,False,42
-1,0.27818675198915244,False,42
0,0.1557468712462389,False,42
1,0.15277093811848982,False,42
2,0.092788081221271,False,42
3,0.042710333584660726,False,42
4,0.09217829589210011,False,42
5,-0.031260575314917494,False,42
6,-0.09150480278385194,False,42
7,-0.07097488589031291,False,42
8,-0.09882601992054788,False,42
9,-0.10405386567941195,False,42
10,-0.12880410256633362,False,42
11,-0.14956104401431794,False,42
12,-0.11738589275596797,False,42
13,-0.15415726610171535,False,42
14,-0.16014971084973975,False,42
15,-0.15878405866483392,False,42
-7,-0.031491790381885015,True,43
-6,0.061467250815760516,True,43
-5,-0.029975460433875556,True,43
-4,-0.06958317924559597,True,43
-3,0.10447026443889271,True,43
-2,0.09782571727566927,True,43
-1,0.16154148043342345,True,43
0,0.16443211190866555,True,43
1,0.20025100419317396,True,43
2,0.23544590414989966,True,43
3,0.07058716378370769,True,43
4,-0.10475100042920812,True,43
5,-0.0957347181391077,True,43
6,-0.13589862096819705,True,43
-8,-0.007264657913381961,False,43
-7,-0.0478676807297861,False,43
-6,-0.05857868515668942,False,43
-5,0.011499121341100038,False,43
-4,0.12912980171605262,False,43
-3,0.01976633768935504,False,43
-2,0.17442088704567618,False,43
-1,0.1125828604057261,False,43
0,0.2887634211342368,False,43
1,0.14935625815732892,False,43
2,-0.03852295373048305,False,43
3,-0.09775632333188575,False,43
4,-0.014158039130097888,False,43
-8,-0.15937421136582186,False,43
-7,-0.012121891365216159,False,43
-6,-0.1414694318565699,False,43
-5,-0.06493877299251438,False,43
-4,0.0969805219744605,False,43
-3,-0.0007255683740806929,False,43
-2,0.08381828671793895,False,43
-1,0.06909937729784121,False,43
0,0.2635894022595152,False,43
1,-0.046809539981788884,False,43
2,-0.06965737869367666,False,43
3,0.024257202024708158,False,43
4,0.11487291557994406,False,43
5,-0.0147556835849669,False,43
-4,-0.07758526331064944,False,43
-3,-0.11350500675452779,False,43
-2,0.19109027006517715,False,43
-1,0.05855143483704395,False,43
0,0.14287654538784106,False,43
1,-0.04352905575840349,False,43
2,-0.09421973767883243,False,43
3,-0.1638761173569215,False,43
4,-0.2375357690763534,False,43
5,-0.2703763481525136,False,43
6,-0.28870763421315365,False,43
7,-0.29187921446372583,False,43
8,-0.2990054078785665,False,43
9,-0.3045776247349594,False,43
10,-0.30773548643336973,False,43
11,-0.3102019087434771,False,43
12,-0.31819399501886486,False,43
13,-0.3202968289453763,False,43
-8,-0.06567070008566075,False,43
-7,-0.05017342138552183,False,43
-6,-0.10187335653746679,False,43
-5,0.10489268866302992,False,43
-4,0.07708610025933055,False,43
-3,0.028450901797981876,False,43
-2,0.12889993654672566,False,43
-1,0.20887368912675708,False,43
0,0.07054761440558127,False,43
1,-0.04145556275885692,False,43
-8,0.0014471351563368762,False,45
-7,-0.029545348930554383,False,45
-6,-0.09291082223087424,False,45
-5,-0.1612845608017157,False,45
-4,-0.043888032860607995,False,45
-3,-0.1420616679696459,False,45
-2,0.11030299637229612,False,45
-1,0.2334347557340784,False,45
0,0.2137024132380912,False,45
1,0.05111448337749391,False,45
2,0.030675139207254343,False,45
3,-0.00969139590120327,False,45
4,-0.12771385732164892,False,45
-4,-0.053878272422650336,False,45
-3,-0.046385121762893,False,45
-2,0.10026339418554331,False,45
-1,0.26294937418302616,False,45
0,0.05539740488885597,False,45
1,-0.04728523847982932,False,45
2,0.10274576244464495,False,45
3,0.19083460879404945,False,45
4,0.11790483696086301,False,45
5,0.031179641096037464,False,45
6,0.033657175642268444,False,45
7,0.03377820954636454,False,45
8,-0.03625314605286442,False,45
9,-0.0800056686992078,False,45
-8,0.055912723659562485,False,45
-7,-0.04367116336387965,False,45
-6,-0.012241560295682852,False,45
-5,-0.10284331527913403,False,45
-4,-0.023910932002681018,False,45
-3,-0.015497208419852498,False,45
-2,0.19417608302039704,False,45
-1,0.177396137235573,False,45
0,0.09367412732611549,False,45
1,0.09326585077708091,False,45
2,0.08093815456638481,False,45
-7,0.04231746367383782,True,46
-6,0.007094343198554676,True,46
-5,-0.049411806872392494,True,46
-4,-0.011956621900009096,True,46
-3,0.01560183685351943,True,46
-2,-0.011578569369740055,True,46
-1,0.25410322414581826,True,46
0,0.27380632990752934,True,46
-8,-0.03668299921458354,False,46
-7,0.06920858266318872,False,46
-6,-0.03252558344860515,False,46
-5,0.008158419809404488,False,46
-4,-0.1317319470788339,False,46
-3,0.03885305583093909,False,46
-2,0.06946039903100706,False,46
-1,0.06784133492859565,False,46
0,0.23989209228230315,False,46
1,0.3103681869723681,False,46
2,0.22139129638611818,False,46
3,0.2154700774832842,False,46
4,0.08579283964175913,False,46
5,0.050500688893853035,False,46
6,0.21231919586734857,False,46
7,-0.0272824841607944,False,46
8,0.04436211648357116,False,46
9,0.10997879776847988,False,46
10,0.03657559372651578,False,46
11,0.002455052328363516,False,46
-8,-0.025543157383287524,False,46
-7,0.14634424363644533,False,46
-6,0.0858109661507972,False,46
-5,0.12699054460511222,False,46
-4,0.10296794355420391,False,46
-3,-0.0956006224458783,False,46
-5,0.08026106390043056,False,48
-4,-0.06746072532842777,False,48
-3,-0.012800338572002884,False,48
-2,0.13501145691885866,False,48
-1,0.07505672906687513,False,48
0,0.21978577958829484,False,48
1,0.1293211304514735,False,48
2,0.1191846966152417,False,48
3,-0.007569217398892464,False,48
4,-0.07781371354654976,False,48
5,-0.11504455475022039,False,48
6,-0.14429005106495615,False,48
7,-0.14793128266211894,False,48
8,-0.1566549147619134,False,48
9,-0.15758274505791373,False,48
10,-0.16201739877272833,False,48
11,-0.16785783110580513,False,48
-7,0.023210949746165332,False,48
-6,0.017147857379664233,False,48
-5,-0.04035880712582951,False,48
-4,0.09010568674695538,False,48
-3,0.048065410002603254,False,48
-2,0.03222566057505469,False,48
-1,0.23250245978514275,False,48
0,0.20971222001434528,False,48
1,0.05218644569747302,False,48
2,0.01841657084222495,False,48
3,0.14890401036804415,False,48
4,0.049248838089145125,False,48
5,-0.04567371279517882,False,48
6,-0.09059927327683033,False,48
7,-0.10376547999450773,False,48
8,0.24810127086541187,False,48
9,0.21994837942945908,False,48
10,0.20040916129412914,False,48
11,0.002861770958277443,False,48
12,-0.05256315344993162,False,48
-8,0.03631668679810143,False,48
-7,0.007357841820433086,False,48
-6,0.06352285606766297,False,48
-5,-0.13485711407134246,False,48
-4,-0.10900903263615833,False,48
-3,0.024444088072597375,False,48
-2,0.10065901415995668,False,48
-1,0.04453176063530842,False,48
0,0.26245477615552393,False,48
1,0.09334979105425964,False,48
2,-0.0419444463661153,False,48
3,0.15794317231536367,False,48
4,0.056908635584094175,False,48
5,0.11383711658563819,False,48
6,0.19052320080444676,False,48
7,0.051785254945211606,False,48
8,0.06223692115445975,False,48
9,0.19237047733232057,False,48
10,-0.012522958314392596,False,48
11,-0.0366027180241672,False,48
12,-0.12359097145661987,False,48
13,0.04547962005613862,False,48
14,0.09087147388472502,False,48
-8,0.17121505950049817,False,48
-7,0.04394983851177928,False,48
-6,-0.015183474330444174,False,48
-5,0.017104665848120038,False,48
-4,0.11696742236255317,False,48
-3,-0.03534544667311726,False,48
-2,-0.012022862378649773,False,48
-1,0.21032947301623042,False,48
0,0.1786540570160786,False,48
-5,-0.01423883965843939,True,49
-4,0.03277967069542029,True,49
-3,-0.018540831036980898,True,49
-2,0.08950805170411757,True,49
-1,0.1658878625103302,True,49
0,0.12219163824399773,True,49
1,0.06359231060881024,True,49
2,0.1322724179789884,True,49
3,0.06635374937813496,True,49
4,0.11879930853731527,True,49
5,0.07880075747191678,True,49
-6,-0.11839834460403434,False,49
-5,0.0680588119685751,False,49
-4,0.050339532635459205,False,49
-3,-0.01469270297954442,False,49
-2,0.0873536038962816,False,49
-1,0.02448267386985717,False,49
0,0.37528202215464435,False,49
1,-0.04822602619864552,False,49
2,0.04667582815261867,False,49
3,0.14386739691852773,False,49
4,0.018763413109714216,False,49
5,-0.059141410683521134,False,49
6,-0.042248934594606685,False,49
7,-0.04381920535242803,False,49
8,-0.08420365681670564,False,49
-8,0.016273791855482417,False,49
-7,-0.006522736721389755,False,49
-6,-0.009751055134092662,False,49
-5,0.02205974822977802,False,49
-4,-0.07781822512203297,False,49
-3,-0.09823595436063455,False,49
-2,0.08590145000324453,False,49
-1,0.12464943132557552,False,49
0,0.2875185184157165,False,49
1,0.11957595687770387,False,49
2,0.13111778346411077,False,49
3,0.3136016851945366,False,49
4,0.08859312555342955,False,49
5,0.07561438419712621,False,49
6,0.15675761688554554,False,49
7,0.30343806231905146,False,49
8,0.15149216503007892,False,49
9,0.18094927220735316,False,49
10,0.05680892454169659,False,49
11,-0.018543271328356897,False,49
12,-0.08271698949258402,False,49
-8,-0.048699503559996,False,49
-7,-0.15127508913097287,False,49
-6,0.10394896298505321,False,49
-5,0.007630331053775169,False,49
-4,-0.07701579225972535,False,49
-3,-0.027342155946183055,False,49
-2,0.16403247661558099,False,49
-1,0.015909191032129677,False,49
0,0.28493952558752966,False,49
1,0.24671160926380056,False,49
2,0.2528315943361713,False,49
3,0.10773457309144427,False,49
4,0.12391721964976246,False,49
5,0.0784941666540496,False,49
6,0.10996457166392534,False,49
7,0.18387607732922753,False,49
8,0.013501381099080667,False,49
-5,-0.01853127283836517,False,49
-4,0.05901838685671132,False,49
-3,-0.040487114018346065,False,49
-2,0.20247056905212843,False,49
-1,0.07042052354640552,False,49
0,0.11178672861328928,False,49
1,0.12052206821637299,False,49
2,0.13166953733654305,False,49
3,0.060499710334272455,False,49
4,0.060829749107087355,False,49
5,0.18589457544784369,False,49
6,0.08392954519401599,False,49
7,0.14327921220100445,False,49
8,0.10735866529346852,False,49
-8,-0.10246281519272939,False,51
-7,0.02704354326582653,False,51
-6,-0.09358897152720262,False,51
-5,0.04587496498369456,False,51
-4,-0.13539949511971644,False,51
-3,-0.03310260645012145,False,51
-2,0.1595052351887156,False,51
-1,0.16475961750054294,False,51
0,0.09740070465046566,False,51
1,0.2177028577436488,False,51
2,0.10545523844927204,False,51
3,0.024760985295751575,False,51
4,0.10037109959641846,False,51
5,0.22424231299983352,False,51
6,-0.12843090252601935,False,51
7,0.11617218531217496,False,51
8,0.12463868465123432,False,51
9,0.1067655240187296,False,51
-8,0.0793695926610847,False,51
-7,-0.06582502543491972,False,51
-6,-0.013544567226164983,False,51
-5,-0.1321782571623455,False,51
-4,0.012018314405260772,False,51
-3,0.07170416726210901,False,51
-2,0.06013064904023427,False,51
-1,0.1595565771228736,False,51
0,0.21312611259185796,False,51
1,0.048082730532307244,False,51
2,-0.00020159403783467922,False,51
3,0.012216928292147072,False,51
4,0.06722316791565289,False,51
5,0.11447371666554093,False,51
6,-0.004198694975725725,False,51
7,-0.08000142416048184,False,51
8,-0.12118624664063656,False,51
9,-0.15992341154008655,False,51
-8,-0.0068212083796296286,False,51
-7,0.1297071426763757,False,51
-6,0.00015451316942541315,False,51
-5,0.2399074418870091,False,51
-4,-0.0739525932263522,False,51
-3,-0.03233819398566071,False,51
-2,0.15908209070179766,False,51
-1,0.17665449436628242,False,51
0,0.1469343075649204,False,51
1,0.15482094675348654,False,51
2,0.11871207390155872,False,51
3,0.0630552671157403,False,51
4,0.18165713875021075,False,51
5,0.13685518672111743,False,51
6,0.12460997577651337,False,51
7,0.06287836121527055,False,51
8,-0.01608484160910653,False,51
-8,0.008259050887617386,False,51
-7,0.050788837905270556,False,51
-6,0.09533650174401612,False,51
-5,0.05775540355044595,False,51
-4,0.07772559641229737,False,51
-3,-0.10011871532178541,False,51
-2,0.1838892302195587,False,51
-1,0.13329243507173935,False,51
0,0.2473282512127649,False,51
1,0.19688280571831637,False,51
2,0.41853062676541586,False,51
3,0.09099198530602018,False,51
4,0.2616312202809653,False,51
5,0.1525719321560912,False,51
6,0.16705941492369294,False,51
7,0.08406278382370605,False,51
8,0.04462608641113319,False,51
9,0.08723767211231157,False,51
10,0.13103088542038596,False,51
11,0.12648126720275973,False,51
12,0.12213160153057964,False,51
-8,0.0446015068262271,False,51
-7,0.0009846704873190115,False,51
-6,0.06553044899872099,False,51
-5,0.010615838974210506,False,51
-4,0.06093015321208192,False,51
-3,0.012849503320738448,False,51
-2,0.19058754576011808,False,51
-1,0.05066926633673999,False,51
0,0.17383096793263195,False,51
1,0.11331451790005201,False,51
2,0.026225897552346167,False,51
3,-0.057918346920395214,False,51
4,-0.13185648722360055,False,51
5,-0.06928252978138519,False,51
6,-0.16856717447425704,False,51
7,-0.17829616364353754,False,51
8,-0.18143217487841942,False,51
9,-0.18506332856670774,False,51
10,-0.18887798371842965,False,51
11,-0.1939392456324548,False,51
12,-0.19435968881666726,False,51
13,-0.19679842477380646,False,51
-8,-0.06798028712203497,False,52
-7,-0.11411773247180787,False,52
-6,0.18209801959384286,False,52
-5,-0.08079931670117724,False,52
-4,-0.11946602321664357,False,52
-3,-0.09102403501719625,False,52
-2,0.1627760724977672,False,52
-1,0.16256946823775253,False,52
0,0.14928582557631687,False,52
1,0.034683511330744654,False,52
2,0.17333981597054915,False,52
3,0.15361357382039942,False,52
4,-0.0687530267395059,False,52
5,-0.1640401004554523,False,52
6,-0.19573387612973486,False,52
7,-0.19941869037396104,False,52
8,-0.2094618236450187,False,52
9,-0.21562762110236122,False,52
-7,-0.036429648540305545,False,54
-6,0.0008983406767584801,False,54
-5,0.035531307863547135,False,54
-4,-0.020651654232783728,False,54
-3,-0.08368790190722768,False,54
-2,0.16232140181330343,False,54
-1,0.11893588802423308,False,54
0,0.2930956796106059,False,54
1,0.08931294846485183,False,54
2,-0.06661434293174781,False,54
3,-0.06823988146385199,False,54
4,0.010107970764084123,False,54
5,0.17569073585413755,False,54
6,0.15746780921888173,False,54
-7,0.04714176929715916,False,54
-6,0.01564283502823735,False,54
-5,-0.06278460432539651,False,54
-4,-0.04604519356079863,False,54
-3,-0.054708631346824826,False,54
-2,0.050865448253121115,False,54
-1,0.11830872086973585,False,54
0,0.2285874190848702,False,54
1,0.2388104831650575,False,54
2,0.027387520588973868,False,54
3,0.0024784658919909663,False,54
4,0.010206927900119594,False,54
5,-0.09407175823986613,False,54
6,-0.05972491712271792,False,54
7,-0.06558367430993844,False,54
8,-0.1258807502451128,False,54
-8,0.06758922532570583,False,54
-7,0.027814675823322754,False,54
-6,-0.08322051919820014,False,54
-5,-0.1283072175157259,False,54
-4,-0.09147659023299934,False,54
-3,0.008764868196670383,False,54
-2,0.12792014682320646,False,54
-1,0.14185388006534883,False,54
0,0.20844367879747133,False,54
1,0.16016643151884685,False,54
2,0.11489969093659069,False,54
3,0.10388807542763173,False,54
4,0.08819533939573193,False,54
5,-0.14764568951720175,False,54
6,-0.20819468135791094,False,54
7,-0.2187005414821745,False,54
8,0.06535703152422367,False,54
9,0.019055853977116732,False,54
10,0.0892190682107124,False,54
11,0.22207672741743106,False,54
12,-0.11562020231346276,False,54
13,-0.1932922582898951,False,54
14,-0.2658794816899227,False,54
15,-0.23458335593492613,False,54
-8,0.012601016093972517,False,55
-7,-0.020646572381942258,False,55
-6,0.008045556287969796,False,55
-5,0.12467098435742546,False,55
-4,-0.10837744515387397,False,55
-3,0.06489109552269046,False,55
-2,0.08851188967168166,False,55
-1,0.02881234636203639,False,55
0,0.31236862987949776,False,55
1,0.1605176721447792,False,55
2,0.21011005668871202,False,55
3,0.2981482447630781,False,55
-7,-0.036097985089319634,False,55
-6,0.10739729168221099,False,55
-5,-0.07129930659289141,False,55
-4,0.03794429025370563,False,55
-3,-0.17421052484076893,False,55
-2,0.22170132938877604,False,55
-1,0.11709990380684657,False,55
0,0.09670969145450767,False,55
1,0.09321599373936504,False,55
2,0.1529463030058882,False,55
3,0.058940087897394994,False,55
4,0.056988790033113385,False,55
5,0.10354283830145947,False,55
6,-0.021336489924121932,False,55
7,0.0023478353954475284,False,55
8,0.15159180031751515,False,55
9,-0.09284909820306173,False,55
10,-0.15178290372116257,False,55
11,-0.19164862731763635,False,55
12,-0.17912907468123881,False,55
13,-0.20556615587153215,False,55
14,-0.19806756970543093,False,55
15,-0.22274259664557236,False,55
-8,0.07467801572602803,True,57
-7,0.00353320905578719,True,57
-6,-0.06804865459718203,True,57
-5,-0.05664032761534936,True,57
-4,0.03366736163199657,True,57
-3,-0.05358583498623881,True,57
-2,0.24448110439567314,True,57
-1,0.07121304392290997,True,57
0,0.13458162888608996,True,57
1,0.1668666314323171,True,57
2,0.06673552742726788,True,57
-8,-0.0825001617234722,False,57
-7,-0.07799792564017108,False,57
-6,-0.06809826185966365,False,57
-5,-0.11051661552114828,False,57
-4,0.02211653774094255,False,57
-3,-0.00989594068792829,False,57
-2,0.031090176040072914,False,57
-1,0.2090673359489527,False,57
0,0.14723693124867973,False,57
1,0.022140536432972785,False,57
-8,-0.05886481573446509,False,57
-7,0.12977807634948607,False,57
-6,0.14784767071494553,False,57
-5,-0.1613447035509496,False,57
-4,0.02726875400062051,False,57
-3,0.06193872651420945,False,57
-2,0.2177044996387264,False,57
-1,0.07427468285473166,False,57
0,0.15532115829341253,False,57
1,-0.004898649668484301,False,57
2,-0.011319256293592789,False,57
3,0.04678044252379765,False,57
4,0.06023088252796277,False,57
5,0.2246610629385682,False,57
6,0.014408492913057735,False,57
7,-0.10785617202681677,False,57
-8,-0.020097700158883486,False,57
-7,-0.019688263661296473,False,57
-6,0.05822614216612568,False,57
-5,-0.08346021607332016,False,57
-4,0.07449954461352135,False,57
-3,-0.08903708928231885,False,57
-2,0.1516248102578848,False,57
-1,0.2798713256900519,False,57
0,0.23242585042316302,False,57
1,0.040565815532252775,False,57
2,-0.08529669774230234,False,57
3,-0.09328694897298535,False,57
4,-0.05891994828573868,False,57
5,0.05238228984048074,False,57
6,-0.08177649687440688,False,57
7,-0.09221739481716155,False,57
8,0.0697191750934513,False,57
9,-0.08859607420375262,False,57
-8,-0.09590525275174396,False,57
-7,0.016399625532610818,False,57
-6,-0.07967701588350484,False,57
-5,-0.0051607011555655224,False,57
-4,-0.030997797756686263,False,57
-3,-0.07367112744322704,False,57
-2,0.040249012984933163,False,57
-1,0.2326465685282066,False,57
0,0.3562508339414907,False,57
1,0.15092026190350022,False,57
2,0.24856205539187942,False,57
3,0.10431609889151006,False,57
4,-0.03250824001931826,False,57
-7,0.0208405311770323,False,57
-6,-0.01077303092917789,False,57
-5,-0.01006750024785441,False,57
-4,-0.08710263830502041,False,57
-3,0.11981166147818337,False,57
-2,0.12874989792867567,False,57
-1,0.08599098839126304,False,57
0,0.1744301741532083,False,57
1,0.18549126193400892,False,57
2,0.060692643321901274,False,57
3,0.19335266070176968,False,57
4,0.13420529173847714,False,57
5,0.011350226393877672,False,57
6,-0.08245978648908409,False,57
7,-0.12372522665243853,False,57
8,-0.13450587923052484,False,57
9,-0.147289515971888,False,57
10,-0.14724412261939815,False,57
11,-0.15309470851994206,False,57
12,-0.1546233773121458,False,57
13,-0.15579689778599376,False,57
14,-0.16028717418916766,False,57
-8,-0.09109779042559293,False,57
-7,-0.14096705309184032,False,57
-6,-0.13693664665855287,False,57
-5,0.011567538946482325,False,57
-4,-0.021273194542917817,False,57
-3,-0.07918604430774759,False,57
-2,-0.12118762099453743,False,57
-7,-0.0011149199951722144,True,58
-6,0.001441565044012716,True,58
-5,-0.000326645048840446,True,58
