relative_turn,delta_teacher_entropy,task_success,model_version
0,0.1028507304713075,False,1
1,0.16072705060529385,False,1
2,0.18844440779219024,False,1
3,0.03589210206273047,False,1
4,-0.029887264820937176,False,1
5,0.2583374894615538,False,1
-8,-0.06745817685636657,False,1
-7,-0.0040749389668458535,False,1
-6,0.12633349473811395,False,1
-5,0.10521195914248505,False,1
-4,-0.02031481739007024,False,1
-3,0.07965008046086097,False,1
-2,0.274038353266995,False,1
-1,-0.06203238054891108,False,1
0,0.2164960485175036,False,1
1,-0.042226061205964116,False,1
2,0.001976965778129336,False,1
3,0.07282380038405156,False,1
4,0.012863864507458689,False,1
5,-0.01317653351729875,False,1
6,0.006677801451115073,False,1
7,-0.048645399640409925,False,1
-4,-0.1218280140294088,False,1
-3,-0.020970068986095658,False,1
-2,0.14279808301550428,False,1
-1,0.13940213913097282,False,1
0,0.20865228759605542,False,1
1,0.23244655832016187,False,1
2,0.08549553165603446,False,1
3,0.053951809201382595,False,1
4,0.20075361203599879,False,1
5,0.17831592694240256,False,1
6,0.22433624170585648,False,1
7,0.20725155833653147,False,1
8,0.01961996790748377,False,1
9,0.22161915173693753,False,1
10,-0.07860878329323878,False,1
11,0.0997734425418782,False,1
-8,-0.07878559390240591,False,1
-7,0.005606046596806635,False,1
-6,0.07317954730559922,False,1
-5,-0.06851412296267934,False,1
-4,-0.06520188537597477,False,1
-3,-0.14689505153897475,False,1
-2,-0.13062542499485585,False,1
-1,0.44240965056487963,False,1
0,0.4138348625404353,False,1
1,0.3067547215893082,False,1
2,0.33925546290497727,False,1
3,0.18024903845308576,False,1
4,0.1511990397890703,False,1
5,0.2078731997223197,False,1
6,0.21622117903393917,False,1
7,0.5025889291110601,False,1
8,0.12283781269110722,False,1
-4,0.06773200498487075,False,1
-3,-0.11363068215213995,False,1
-2,0.0458986771672692,False,1
-1,0.18684100913966822,False,1
0,0.26818609289068124,False,1
1,0.24207522533946485,False,1
2,0.23580489457079284,False,1
3,0.030302508203896905,False,1
4,0.47343691761539247,False,1
5,0.1734951205676269,False,1
6,0.19310745852614025,False,1
7,0.14813546418220752,False,1
8,0.0985278672715269,False,1
9,0.2180870434555558,False,1
10,0.14075537585973802,False,1
11,-0.22666066744076616,False,1
12,-0.043086627509238695,False,1
13,0.21022610234029665,False,1
14,0.39187062159288494,False,1
15,0.3836647156077366,False,1
-5,0.18510752528807617,False,1
-4,-0.1235224040900148,False,1
-3,-0.061585121198061255,False,1
-2,0.0927598035605901,False,1
-1,0.28357432201774324,False,1
