training_step,model_version,trajectories,success_rate,frontier_trigger_rate,retained_fraction,mean_env_rounds,mean_full_turns,mean_retained_turns,teacher_entropy,student_entropy,sampled_reverse_kl,valid_action_rate,prompt_truncated_turn_rate,recorded_turns,success_rate_smooth,frontier_trigger_rate_smooth,retained_fraction_smooth,teacher_entropy_smooth,student_entropy_smooth,sampled_reverse_kl_smooth,valid_action_rate_smooth,prompt_truncated_turn_rate_smooth,mean_env_rounds_smooth,real_response_turns
29,42.0,16,0.375,0.3125,0.8041666666666667,23.0,23.0,17.125,0.18406249181738465,0.17339203042981438,0.2834817532973482,0.8617021276595744,0.23369565217391305,368,0.33035714285714285,0.24107142857142858,0.8601934523809524,0.2008887610830676,0.18937479374781735,0.30289483063381845,0.8060299329150463,0.34617106489127086,22.982142857142858,282
30,43.0,16,0.3125,0.3125,0.8104166666666667,23.0625,23.0625,17.875,0.1979688907364984,0.1914532876337634,0.3100381222043087,0.7807017543859649,0.3821138211382114,369,0.3125,0.23214285714285715,0.8601934523809524,0.20016679700952392,0.1893714056260655,0.3012433620760458,0.8015836056476774,0.35589518126813185,23.294642857142858,228
31,45.0,16,0.375,0.1875,0.85625,21.125,21.125,16.8125,0.21083876669850615,0.20378025287528043,0.3328284162528024,0.8134715025906736,0.4289940828402367,338,0.33035714285714285,0.23214285714285715,0.8535376082251082,0.2034569364197282,0.1929307921020604,0.30135835260980687,0.7958196081332674,0.34970460611641874,22.9375,193
32,46.0,16,0.3125,0.1875,0.9276041666666667,22.6875,22.6875,20.6875,0.22359708892513172,0.20876056201855342,0.32489508506376746,0.7375,0.33884297520661155,363,0.33035714285714285,0.26785714285714285,0.8291328463203463,0.2061866535554476,0.1966264806822137,0.30132124092578705,0.783194789692801,0.34223580956406424,23.160714285714285,240
33,48.0,16,0.1875,0.25,0.825,26.1875,26.1875,20.9375,0.20086224484516552,0.18570387200286237,0.2765509352657572,0.7617328519855595,0.33890214797136037,419,0.32142857142857145,0.23214285714285715,0.8505614177489177,0.20762040523129857,0.19923121424278195,0.30681333331348787,0.7627936299152317,0.3651156804825555,23.071428571428573,277
34,49.0,16,0.4375,0.3125,0.7825757575757576,21.3125,21.3125,15.4375,0.21491354938835944,0.2072885090872587,0.2907858735680313,0.7477876106194691,0.33724340175953077,341,0.32142857142857145,0.21428571428571427,0.8577042748917749,0.20756084336360184,0.1985640816893963,0.30248814747308606,0.767111146395508,0.3617409297539162,23.089285714285715,226
35,51.0,16,0.3125,0.3125,0.7979166666666666,24.75,24.75,18.6875,0.21106354247708733,0.20600685072796315,0.29066850082849405,0.779467680608365,0.33585858585858586,396,0.29464285714285715,0.20535714285714285,0.8648471320346321,0.20157991588523302,0.19106716476158733,0.2894940033105638,0.7581872197488772,0.35569884754661985,23.696428571428573,263
36,52.0,16,0.3125,0.0625,0.9541666666666667,22.375,22.375,21.0,0.19409875354834139,0.1916251653537924,0.3219264000112538,0.7188940092165899,0.39385474860335196,358,0.29464285714285715,0.24107142857142858,0.8402191558441559,0.1963045775443766,0.18570846106371303,0.2833774119436837,0.7687551354397436,0.3579351874452974,23.830357142857142,217
37,54.0,16,0.3125,0.1875,0.8604166666666667,23.1875,23.1875,19.0,0.1975519576626214,0.1867833597600636,0.279761821321496,0.8109243697478992,0.3584905660377358,371,0.3125,0.25,0.8339962121212121,0.19658345722300652,0.18642119901939821,0.2856710769476258,0.749972170990426,0.36243064778801315,23.464285714285715,238
38,55.0,16,0.1875,0.125,0.90625,25.375,25.375,22.5625,0.1689722743499244,0.15130183438061762,0.2418694071151467,0.751004016064257,0.3866995073891626,406,0.2767857142857143,0.24107142857142858,0.8427353896103896,0.19228352046191133,0.18023345646747835,0.28198761760866786,0.74292726696518,0.3662641146656391,24.098214285714285,249
39,57.0,16,0.3125,0.4375,0.7552083333333334,23.625,23.625,16.5625,0.18666972053913694,0.17124963613343336,0.2820789454956071,0.8114754098360656,0.3544973544973545,378,0.3125,0.22321428571428573,0.8550865800865802,0.18799436568125,0.17494008992545917,0.2829922224119528,0.7466326562219001,0.36397759399676544,22.991071428571427,244
40,58.0,16,0.3125,0.3125,0.781439393939394,23.625,23.625,17.5,0.20281440259557454,0.19069303769265855,0.29260659029335145,0.6302521008403361,0.37037037037037035,378,0.32142857142857145,0.25,0.8378246753246753,0.1858382656867811,0.17168334100586127,0.27990108943834763,0.764986143627049,0.36978745984254513,22.794642857142858,238
41,60.0,16,0.1875,0.25,0.84375,25.75,25.75,21.0625,0.18481399206069332,0.16397431122381967,0.26500165819532573,0.6984732824427481,0.3640776699029126,412,0.32142857142857145,0.25,0.8375270562770563,0.18294436608994621,0.16679980386197993,0.2777880227649326,0.7630305226689884,0.37696299984416093,22.758928571428573,262
42,61.0,16,0.5625,0.1875,0.884375,17.0,17.0,14.0,0.181039459012458,0.16895328493382886,0.297700734451489,0.8054054054054054,0.31985294117647056,272,0.4017857142857143,0.25,0.8421313980137509,0.18048499895738426,0.16527293263157317,0.2790119266997329,0.7815945747958631,0.3519012995933952,21.035714285714285,185
43,63.0,16,0.375,0.25,0.8333333333333334,21.0,21.0,16.0,0.1790060535870591,0.16882792291660695,0.30028846919601737,0.8473684210526315,0.43452380952380953,336,0.4107142857142857,0.24107142857142858,0.8366254456327986,0.17988820579056325,0.1642784201754679,0.2759702578464049,0.7629484278124796,0.3545637244306602,20.651785714285715,190
44,64.0,16,0.3125,0.1875,0.8583333333333333,22.9375,22.9375,18.6875,0.17729466048477738,0.15259859975289428,0.2649703546075906,0.7972350230414746,0.4087193460490463,367,0.4107142857142857,0.25892857142857145,0.828265056022409,0.17429724150823614,0.15812973024573967,0.270417428465069,0.7805190924419678,0.35674485693094166,20.633928571428573,217
45,66.0,16,0.75,0.125,0.9384803921568627,13.3125,13.3125,11.5625,0.15175670442199052,0.14061373576777036,0.25043673465874905,0.8809523809523809,0.2112676056338028,213,0.44642857142857145,0.2767857142857143,0.8101102941176471,0.1733736114514504,0.15848991995507594,0.271798733872975,0.7734356076485595,0.3474573927392038,19.821428571428573,168
46,67.0,16,0.375,0.375,0.7166666666666667,20.9375,20.9375,12.4375,0.18249216837138973,0.1642880489406966,0.260787263522311,0.680952380952381,0.373134328358209,335,0.4375,0.29464285714285715,0.7986519607843138,0.1680943980179928,0.15245253262110148,0.2639991035085934,0.7509330245825961,0.33969514991103805,19.982142857142858,210
47,69.0,16,0.3125,0.4375,0.7229166666666667,23.5,23.5,15.75,0.16367765261928488,0.14765220818456112,0.25373678462400034,0.7532467532467533,0.38563829787234044,376,0.4375,0.29464285714285715,0.79984243697479,0.1635952044405475,0.14661062648924558,0.25229822331896207,0.7206430138414575,0.31282873762374347,20.133928571428573,231
48,70.0,16,0.4375,0.375,0.7166666666666667,20.0625,20.0625,11.5625,0.17834858166319326,0.16649563918917343,0.27467079605066763,0.6488888888888888,0.29906542056074764,321,0.4642857142857143,0.29464285714285715,0.800437675070028,0.15784982723358684,0.14151110379800297,0.24484658958054645,0.718840208352016,0.30535963726878773,19.5625,225
49,72.0,16,0.5,0.3125,0.8041666666666667,18.125,18.125,12.25,0.1440849649782549,0.12669157359600763,0.2431033219008178,0.647887323943662,0.2655172413793103,290,0.41964285714285715,0.32142857142857145,0.7744047619047619,0.1582427707559402,0.1398819571846414,0.24164397957901543,0.698665014986999,0.3211758970566169,20.544642857142858,213
50,73.0,16,0.375,0.25,0.8416666666666667,22.0625,22.0625,17.3125,0.14751169854494192,0.12793457999361582,0.21838230786859789,0.6353383458646616,0.24645892351274787,353,0.42857142857142855,0.30357142857142855,0.7854166666666667,0.15334328879703873,0.1337152830317044,0.2366596949802566,0.695006075683122,0.31579726028655025,20.321428571428573,266
51,75.0,16,0.5,0.1875,0.8625,18.9375,18.9375,14.8125,0.13707702003605274,0.11690194091419583,0.2128089184386812,0.7846153846153846,0.3564356435643564,303,0.42857142857142855,0.30357142857142855,0.7830357142857143,0.1530535047878082,0.13190679279349374,0.23290682108534372,0.6886165651296139,0.31604359449944974,20.214285714285715,195
52,76.0,16,0.4375,0.3125,0.75625,20.1875,20.1875,12.875,0.15450730907846402,0.12920970947423926,0.22801846464803194,0.7397260273972602,0.3219814241486068,323,0.42857142857142855,0.2857142857142857,0.8017857142857142,0.14891109880180942,0.12462972004713478,0.22462585846653874,0.7025672636886073,0.31713557230158845,20.142857142857142,219
53,78.0,16,0.4375,0.25,0.79375,19.375,19.375,13.1875,0.14819579465907948,0.12112132987013781,0.22589727133099924,0.6553398058252428,0.33548387096774196,310,0.41964285714285715,0.2767857142857143,0.8078869047619047,0.14818600528527756,0.12330098366613569,0.21922414053538147,0.7265167860655877,0.3289332900792277,20.375,206
54,79.0,16,0.3125,0.4375,0.70625,22.75,22.75,14.1875,0.16164916455467113,0.13499277651708622,0.22746666735961016,0.7085201793721974,0.3873626373626374,364,0.44642857142857145,0.29464285714285715,0.8026041666666668,0.15148363952706137,0.12490146963983692,0.22172090840162126,0.7395833257579704,0.3383044063757855,19.741071428571427,223
55,81.0,16,0.4375,0.25,0.8479166666666667,19.5625,19.5625,15.25,0.1493517397612019,0.1155561299646609,0.21670405771903303,0.7465437788018433,0.30670926517571884,313,0.45535714285714285,0.3125,0.8006696428571428,0.15334947708421823,0.12614204629600517,0.22489372072680142,0.7464221721907255,0.32790450924321507,19.491071428571427,217
56,82.0,16,0.4375,0.25,0.846875,19.75,19.75,15.8125,0.1390093103625319,0.11739041892901397,0.20529129638271693,0.8155339805825242,0.34810126582278483,316,0.44642857142857145,0.30357142857142855,0.8153521825396826,0.1497132624387282,0.12312454585766353,0.2206350331234972,0.745596304580894,0.3344951546546978,19.6875,206
57,84.0,16,0.5625,0.375,0.8046875,17.625,17.625,12.9375,0.17059513823742847,0.13913798180952439,0.23585968293227655,0.7268041237113402,0.3120567375886525,282,0.4375,0.32142857142857145,0.8074538308913308,0.14941557539987843,0.12315370054795904,0.21928278706277485,0.7432626393740869,0.33077682842967043,20.035714285714285,194
58,85.0,16,0.5625,0.3125,0.8489583333333334,17.1875,17.1875,13.125,0.1501378829361507,0.1255859775073737,0.23501860471494193,0.8324873096446701,0.28363636363636363,275,0.4732142857142857,0.3125,0.8123530982905983,0.15092628652514914,0.12417774890069753,0.2221206106684717,0.7504198551287977,0.3139799049009894,19.267857142857142,197
59,87.0,16,0.375,0.25,0.8590277777777777,21.5625,21.5625,17.625,0.1290538065600338,0.10808720640584771,0.1982076514249026,0.7339449541284404,0.3681159420289855,345,0.48214285714285715,0.30357142857142855,0.8165197649572651,0.14975344586548106,0.12515640190451371,0.2240394971722306,0.7583465234217904,0.3182643436902205,19.125,218
60,88.0,16,0.375,0.375,0.7384615384615385,21.8125,21.8125,14.375,0.14611198538713113,0.12132541270220641,0.21643154890594274,0.6390041493775933,0.30945558739255014,349,0.5178571428571429,0.29464285714285715,0.8302102411477411,0.14834863145175628,0.12453973829950628,0.22501953968021232,0.7606124331724597,0.3036233107280683,18.339285714285715,241
61,90.0,16,0.5625,0.375,0.7405448717948718,17.375,17.375,10.0,0.17222414243156625,0.14216111498625567,0.2473314325994882,0.7586206896551724,0.2697841726618705,278,0.4732142857142857,0.2857142857142857,0.8279036935286934,0.14401390715978174,0.12101597458936879,0.21909885871287482,0.7462053009955943,0.3069045454597837,19.339285714285715,203
62,91.0,16,0.5,0.1875,0.8770833333333333,18.5625,18.5625,14.875,0.1411418551435252,0.12240670099137407,0.23013626324534522,0.8020304568527918,0.3367003367003367,297,0.4732142857142857,0.2857142857142857,0.8211080586080586,0.14157632035461032,0.11867025811355998,0.2120373513087264,0.7255305014863798,0.29823518203632193,19.607142857142858,197
63,93.0,16,0.6875,0.1875,0.9427083333333334,14.25,14.25,13.0,0.12917560946645834,0.11307377369396208,0.21215159393858882,0.8313953488372093,0.24561403508771928,228,0.4732142857142857,0.32142857142857145,0.7921398046398046,0.14635882387314808,0.12293155975674226,0.21564734863069643,0.7226321348487738,0.2968981991960229,19.6875,172
64,94.0,16,0.25,0.3125,0.7885416666666667,24.625,24.625,18.625,0.14025206819360686,0.11447163583856192,0.19441491616091428,0.6259541984732825,0.3350253807106599,394,0.5089285714285714,0.33035714285714285,0.7940170940170941,0.1466623873808372,0.12473332920603293,0.21594766111253166,0.7253874645500364,0.2866256713857024,18.901785714285715,262
65,96.0,16,0.5625,0.3125,0.8013888888888889,19.0625,19.0625,13.25,0.13307477529995065,0.10916596217671198,0.18558805288590288,0.6877637130801688,0.22295081967213115,305,0.5178571428571429,0.29464285714285715,0.8257249694749695,0.14381902018550566,0.12335328098124577,0.21178974741738252,0.7377159068987628,0.2897517419578161,18.776785714285715,237
66,97.0,16,0.375,0.5,0.65625,22.125,22.125,12.0625,0.16253133118979812,0.13791631790812364,0.2234776326786928,0.7136563876651982,0.3587570621468927,354,0.5267857142857143,0.30357142857142855,0.8232696123321123,0.14350780502546592,0.12319806934374829,0.20705229708376552,0.7365855054996244,0.2804272040618497,18.625,227
67,99.0,16,0.625,0.4375,0.7516025641025641,16.3125,16.3125,10.0625,0.14823692994095486,0.1339377988472411,0.2185337362787894,0.6582914572864321,0.23754789272030652,261,0.5089285714285714,0.30357142857142855,0.812406517094017,0.14592912706171549,0.1260185704228683,0.20724364801635659,0.7449507632528871,0.28343472285884214,19.133928571428573,199
68,100.0,16,0.625,0.125,0.9625,16.5,16.5,15.5625,0.15232057206424565,0.13250077741274555,0.2182260367334443,0.8449197860962567,0.2916666666666667,264,0.5625,0.3125,0.8054124694749696,0.1493357253894873,0.13001528555064118,0.2118775995089147,0.7754088547796808,0.29150100585762323,17.714285714285715,187
69,102.0,16,0.5625,0.25,0.8598958333333333,17.5,17.5,13.625,0.13896334902324697,0.12132021952889162,0.19697411091002595,0.7941176470588235,0.2714285714285714,280,0.5803571428571429,0.32142857142857145,0.7992616758241758,0.15269996842296316,0.13416631058452724,0.2173215936642173,0.810328808601158,0.29972057517275436,17.1875,204
70,103.0,16,0.5625,0.1875,0.8666666666666667,17.8125,17.8125,13.8125,0.1461248637202053,0.1328172812478023,0.2134910504667265,0.8899521531100478,0.26666666666666666,285,0.5982142857142857,0.26785714285714285,0.8373569139194139,0.14630892006507895,0.12829767818859236,0.20957093886374037,0.8246736606145288,0.29656480438986493,16.705357142857142,209
71,105.0,16,0.625,0.375,0.7395833333333334,14.6875,14.6875,6.875,0.16409825648800958,0.14244864173297223,0.226852576608821,0.8391608391608392,0.39148936170212767,235,0.5892857142857143,0.25,0.8484375,0.14813110918601957,0.12783278511860355,0.2095020443042424,0.8495549857142233,0.3066252503573574,16.839285714285715,143
72,105.0,16,0.6875,0.375,0.7583333333333333,15.375,15.375,8.3125,0.15662447653428174,0.1382231374139143,0.2236960119730211,0.9322033898305084,0.2804878048780488,246,0.5803571428571429,0.24107142857142858,0.848139880952381,0.14638086567216588,0.12463409628701495,0.20375839114102418,0.8543245703157406,0.3134101321422391,17.035714285714285,177
73,107.0,16,0.5,0.125,0.9229166666666666,18.75,18.75,16.4375,0.1177939926846086,0.09683589113657956,0.1692230490753544,0.8140703517587939,0.33666666666666667,300,0.5892857142857143,0.24107142857142858,0.8458333333333333,0.14818781810605897,0.12586172486543884,0.20739361394018055,0.8562380117486518,0.3072433175903314,17.0,199
74,108.0,16,0.5625,0.3125,0.8291666666666666,17.25,17.25,12.375,0.16099225378753923,0.13068354735731924,0.21805147436230357,0.8324607329842932,0.3079710144927536,276,0.5803571428571429,0.25892857142857145,0.8389880952380953,0.14792010269650913,0.1246854896716393,0.20382338695889438,0.8487601095339076,0.30094684551312845,17.142857142857142,191
75,110.0,16,0.5625,0.0625,0.9604166666666667,17.875,17.875,16.6875,0.14006886746726963,0.11010995559162547,0.17802046459091683,0.8783068783068783,0.33916083916083917,286,0.6071428571428571,0.23214285714285715,0.8604832393483709,0.141004189811179,0.11833770582704362,0.19524473613469023,0.8658258024616694,0.2788543803075613,16.741071428571427,189
76,110.0,16,0.625,0.25,0.84375,17.25,17.25,12.5625,0.1516120160604985,0.12991361957785894,0.22242067050412045,0.8075117370892019,0.22826086956521738,276,0.5982142857142857,0.22321428571428573,0.8670308583959899,0.1381414753083693,0.11482237734399178,0.1887983236525818,0.8637290000852934,0.2801243066645957,16.982142857142858,213
77,112.0,16,0.5,0.3125,0.81875,18.8125,18.8125,13.375,0.14425085585335673,0.12458363489120539,0.18849946159772338,0.8376068376068376,0.22259136212624583,301,0.6339285714285714,0.21428571428571427,0.872983239348371,0.14152604433143912,0.11828048570123413,0.19329385626397255,0.8769807067107008,0.2593083219792643,16.080357142857142,234
78,113.0,16,0.8125,0.1875,0.8900493421052632,11.875,11.875,9.375,0.11568686629069863,0.09801415482080246,0.16680202083939175,0.9586206896551724,0.23684210526315788,190,0.625,0.20535714285714285,0.8744713345864662,0.13834488177017226,0.11476462344023483,0.18871820383475926,0.8694130562111132,0.2624405923683702,16.214285714285715,145
79,115.0,16,0.625,0.3125,0.8041666666666667,17.0625,17.0625,11.5,0.13658547501461366,0.11361583803255144,0.17857112459826224,0.9175257731958762,0.2893772893772894,273,0.6785714285714286,0.20535714285714285,0.8744713345864661,0.13341820974681798,0.11284662996064629,0.18908468884311908,0.8856268276942055,0.22963033693037754,14.883928571428571,194
80,116.0,16,0.75,0.0625,0.9645833333333333,12.4375,12.4375,11.375,0.14148597584609743,0.1210426496372759,0.20069177735508967,0.906832298136646,0.19095477386934673,199,0.7053571428571429,0.1875,0.8893522869674185,0.12739423726131,0.1069184929119891,0.1818806899094243,0.9060828974460499,0.23367085593788944,14.125,161
81,118.0,16,0.5,0.25,0.8395833333333333,18.1875,18.1875,13.375,0.13872411585867123,0.1060725115303242,0.18602190735781066,0.7794871794871795,0.32989690721649484,291,0.7142857142857143,0.17857142857142858,0.8872689536340852,0.12500512692604693,0.10320322680966552,0.1759829047679655,0.8941285922980274,0.23978417783194225,13.758928571428571,195
82,119.0,16,0.9375,0.0625,0.9604166666666667,8.5625,8.5625,7.375,0.10558216330378956,0.09668400123450564,0.1805858596494354,0.9918032786885246,0.10948905109489052,137,0.7053571428571429,0.16071428571428573,0.8976190476190476,0.12552673881125243,0.10258703858720805,0.17320032642862623,0.8955756366330029,0.24199765545122412,13.973214285714286,122
