trainer_step,time/read_experience,time/train_step,sample/model_version/mean,actor/final_loss,actor/grad_norm,perf/throughput,prompt_length/clip_ratio
65,105.05902814865112,23.61929988861084,64.0,0.03983368626463094,11.046174049377441,5988.850003305669,0.21875
66,0.04760313034057617,42.105371952056885,64.0,0.011011679176741987,7.421544075012207,5899.087762735398,0.46875
67,77.41692781448364,16.20597553253174,65.0,0.07392054572701454,16.618484497070312,6470.532456950626,0.015625
68,124.62306046485901,26.681707859039307,67.0,0.031331957783550024,19.753108978271484,5924.454408260148,0.1875
69,0.0471501350402832,35.595072984695435,67.0,0.021190493856556712,7.593562602996826,5776.738319943261,0.328125
70,97.22644543647766,14.260165929794312,68.0,0.06716185547411442,10.619528770446777,6502.9010249840285,0.015625
71,130.87292861938477,13.60519003868103,70.0,0.07909981673583388,13.281380653381348,6190.373767356375,0.015625
72,0.04724407196044922,40.46110558509827,70.0,0.008583381742331161,10.656912803649902,5917.879134332232,0.453125
73,106.30211973190308,24.902156591415405,71.0,0.029846598801668733,10.429755210876465,6151.651254988631,0.171875
74,113.5863356590271,12.404814958572388,73.0,0.06784731009975076,18.899066925048828,6139.876035060382,0.015625
75,0.0688638687133789,43.75939917564392,73.0,0.0097755006281659,6.8799519538879395,5878.667746422551,0.5625
76,69.50364804267883,13.839273691177368,74.0,0.05993650294840336,13.776288032531738,6524.933887589686,0.015625
77,115.20090532302856,12.420313835144043,76.0,0.07233905792236328,12.992591857910156,6436.050146064609,0.015625
78,0.047104597091674805,40.10928010940552,76.0,0.009682143525093456,6.200897693634033,5799.925299891169,0.359375
79,105.31446051597595,26.642026662826538,77.0,0.024383000534726307,10.391058921813965,6012.181288570358,0.25
80,94.68088030815125,15.060773372650146,79.0,0.05887201260775328,12.560736656188965,6154.859692178076,0.015625
81,0.0711216926574707,45.99907183647156,79.0,0.013489227087120526,7.946125030517578,4879.52356736475,0.40625
82,79.1376883983612,15.15013599395752,80.0,0.04894676916301251,9.389006614685059,6465.605475451987,0.015625
83,120.66782760620117,15.708420991897583,82.0,0.05868039727210998,12.23386001586914,5970.447935376851,0.015625
84,0.054582834243774414,36.44660520553589,82.0,0.013498254865407944,7.525815010070801,5726.031434535233,0.296875
85,96.25731778144836,17.075936317443848,83.0,0.03934828005731106,8.826416015625,6347.920543836327,0.015625
86,138.81257700920105,18.03277611732483,85.0,0.04363852242628733,10.044038772583008,6194.340401883169,0.015625
87,0.04699397087097168,39.07308578491211,85.0,0.011378441903533794,8.905375480651855,5837.763728647036,0.3125
88,105.24491000175476,25.722445964813232,86.0,0.020852956600720063,7.943857192993164,6009.341205134917,0.15625
89,131.29771161079407,18.101123094558716,88.0,0.04317568692689141,41.46710968017578,6100.863076402283,0.015625
90,0.05710458755493164,39.10734486579895,88.0,0.011610656705505045,8.052847862243652,5772.490948115779,0.359375
91,84.82367515563965,27.093024969100952,89.0,0.023510253929998726,9.73430347442627,6138.163681188221,0.296875
92,135.1809947490692,21.86721682548523,91.0,0.03449570906481573,14.97234058380127,5905.518056773773,0.109375
93,0.04737591743469238,43.1514253616333,91.0,0.004079910451309843,4.158426761627197,5735.723935586394,0.46875
94,95.94744038581848,24.64265537261963,92.0,0.02238239170401357,9.266972541809082,6139.915362090523,0.125
95,131.51265048980713,17.381545782089233,94.0,0.03991538546979427,11.417773246765137,6060.6709073359725,0.015625
96,0.04659104347229004,38.823039293289185,94.0,0.0070202839612482585,6.285068988800049,5901.556471019245,0.296875
97,34.43682336807251,12.243191957473755,95.0,0.05659152613952756,14.324594497680664,6456.787725486706,0.015625
98,114.29021787643433,15.353122472763062,97.0,0.055928914342075586,9.624781608581543,5576.126261072504,0.015625
99,0.0461268424987793,29.887809991836548,97.0,0.022857736421024635,9.5287446975708,5924.860272922769,0.125
100,112.34174704551697,14.57056975364685,98.0,0.04851307794451713,11.108142852783203,6484.1429440350585,0.015625
101,115.59509944915771,15.85000491142273,100.0,0.04605740439146757,13.62891674041748,6059.04381289406,0.015625
102,0.046920061111450195,39.35653114318848,100.0,0.007593256806682224,3.7532670497894287,5697.493505195355,0.3125
103,69.464839220047,11.420780658721924,101.0,0.060950479470193386,11.089345932006836,6637.18712585183,0.015625
104,92.8956036567688,12.656920671463013,103.0,0.0629198623355478,13.820934295654297,6290.762462621989,0.015625
105,0.05172586441040039,41.952107429504395,103.0,0.009978118765275212,7.148231029510498,5924.786920760271,0.359375
106,81.75086092948914,15.547957181930542,104.0,0.03573997970670462,10.78167724609375,6500.740958678885,0.015625
107,117.40420603752136,16.585543870925903,106.0,0.041990879364311694,9.874114990234375,5969.664268210601,0.015625
108,0.05060172080993652,45.94861435890198,106.0,0.006178893633659754,5.69962739944458,5802.2636709013295,0.546875
109,69.44091606140137,14.712898969650269,107.0,0.03649734342470765,8.566829681396484,6469.978320554909,0.015625
110,96.37337160110474,16.999489784240723,109.0,0.04236981421709061,9.674775123596191,6242.370633599869,0.015625
111,0.04619407653808594,34.20185089111328,109.0,0.02051331491675228,9.181623458862305,5879.343015478023,0.25
112,93.74074244499207,19.51593804359436,110.0,0.030107967943573993,11.961089134216309,6250.692494948284,0.015625
113,89.74870467185974,13.86932897567749,112.0,0.0367279214784503,8.974251747131348,6212.547209990402,0.015625
114,0.05547070503234863,27.244627237319946,112.0,0.022004688624292612,6.763188362121582,5968.303100407091,0.125
115,61.283108949661255,10.811620473861694,113.0,0.04164764378219843,7.372259140014648,6608.559546362608,0.015625
116,88.49858593940735,14.212257146835327,115.0,0.03768157418817282,19.452604293823242,6215.0633877749615,0.015625
117,0.04571223258972168,29.039833307266235,115.0,0.02045545952084164,7.613851070404053,5927.00710983335,0.21875
118,57.03131628036499,11.847882986068726,116.0,0.058196072932332754,14.349344253540039,6425.755260669334,0.015625
119,131.14187264442444,22.85878849029541,118.0,0.022373678661616787,10.233240127563477,5826.049276982156,0.140625
120,0.05015277862548828,46.519306659698486,118.0,0.007867666498686258,8.134156227111816,5789.875982889131,0.609375
121,42.38294792175293,14.278728246688843,119.0,0.03792777638882398,9.405180931091309,6183.700230650735,0.015625
122,71.65871214866638,13.783146142959595,121.0,0.04248329601250589,8.758654594421387,6136.8810601253,0.015625
123,0.05397939682006836,30.245585680007935,121.0,0.01694311687929763,7.9505109786987305,5731.637951235973,0.203125
124,58.81846261024475,11.199953556060791,122.0,0.053411990869790316,10.450640678405762,6636.01008619411,0.015625
125,94.84406757354736,16.190850734710693,124.0,0.034455358237028125,9.356420516967773,6239.712706036163,0.015625
126,0.046529531478881836,40.13318157196045,124.0,0.005063699521336027,3.8384158611297607,5839.158522065841,0.40625
127,71.5139729976654,10.89709186553955,125.0,0.04395046969875693,8.073897361755371,6660.810600405156,0.015625
128,81.56978940963745,9.796458005905151,127.0,0.06647248566150665,8.271533012390137,6415.069087465903,0.015625
129,0.04643702507019043,35.928749561309814,127.0,0.00858219545978045,4.340195655822754,5857.072838631001,0.28125
130,71.10443544387817,14.370618104934692,128.0,0.034982231166213754,9.018776893615723,6488.282683826133,0.015625
131,117.27490139007568,15.846359252929688,130.0,0.031093071773648263,7.9545392990112305,6086.179441895616,0.015625
132,0.04877901077270508,36.259692907333374,130.0,0.017306976747931913,11.67264175415039,5842.539408073504,0.296875
133,83.0461835861206,12.97119665145874,131.0,0.0458909769076854,9.797704696655273,6623.045517560434,0.015625
134,91.56207513809204,13.254616498947144,133.0,0.033660158049315214,6.16104793548584,5938.393982381794,0.015625
135,0.05685615539550781,30.620107889175415,133.0,0.01855790798759295,9.735238075256348,6009.120112956601,0.1875
136,85.6250913143158,13.318315505981445,134.0,0.038231507129967215,8.753626823425293,6516.629048029035,0.015625
137,92.46650338172913,12.82165813446045,136.0,0.04754994623363018,8.0243558883667,6369.6273820649685,0.015625
138,0.047277212142944336,38.71926546096802,136.0,0.0061422954567082015,4.9477338790893555,5887.45520870808,0.375
139,47.378785848617554,12.243955373764038,137.0,0.04045794252306223,6.539939880371094,6699.830243777731,0.015625
140,109.818612575531,14.713056564331055,139.0,0.036832377314567566,7.924221515655518,5850.940828579856,0.015625
141,0.05241680145263672,50.01392459869385,139.0,0.007945617695440887,4.326430797576904,5067.146342220555,0.5
142,8.438282251358032,11.819961071014404,140.0,0.03416441474109888,6.189692497253418,6611.1740730968095,0.015625
143,113.359450340271,14.601424217224121,142.0,0.034350594971328974,10.815774917602539,6023.926815231944,0.015625
144,0.046156883239746094,38.79642677307129,142.0,0.010215554705692657,6.907886505126953,5658.658518470349,0.328125
145,46.87352252006531,11.041192531585693,143.0,0.03633875644300133,6.734265327453613,6660.627340674719,0.015625
146,91.05446863174438,13.065868616104126,145.0,0.04768248787149787,7.627237319946289,6142.565854112471,0.015625
147,0.045755863189697266,29.72615385055542,145.0,0.017441112198866904,7.538747310638428,5918.834678495959,0.09375
148,33.628814697265625,10.652865409851074,146.0,0.046590976882725954,9.241880416870117,6583.484541413149,0.015625
149,116.09558868408203,12.454637289047241,148.0,0.03649899596348405,6.8412699699401855,6157.53320993358,0.015625
150,0.049018144607543945,44.14834022521973,148.0,0.00414335782352282,3.2810027599334717,5740.248530399301,0.515625
151,56.897756576538086,16.326226234436035,149.0,0.026518095657229422,6.641605854034424,6329.515832467683,0.046875
152,92.67220401763916,15.029333591461182,151.0,0.02712179897353053,13.549431800842285,6278.458063593446,0.015625
153,0.053787946701049805,44.64672350883484,151.0,0.0057318377851819,3.8503711223602295,5745.258742689797,0.53125
154,43.913060903549194,14.220484495162964,152.0,0.02867006603628397,9.593681335449219,6510.232289118489,0.015625
155,86.85181522369385,15.018392324447632,154.0,0.04223829763941467,7.951690196990967,5371.226216094648,0.015625
156,0.04554152488708496,33.3971266746521,154.0,0.010011282607592875,13.030736923217773,5854.020236679832,0.21875
157,48.59983015060425,9.94295620918274,155.0,0.04062759643420577,9.643316268920898,6601.970147990325,0.015625
158,117.00565552711487,13.42952585220337,157.0,0.03953937301412225,10.15199089050293,6171.1383814992805,0.015625
159,0.05819988250732422,39.739346742630005,157.0,0.006771519316812787,10.031463623046875,5928.533039548402,0.375
160,70.95800137519836,12.632733583450317,158.0,0.0405218256637454,8.371862411499023,6631.102988434255,0.015625
161,83.26995253562927,15.06606650352478,160.0,0.033605278842151164,9.624728202819824,5748.704685850599,0.015625
162,0.04563760757446289,21.501569509506226,160.0,0.02366953030494707,7.402948379516602,6071.931363422738,0.015625
163,66.58265972137451,13.190998077392578,161.0,0.029179451148957015,8.256484985351562,6537.340928652188,0.015625
164,86.0423731803894,13.962995767593384,163.0,0.023472649790346623,6.191514492034912,6180.725318017301,0.015625
165,0.04471468925476074,32.76167297363281,163.0,0.007934698119061067,5.139719009399414,5966.802579456101,0.234375
166,59.20280075073242,12.010941505432129,164.0,0.03065969282761216,7.363252639770508,6462.456625169037,0.015625
167,144.6725299358368,27.38347578048706,166.0,0.011819582257885486,6.526040554046631,5886.060595075433,0.21875
168,0.046941280364990234,39.923003911972046,166.0,0.0072275802656143,5.75639009475708,5714.344430368182,0.390625
169,98.29573726654053,22.368887901306152,167.0,0.01471692560673026,7.613687515258789,6164.620152025568,0.171875
170,89.64346504211426,14.543312788009644,169.0,0.02702806992456317,7.401860237121582,6089.065376286691,0.015625
171,0.04712629318237305,33.44017171859741,169.0,0.008691954069945496,4.591484546661377,5867.99186768924,0.21875
172,59.73929977416992,12.28015422821045,170.0,0.0315988939255476,8.593320846557617,6642.231250089454,0.015625
173,122.1552426815033,18.51911163330078,172.0,0.0210574046553423,6.178847789764404,6075.173716692149,0.03125
174,0.0475766658782959,43.59688997268677,172.0,0.0022855337641279525,3.5086679458618164,5825.0030486123915,0.5
175,47.78921175003052,11.518105268478394,173.0,0.032362678088247776,9.343945503234863,6607.537246895665,0.015625
176,102.43117213249207,13.76316213607788,175.0,0.026697961846366525,6.81995153427124,5821.943390523962,0.015625
177,0.04510831832885742,37.80713748931885,175.0,0.005828917919188825,8.428298950195312,5787.969791244833,0.328125
178,50.4127721786499,11.031626224517822,176.0,0.0367326820269227,7.314935684204102,6588.156476204981,0.015625
179,82.05223679542542,10.729950189590454,178.0,0.03454101737588644,6.830864906311035,6255.626794266789,0.015625
180,0.04595661163330078,31.08681631088257,178.0,0.015253822994559919,7.796159267425537,5693.004956373731,0.078125
181,82.40610241889954,15.422075986862183,179.0,0.025524983555078505,9.121811866760254,6276.027346434435,0.015625
182,90.36280512809753,14.95285153388977,181.0,0.02286425968632102,7.09706974029541,6084.582604228765,0.015625
183,0.046636104583740234,38.634477853775024,181.0,0.007736313617814713,5.62986421585083,5901.490819157933,0.375
184,45.20967769622803,11.926342725753784,182.0,0.026867087930440903,6.296245098114014,6621.441774494867,0.015625
185,82.51570248603821,11.48002576828003,184.0,0.03482856065966189,8.825919151306152,6277.933480686383,0.015625
186,0.0560755729675293,38.00029754638672,184.0,0.007139024990961348,3.9524714946746826,5788.508855015225,0.34375
187,51.87453484535217,13.170074939727783,185.0,0.030926781147718428,8.292098999023438,6556.6792469093625,0.015625
188,80.70036768913269,10.927379131317139,187.0,0.04346164595335722,8.327648162841797,6285.020504812302,0.015625
189,0.045604705810546875,31.82612895965576,187.0,0.007930772833788069,4.706322193145752,5951.41358378494,0.234375
190,51.88155007362366,11.509466648101807,188.0,0.03652506088837981,8.68995475769043,6467.030755199768,0.015625
191,90.71170473098755,13.209906816482544,190.0,0.031856869463808835,5.255006313323975,6308.588246076342,0.015625
192,0.04825329780578613,33.35595703125,190.0,0.011258650603122079,4.997809886932373,5881.568412734986,0.109375
193,54.76896548271179,11.660461187362671,191.0,0.03498257067985833,6.587061882019043,6643.434126198471,0.015625
194,116.64171814918518,10.798396110534668,193.0,0.03517041332088411,8.668710708618164,6382.240361002464,0.015625
195,0.04638481140136719,42.493367433547974,193.0,0.004638182552298531,4.222443103790283,5801.144090224726,0.484375
196,46.95479440689087,13.33872389793396,194.0,0.019984366185963155,5.074178695678711,6495.627720357978,0.015625
197,63.03311014175415,12.771527528762817,196.0,0.032364290091209114,5.3878092765808105,6439.430810325229,0.015625
198,0.047757625579833984,25.43830442428589,196.0,0.015301640814868733,6.194124221801758,5971.431949965892,0.15625
199,77.10214185714722,13.889069318771362,197.0,0.03613404855132103,7.081534385681152,6519.276918427659,0.015625
200,83.48759508132935,11.1643705368042,199.0,0.03077809466049075,5.706264019012451,6052.064680018184,0.015625
201,0.04620957374572754,35.048067569732666,199.0,0.014166120803565718,7.7653608322143555,4626.1979479332085,0.140625
202,49.00063228607178,11.262573003768921,200.0,0.02962849149480462,6.787174224853516,6677.159916165357,0.015625
203,86.34697437286377,12.859384775161743,202.0,0.032972615445032716,7.231788635253906,6390.066816979812,0.015625
204,0.04629993438720703,29.764482736587524,202.0,0.011364760026077015,6.3262224197387695,5895.767215758411,0.140625
205,57.40373229980469,13.676066637039185,203.0,0.020964484941214324,6.569159984588623,6503.672591180913,0.015625
206,95.32055330276489,12.276170492172241,205.0,0.03312244964763522,6.91178035736084,6402.897033150532,0.015625
207,0.062355995178222656,31.574541568756104,205.0,0.012942899186681543,6.140101432800293,5856.1802238406035,0.1875
208,19.469507932662964,9.817988634109497,206.0,0.030571780749596655,8.983692169189453,6578.963323072239,0.015625
209,81.6312894821167,14.351327657699585,208.0,0.023895478434860708,5.2917094230651855,6069.820208725756,0.015625
210,0.0476686954498291,29.612995624542236,208.0,0.012733055744320154,5.216586112976074,5921.664681766556,0.234375
211,44.484546422958374,12.505735158920288,209.0,0.029339743545278907,5.20920467376709,6548.123607775907,0.015625
212,72.70549774169922,12.656856060028076,211.0,0.02864064392633736,4.501321315765381,6262.874082991514,0.015625
213,0.046167850494384766,23.310993671417236,211.0,0.019532617713723863,6.0427775382995605,6017.70945808406,0.015625
214,61.346105337142944,11.939693927764893,212.0,0.0316317155957222,7.015700817108154,6450.432291404833,0.015625
215,110.43122792243958,11.696871519088745,214.0,0.036978877848014235,6.990073204040527,6246.433345650116,0.015625
216,0.0454859733581543,28.97532057762146,214.0,0.015920442005153745,6.762883186340332,5902.568484583992,0.09375
217,57.09823393821716,11.077255249023438,215.0,0.028676870744675398,6.976428031921387,6649.112319068899,0.015625
218,113.20945978164673,12.698185682296753,217.0,0.03954864596016705,7.8981404304504395,6390.056573353542,0.015625
219,0.046892642974853516,36.10810565948486,217.0,0.009396906476467848,6.461366653442383,5833.795730534464,0.296875
220,54.592499017715454,11.812465190887451,218.0,0.02866427064873278,6.3543524742126465,6630.79907038729,0.015625
221,53.34212279319763,11.60275411605835,220.0,0.03424159833230078,8.096505165100098,6196.289895028605,0.015625
222,48.563194036483765,14.296216249465942,220.0,0.024560753256082535,10.465375900268555,6460.912866839994,0.015625
223,82.01683044433594,10.911750555038452,222.0,0.030054708709940314,7.8169965744018555,6069.974035386945,0.015625
224,0.04816865921020508,32.33615517616272,222.0,0.010911928127623267,5.5137619972229,5841.539358705471,0.21875
225,77.24121570587158,13.784947156906128,223.0,0.02335598096251488,9.159689903259277,6502.6199650806,0.015625
226,60.363019943237305,12.886498212814331,225.0,0.02557127026375383,3.961940288543701,5724.217420548256,0.015625
227,69.5038549900055,19.224011182785034,225.078125,0.022499414898144703,7.369898319244385,5939.328630917655,0.015625
228,0.05263996124267578,14.095459461212158,226.0,0.01898988289758563,4.0303215980529785,6304.4028435693845,0.015625
229,48.97209286689758,11.90921688079834,227.0,0.03115773224271834,6.2948431968688965,6665.3008345122025,0.015625
230,91.03565835952759,12.260384798049927,229.0,0.031184195075184107,5.64325475692749,6388.459625042945,0.015625
231,0.04471778869628906,25.796021938323975,229.0,0.012486520092352293,6.219168186187744,5979.475870061629,0.09375
232,83.44148969650269,12.010427951812744,230.0,0.03074987092986703,6.008670806884766,6668.501600369677,0.015625
233,80.98969101905823,11.829168796539307,232.0,0.020838021184317768,3.966736078262329,6060.426295746789,0.015625
234,0.04713797569274902,32.11851644515991,232.0,0.008089476633661738,6.160860538482666,5934.253012993586,0.1875
235,50.29256200790405,11.346105813980103,233.0,0.029380375053733587,7.315776824951172,6019.511105063812,0.015625
236,71.87650322914124,11.052536249160767,234.0,0.032586981542408466,6.442062854766846,6649.111057367101,0.015625
237,117.952632188797,13.552384853363037,236.0,0.028000734746456146,7.252159118652344,6284.009021316028,0.015625
238,0.04750537872314453,41.45259881019592,236.0,0.004672804464121327,3.861994504928589,5717.625682963841,0.4375
239,96.79492831230164,14.179264307022095,237.0,0.025934820622205736,8.85079288482666,6524.232340785001,0.015625
240,67.4110906124115,13.324079513549805,239.0,0.018638225621543825,3.4076592922210693,6102.958015515457,0.015625
241,0.0500645637512207,41.22020745277405,239.0,0.009607971005607396,5.335989475250244,4564.5533697118035,0.234375
242,142.98192429542542,11.92421293258667,241.0,0.02776762272696942,9.333640098571777,6336.599665563307,0.015625
243,0.0462191104888916,31.348927974700928,241.0,0.016100862800764542,10.547745704650879,5900.867460994129,0.21875
244,61.71241855621338,13.907803297042847,242.0,0.021670309419278055,5.094256401062012,6092.422235527695,0.015625
245,91.91204786300659,11.063469409942627,244.0,0.02387553546577692,6.700923442840576,6349.796725629136,0.015625
246,0.0467836856842041,37.35736155509949,244.0,0.008736269218264748,7.659682273864746,5787.1263543576115,0.296875
247,55.15861392021179,11.215354919433594,245.0,0.030877554905600846,4.639096736907959,6669.344131906118,0.015625
248,61.1039092540741,13.626059770584106,247.0,0.023561463691294193,4.839576244354248,6132.683864927138,0.015625
249,0.044724464416503906,18.72295904159546,247.0,0.01711153658106923,6.536909580230713,6075.270645771504,0.015625
250,73.47971725463867,11.397019624710083,248.0,0.021005768212489784,5.194110870361328,6649.100880207009,0.015625
