training_step,model_version,trajectories,success_rate,frontier_trigger_rate,retained_fraction,mean_env_rounds,mean_full_turns,mean_retained_turns,teacher_entropy,student_entropy,sampled_reverse_kl,valid_action_rate,prompt_truncated_turn_rate,recorded_turns,success_rate_smooth,frontier_trigger_rate_smooth,retained_fraction_smooth,teacher_entropy_smooth,student_entropy_smooth,sampled_reverse_kl_smooth,valid_action_rate_smooth,prompt_truncated_turn_rate_smooth,mean_env_rounds_smooth,real_response_turns
83,121.0,16,0.75,0.0625,0.9583333333333334,13.8125,13.8125,12.5625,0.1292533935049007,0.10060042910936869,0.18993031390159154,0.9741935483870968,0.2986425339366516,221,0.6160714285714286,0.08035714285714286,0.9514880952380952,0.13032036395060984,0.10058892998410267,0.17857164850238247,0.8832480304823391,0.28286902829876504,16.053571428571427,155
84,122.0,16,0.625,0.0625,0.9520833333333334,15.75,15.75,14.3125,0.13615835291097947,0.10080719278886556,0.17838737280716155,0.8418079096045198,0.2976190476190476,252,0.6160714285714286,0.08035714285714286,0.9514880952380952,0.12803038188554042,0.09870545250666504,0.17680784395848895,0.8657479141870421,0.2863692830262067,15.901785714285714,177
85,124.0,16,0.5625,0.0625,0.9541666666666666,17.25,17.25,15.875,0.12228542290400624,0.09130114783773488,0.15708977256508697,0.8631578947368421,0.3115942028985507,276,0.6160714285714286,0.09821428571428571,0.9416666666666667,0.12745227810415946,0.0977853670110015,0.17368267404655738,0.8546306387979221,0.27792074231960145,15.910714285714286,190
86,125.0,16,0.5,0.1875,0.91875,18.5625,18.5625,16.125,0.14202076728869367,0.10934449669626632,0.1775081949282568,0.7522123893805309,0.23905723905723905,297,0.5803571428571429,0.10714285714285714,0.9366071428571429,0.1287386568720572,0.0975210978348077,0.17336584120807977,0.8175335749566722,0.27798814366088814,16.785714285714285,226
87,127.0,16,0.6875,0.0,1.0,13.125,13.125,13.125,0.11457509436251954,0.08744188643864906,0.1758082868779946,0.8072289156626506,0.20952380952380953,210,0.5535714285714286,0.11607142857142858,0.9285714285714286,0.13021392253749645,0.09847900245733324,0.17419794307159098,0.7890586551796074,0.27443410432067117,17.160714285714285,166
88,128.0,16,0.4375,0.1875,0.9020833333333333,19.375,19.375,16.4375,0.12698263059844417,0.09426302970636882,0.1583060077928703,0.7911111111111111,0.27419354838709675,310,0.5535714285714286,0.13392857142857142,0.9218045112781955,0.12517250211172964,0.09500566747167268,0.16941504893755985,0.7955403091188885,0.2727334240485624,17.348214285714285,225
89,130.0,16,0.5,0.1875,0.8708333333333333,19.625,19.625,15.75,0.12989493653485665,0.09888950226640054,0.17653093958359659,0.6930232558139535,0.31528662420382164,314,0.5625,0.125,0.9283521303258144,0.12322326444180517,0.09434394615975228,0.1689118726516278,0.8025891812993395,0.27853806944130843,17.089285714285715,215
90,131.0,16,0.5625,0.125,0.9020833333333333,16.4375,16.4375,13.5,0.13958025316297532,0.10730576146704744,0.19575502694617022,0.774869109947644,0.2737642585551331,263,0.5803571428571429,0.11607142857142858,0.9283521303258145,0.12121587902884046,0.09333825926705666,0.16927054980603837,0.8172081906086144,0.29658483748807646,16.758928571428573,191
91,133.0,16,0.625,0.1875,0.9047149122807018,17.0625,17.0625,14.3125,0.10086840993061191,0.07649384788924152,0.14490711386894356,0.8871794871794871,0.2857142857142857,273,0.5892857142857143,0.11607142857142858,0.9283521303258145,0.12218194956136844,0.09425924194386161,0.16749259814947218,0.82956834551395,0.29801174971638245,16.714285714285715,195
92,134.0,16,0.625,0.0,1.0,15.4375,15.4375,15.4375,0.10864075921453498,0.08666909865429223,0.15356753856356253,0.9125,0.3522267206477733,247,0.6071428571428571,0.09821428571428571,0.9360902255639098,0.1206990693210513,0.09345329325084527,0.1677000818627021,0.8351091735290048,0.2982868718018078,16.339285714285715,160
93,136.0,16,0.625,0.125,0.91875,16.25,16.25,13.8125,0.1279690693979407,0.10230468844739707,0.18001893500913085,0.8545454545454545,0.36538461538461536,260,0.6696428571428571,0.08035714285714286,0.9535505430242273,0.1189314222851641,0.09363074667986328,0.1670424853081671,0.8626053060135982,0.26614275088380157,14.821428571428571,165
94,137.0,16,0.75,0.0,1.0,12.8125,12.8125,12.8125,0.12133758809021537,0.09388876517628367,0.16336262528203144,0.89375,0.21951219512195122,205,0.6607142857142857,0.08035714285714286,0.9547410192147036,0.11797815487123378,0.09242744867354043,0.16380110067433007,0.8701821441273899,0.2668226410806234,15.133928571428571,160
95,139.0,16,0.5625,0.0625,0.95625,16.75,16.75,15.4375,0.11660246891622421,0.0886213888552544,0.15975839378547962,0.8298969072164949,0.27611940298507465,268,0.6696428571428571,0.0625,0.9632936507936509,0.1203893884539475,0.09581219403943221,0.1661210155322924,0.8700244958684759,0.26484765753881956,14.633928571428571,194
96,140.0,16,0.9375,0.0625,0.9930555555555556,9.0,9.0,8.9375,0.11752140728364624,0.10013167626952657,0.1719277637018515,0.8854961832061069,0.09027777777777778,144,0.6875,0.08035714285714286,0.9578754578754578,0.12162278823937268,0.09732073977581399,0.16884400311917683,0.8721493961079013,0.24523130897510262,14.464285714285714,131
97,142.0,16,0.5,0.125,0.9104166666666667,18.625,18.625,15.9375,0.1329073812654631,0.09888267542278738,0.1730653345093112,0.827906976744186,0.2785234899328859,298,0.7142857142857143,0.07142857142857142,0.964720695970696,0.12083974714207578,0.09770491063630493,0.16938487024837842,0.887017286837861,0.22629125432076225,13.830357142857142,215
98,143.0,16,0.6875,0.0625,0.9645833333333333,13.5625,13.5625,12.5,0.1177470450096079,0.10018706545048425,0.16114651787467962,0.8860759493670886,0.271889400921659,217,0.7053571428571429,0.09821428571428571,0.9477564102564103,0.12102249555966894,0.09844472581149825,0.16847936453154944,0.8865276555014555,0.2393768137477851,14.008928571428571,158
99,145.0,16,0.75,0.125,0.9620726495726496,14.25,14.25,13.8125,0.1172745577125113,0.09722891880896459,0.1726284516717536,0.9273743016759777,0.2149122807017544,228,0.6964285714285714,0.09821428571428571,0.9468635531135531,0.11884836643091577,0.09706486581304882,0.16488794321942452,0.8587586714264688,0.236267670563755,14.178571428571429,179
100,146.0,16,0.8125,0.0625,0.9666666666666667,11.8125,11.8125,10.8125,0.1224877817168623,0.10499388447083366,0.18380500491354204,0.9586206896551724,0.2328042328042328,189,0.6428571428571429,0.08928571428571429,0.9478556166056167,0.1201007089209932,0.09652912425707247,0.16192562078506634,0.8675975625474008,0.26788430272386543,15.357142857142858,145
101,148.0,16,0.6875,0.1875,0.88125,14.0625,14.0625,10.9375,0.12261682701336767,0.09906747140263698,0.1570240852642287,0.8903225806451613,0.3111111111111111,225,0.6696428571428571,0.09821428571428571,0.9453630570818071,0.11888534103493177,0.0963914640229494,0.1596804926390765,0.8711296485764269,0.26016520357893425,14.883928571428571,155
102,149.0,16,0.5,0.0625,0.95,17.9375,17.9375,16.4375,0.10138356501495184,0.07896236886610833,0.13461844460060501,0.6355140186915887,0.25435540069686413,287,0.6607142857142857,0.10714285714285714,0.9367321047008547,0.11862115976913314,0.09527476651631431,0.1594917778986587,0.8707756391808262,0.26112756833276485,15.285714285714286,214
103,151.0,16,0.5625,0.0,1.0,17.25,17.25,17.25,0.12628780471418827,0.0963814853776921,0.15119150666134432,0.9473684210526315,0.3115942028985507,276,0.6696428571428571,0.11607142857142858,0.9228050595238095,0.12014450444391016,0.09645921396754374,0.16099389023704194,0.8730453691339034,0.2581809159876162,14.8125,190
104,152.0,16,0.6875,0.1875,0.89296875,15.3125,15.3125,12.375,0.12439980606303316,0.09791905378392594,0.1573494374873823,0.8526315789473684,0.22448979591836735,245,0.6339285714285714,0.125,0.9162574404761905,0.11958312742221197,0.09454572157396857,0.15563001785321617,0.8461071957454258,0.2677268067534107,15.508928571428571,190
105,154.0,16,0.625,0.125,0.9041666666666667,16.375,16.375,13.5,0.11589777614901738,0.0923701829040385,0.15982551469175502,0.8835978835978836,0.2786259541984733,262,0.6160714285714286,0.125,0.9228050595238094,0.1193357296234918,0.09409890367631056,0.15569478134765222,0.8421675553731477,0.2620578725130479,16.0,189
106,155.0,16,0.8125,0.1875,0.8645833333333334,10.9375,10.9375,6.875,0.1279379704359505,0.10552005096757064,0.18314323804043622,0.9432624113475178,0.19428571428571428,175,0.6517857142857143,0.125,0.9251860119047619,0.1222385781742631,0.09669212547620569,0.16010360986271957,0.8781942005256863,0.254900718006201,15.535714285714286,141
107,157.0,16,0.5625,0.125,0.9208333333333333,16.6875,16.6875,14.3125,0.11855814256497493,0.09159943771580746,0.14625789822676163,0.7700534759358288,0.299625468164794,267,0.6785714285714286,0.15178571428571427,0.9061383928571429,0.12049629047713004,0.0955627686899692,0.15966484036738923,0.8814358375523847,0.24860781182771133,15.107142857142858,187
108,158.0,16,0.5625,0.1875,0.9270833333333334,17.5,17.5,15.3125,0.12088504242232646,0.09593974611903094,0.15747742972528125,0.8627450980392157,0.2714285714285714,280,0.6785714285714286,0.13392857142857142,0.9148809523809524,0.11884240918419449,0.09287033524321295,0.15663464592559162,0.8855393165889593,0.2557650072585769,15.098214285714286,204
109,160.0,16,0.75,0.0625,0.9666666666666667,14.6875,14.6875,13.6875,0.12170350487035095,0.09711492146537432,0.1654802442060764,0.8877005347593583,0.20425531914893616,235,0.6785714285714286,0.13392857142857142,0.9189066416040099,0.11833539935486861,0.09094067876583077,0.15302641004909673,0.8911260923620705,0.25167558523022354,15.223214285714286,187
110,161.0,16,0.75,0.1875,0.8666666666666667,14.25,14.25,10.25,0.11409179083425681,0.08847598787403667,0.14812012019403184,0.9700598802395209,0.2675438596491228,228,0.6071428571428571,0.125,0.9269423558897243,0.11594625088258906,0.08630997194622346,0.14418466837023694,0.8663563874534891,0.2734911311207109,16.928571428571427,167
111,163.0,16,0.6875,0.0625,0.9541666666666667,15.25,15.25,13.875,0.11282263701248424,0.07907201965663212,0.1361380763947991,0.8813559322033898,0.27459016393442626,244,0.5892857142857143,0.11607142857142858,0.9322994987468672,0.11371506207367874,0.08367742300907406,0.1423069742029475,0.8860190777044146,0.28250822110277113,17.276785714285715,177
112,164.0,16,0.625,0.125,0.9323464912280701,17.25,17.25,15.4375,0.11234870734373646,0.07886258756236332,0.13456786355629075,0.9227053140096618,0.25,276,0.5982142857142857,0.09821428571428571,0.937061403508772,0.11204991814105604,0.08072536319862413,0.13956818741993657,0.8880562562121813,0.2814155005499831,17.044642857142858,207
113,166.0,16,0.3125,0.125,0.9208333333333334,22.875,22.875,20.5,0.11121393112999349,0.07310510323031937,0.12125104628841768,0.7698744769874477,0.3469945355191257,366,0.5982142857142857,0.10714285714285714,0.9284304511278195,0.11168727135477538,0.07872431874067112,0.1354637360535694,0.8859322326668726,0.28172502900708135,16.892857142857142,239
114,167.0,16,0.4375,0.0625,0.9583333333333334,19.125,19.125,17.875,0.1029398209026027,0.07317159515576167,0.1331140390557356,0.9076923076923077,0.3627450980392157,306,0.5535714285714286,0.09821428571428571,0.9352756892230577,0.11138017408991498,0.0771631393253014,0.13250492867818456,0.87471074034155,0.28866576795121585,17.625,195
115,169.0,16,0.625,0.0625,0.9604166666666667,15.875,15.875,14.6875,0.1092290348939676,0.07527532744588142,0.13830592224420463,0.8770053475935828,0.2637795275590551,254,0.5625,0.08928571428571429,0.9418233082706767,0.11012761821855876,0.07630989416353227,0.12982765728466664,0.8666135106946836,0.28703258663727527,17.3125,187
116,170.0,16,0.75,0.125,0.90625,13.625,13.625,10.8125,0.11916497736638634,0.08310761025970331,0.13674908464150634,0.8728323699421965,0.20642201834862386,218,0.5535714285714286,0.09821428571428571,0.9330357142857143,0.11150110304627654,0.07865295854423447,0.13157719290121037,0.8586549049635356,0.2863687523303183,17.25,173
117,172.0,16,0.4375,0.125,0.9145833333333333,19.375,19.375,16.8125,0.11194210998023403,0.07754773196644864,0.12740846856633803,0.8915094339622641,0.3161290322580645,310,0.6160714285714286,0.08928571428571429,0.9404761904761906,0.11235866234480156,0.08018871642244382,0.13440499488166108,0.8752767718096403,0.26920551180642205,15.910714285714286,212
118,173.0,16,0.75,0.0,1.0,13.0625,13.0625,13.0625,0.10405474591299066,0.07309930352424825,0.11739717664017345,0.8246753246753247,0.2631578947368421,209,0.6696428571428571,0.08928571428571429,0.9392857142857142,0.11176601442003607,0.08031250446793825,0.13538712924556354,0.8709351012103008,0.2395905570162158,14.901785714285714,154
119,175.0,16,0.5625,0.1875,0.8708333333333333,16.8125,16.8125,12.9375,0.12196310113776092,0.09526403822727866,0.14681461287209704,0.8669950738916257,0.24535315985130113,269,0.6517857142857143,0.125,0.9166666666666667,0.11498813740711293,0.08369352510725936,0.1380933010879325,0.8770771944112176,0.2537730994850314,15.4375,203
120,176.0,16,0.75,0.0625,0.9729166666666667,13.5,13.5,12.6875,0.1172168462196688,0.0838554083777848,0.14104566015157263,0.8862275449101796,0.22685185185185186,216,0.625,0.11607142857142858,0.9238095238095239,0.11354418211964756,0.0827297721644452,0.13537360077701818,0.8840248513603877,0.26792060335730594,15.946428571428571,167
121,178.0,16,0.8125,0.0625,0.95,12.0625,12.0625,10.5625,0.09879128542924415,0.07403811147422264,0.13998897960305282,0.8773006134969326,0.15544041450777202,193,0.6696428571428571,0.10714285714285714,0.9337797619047619,0.1144813325079357,0.08374923605795785,0.13433552078307737,0.889640305089049,0.25996861536030663,15.098214285714286,163
122,179.0,16,0.5,0.3125,0.8020833333333334,19.625,19.625,13.6875,0.13178389580350566,0.09894247192112925,0.1572491251407873,0.92,0.3630573248407643,314,0.6696428571428571,0.11607142857142858,0.928422619047619,0.11609984912570946,0.08552410069822967,0.13672729020308236,0.9045549750189165,0.2640113856024951,15.008928571428571,200
123,181.0,16,0.5625,0.0625,0.95625,17.1875,17.1875,15.875,0.10905729035412876,0.07636133966000416,0.11771118246510624,0.9214659685863874,0.3054545454545455,275,0.6696428571428571,0.09821428571428571,0.9421130952380954,0.11625897527578062,0.08411522100990687,0.13366098712550228,0.9117909728663314,0.280518399286466,14.982142857142858,191
124,182.0,16,0.75,0.0625,0.984375,13.4375,13.4375,13.1875,0.11850216269825095,0.08468397922103729,0.12014190860875214,0.9308176100628931,0.26046511627906976,215,0.6696428571428571,0.08928571428571429,0.9459821428571429,0.1152226052004872,0.08371606386690358,0.13201344235781962,0.9226533451567908,0.28382527759334425,14.946428571428571,159
125,184.0,16,0.75,0.0625,0.9625,12.4375,12.4375,11.3125,0.11538436223740699,0.08552335600615091,0.13413956258020854,0.9290780141843972,0.2914572864321608,199,0.6607142857142857,0.08035714285714286,0.953125,0.1156481924810779,0.08418494862226664,0.1310694571532466,0.9252316628299866,0.28802437883834103,15.107142857142858,141
126,185.0,16,0.5625,0.0625,0.9666666666666667,16.625,16.625,15.625,0.12307698418825899,0.08540188040901904,0.1253504913290365,0.9176470588235294,0.3609022556390977,266,0.6696428571428571,0.0625,0.9656250000000001,0.11453779243209915,0.08354464409946734,0.12879580854227898,0.9048356232260261,0.2713402833920058,14.696428571428571,170
127,187.0,16,0.75,0.0,1.0,13.25,13.25,13.25,0.10996225569261486,0.0810613083767618,0.12951284677779393,0.9622641509433962,0.25,212,0.6875,0.08035714285714286,0.9540178571428571,0.11509739484911512,0.08534081576090588,0.13180956826809445,0.9011411128000273,0.258973079780167,14.321428571428571,159
128,188.0,16,0.75,0.0,1.0,13.1875,13.1875,13.1875,0.101770396393379,0.07732030476176399,0.1333810831710417,0.8953488372093024,0.1848341232227488,211,0.6696428571428571,0.09821428571428571,0.9363095238095239,0.11525411231314273,0.08630384185460772,0.1362460342437824,0.8790810992950355,0.2687875869783951,14.544642857142858,172
129,190.0,16,0.5625,0.1875,0.8895833333333333,16.75,16.75,13.4375,0.12401109546065449,0.09446034026153419,0.14133358486401412,0.7772277227722773,0.2462686567164179,268,0.6607142857142857,0.11607142857142858,0.9220238095238095,0.119572029319449,0.0896354067412175,0.13880849689228061,0.8679026300232314,0.26226987939284835,14.910714285714286,202
130,191.0,16,0.6875,0.1875,0.875,14.5625,14.5625,10.8125,0.11297450727324053,0.08893454129007392,0.1388075005458143,0.8956043956043956,0.21888412017167383,233,0.6964285714285714,0.11607142857142858,0.9202380952380952,0.12002075236995455,0.09186728539155806,0.14131057208565398,0.8746014797758983,0.24527462628311544,14.196428571428571,182
131,193.0,16,0.625,0.1875,0.8604166666666667,15.0,15.0,10.8125,0.11959918494644421,0.0914251618769503,0.1511971704385679,0.7763975155279503,0.32916666666666666,240,0.6875,0.11607142857142858,0.9202380952380952,0.12022768855453969,0.09300266760970624,0.1431509577784575,0.8728889215116878,0.24940097801902897,14.544642857142858,161
132,194.0,16,0.6875,0.1875,0.8625,15.0,15.0,10.875,0.145609781281551,0.10884431021241936,0.15207680111969588,0.850828729281768,0.24583333333333332,240,0.7053571428571429,0.125,0.9180059523809524,0.1196708271965774,0.09406545038818837,0.1420736642765859,0.8837574549715833,0.24537131841922147,14.142857142857142,181
133,196.0,16,0.8125,0.0625,0.9541666666666666,11.625,11.625,10.25,0.12621804554179766,0.10102503096140288,0.1428650176826502,0.9645390070921985,0.24193548387096775,186,0.7410714285714286,0.11607142857142858,0.9261904761904763,0.11795844971182572,0.09339924759862202,0.13961465196238862,0.9084898674225551,0.24114246269782844,13.357142857142858,141
134,197.0,16,0.6875,0.0,1.0,15.6875,15.6875,15.6875,0.11141080898471098,0.08900898390379913,0.14239554662741843,0.9502762430939227,0.2788844621513944,251,0.7589285714285714,0.08928571428571429,0.9440476190476191,0.11605620805943466,0.09221832284404823,0.13764985022509085,0.9031270274975031,0.23238883062361415,12.919642857142858,181
135,199.0,16,0.875,0.0625,0.984375,10.375,10.375,10.25,0.09787236688764299,0.08475978421113879,0.12584002865794064,0.9714285714285714,0.1566265060240964,166,0.7678571428571429,0.09821428571428571,0.9433170995670995,0.11737690969814984,0.09421765523167028,0.13813921680426602,0.914778031772731,0.2198477797204943,12.848214285714286,140
136,200.0,16,0.8125,0.125,0.946875,11.25,11.25,9.75,0.11202445306739266,0.08979692073456963,0.12412049866463322,0.950354609929078,0.21666666666666667,180,0.75,0.11607142857142858,0.9361742424242424,0.11528963309184537,0.09393282259524922,0.13792764074482547,0.9053806031570444,0.21917655378331088,13.223214285714286,141
137,202.0,16,0.8125,0.0,1.0,11.5,11.5,11.5,0.09965881570650319,0.08066806800805756,0.1250538883847298,0.8580645161290322,0.15760869565217392,184,0.7678571428571429,0.10714285714285714,0.9427218614718615,0.11146819688830167,0.09067852435033143,0.13322758098861406,0.9092149321931343,0.19901079805866548,12.714285714285714,155
138,203.0,16,0.6875,0.25,0.8553030303030303,14.5,14.5,10.375,0.12884409641745048,0.10542048859030463,0.15462273649279407,0.8579545454545454,0.2413793103448276,232,0.7767857142857143,0.16071428571428573,0.9157358266733266,0.1153933688926251,0.0939973341297863,0.13348407821427424,0.8850419101450592,0.19128025235158552,12.419642857142858,176
139,205.0,16,0.5625,0.3125,0.8125,17.625,17.625,12.0,0.13099884503741957,0.10685048175747182,0.15059576870361188,0.7850467289719626,0.24113475177304963,282,0.7678571428571429,0.16964285714285715,0.908741779054279,0.11914266930251552,0.09638266801563457,0.13681029503553982,0.8829123626738967,0.19618429061519274,12.714285714285714,214
140,206.0,16,0.9375,0.0,1.0,8.0625,8.0625,8.0625,0.09946799211699177,0.07824494324697846,0.10996459938917057,0.9913793103448276,0.10077519379844961,129,0.7767857142857143,0.16071428571428573,0.9116318166482639,0.11840480103953832,0.09588062062471545,0.13647865543334972,0.8832018401670216,0.18626164135244191,12.866071428571429,116
141,208.0,16,0.75,0.375,0.8110977564102564,13.625,13.625,8.5625,0.13888701301497502,0.11224065235998322,0.14419102720703963,0.7810650887573964,0.22477064220183487,218,0.7589285714285714,0.17857142857142858,0.8979413404577878,0.12371705820645722,0.09976726357469999,0.14048832479625337,0.8788751632596996,0.1962415149962454,13.303571428571429,169
142,209.0,16,0.8125,0.125,0.9354166666666667,12.4375,12.4375,10.9375,0.12411746975687589,0.10145712141207665,0.14912354640679967,0.9565217391304348,0.19095477386934673,199,0.7678571428571429,0.15178571428571427,0.9153385266049741,0.12095628571653082,0.09732195617822416,0.13779449004332456,0.882914163181933,0.187669120521214,13.053571428571429,161
143,211.0,16,0.875,0.0625,0.9671052631578947,12.3125,12.3125,11.6875,0.10685937522655226,0.0862825889981358,0.12179902144930255,0.9523809523809523,0.14720812182741116,197,0.7946428571428571,0.13392857142857142,0.9242670980335455,0.12190972237289521,0.09829473895174091,0.13963383157520398,0.8867310170262745,0.1793201999382509,12.392857142857142,168
144,212.0,16,0.6875,0.125,0.9041666666666667,14.5625,14.5625,11.6875,0.13684461587493552,0.10787456865794925,0.15312157392505532,0.8277777777777777,0.22746781115879827,233,0.7410714285714286,0.16964285714285715,0.9019456694621167,0.1276114375542188,0.10285807551639115,0.145760040698164,0.8655687217260483,0.20989728865487448,13.651785714285714,180
145,214.0,16,0.75,0.0625,0.9770833333333333,12.75,12.75,12.0625,0.10951868898796566,0.08830333681497385,0.13576589322229238,0.8862275449101796,0.18137254901960784,204,0.7142857142857143,0.14285714285714285,0.9110745614035088,0.12614166646567,0.10100768390558978,0.14517785327014357,0.8737796614273724,0.22054006448214106,14.151785714285714,167
146,215.0,16,0.75,0.1875,0.875,13.0,13.0,9.25,0.1376729016319704,0.11365996117208917,0.16347115942676793,0.8117647058823529,0.18269230769230768,208,0.7321428571428571,0.13392857142857142,0.912860275689223,0.12370069073915776,0.0986589888864985,0.14198158935284771,0.8763588802925162,0.21216837409744446,13.589285714285714,170
147,217.0,16,0.5625,0.25,0.84375,16.875,16.875,12.1875,0.13937999838625698,0.11018829919953001,0.15284806324989064,0.8432432432432433,0.3148148148148148,270,0.7410714285714286,0.13392857142857142,0.9164434523809524,0.1242249367378403,0.0986421633412754,0.14188398540739547,0.8768959372205505,0.20967735560301604,13.0,185
148,218.0,16,0.5625,0.1875,0.875,17.125,17.125,13.375,0.12859861539513334,0.09928791108437375,0.14011571521089652,0.8385416666666666,0.29927007299270075,274,0.75,0.13392857142857142,0.9170386904761906,0.12237746646863264,0.09614805320428953,0.13890519042923263,0.8831593434839569,0.2143248111517591,12.705357142857142,192
149,220.0,16,0.9375,0.0625,0.9479166666666666,8.5,8.5,6.9375,0.10703063967129023,0.08501625627843767,0.1267496989857287,0.9745762711864406,0.1323529411764706,136,0.7321428571428571,0.13392857142857142,0.9164434523809524,0.12102905443868879,0.0941084501982001,0.13376767355777014,0.8905760270534893,0.22629323488488876,13.241071428571429,118
150,220.0,16,0.9375,0.0625,0.9921875,8.1875,8.1875,8.125,0.11052909721732992,0.08616481018157406,0.12111579383113683,0.956140350877193,0.1297709923664122,131,0.75,0.13392857142857142,0.91914908008658,0.12006987582527374,0.09120489849952562,0.12997532693927077,0.9082831098866225,0.22329099760121432,12.875,114
151,222.0,16,0.75,0.125,0.9083333333333333,12.5,12.5,9.75,0.12391232399048188,0.09041579769904824,0.13227000907791567,0.8716216216216216,0.26,200,0.7857142857142857,0.09821428571428571,0.9414705086580086,0.11466200942154363,0.08627431828825784,0.12216214860980693,0.9269663571412983,0.20415331888906754,12.142857142857142,148
152,223.0,16,0.625,0.0625,0.9729166666666667,16.5,16.5,15.6875,0.10007980477835869,0.07402611577234783,0.09980327512205472,0.9381443298969072,0.26515151515151514,264,0.8214285714285714,0.09821428571428571,0.9454883658008658,0.11178329498920679,0.08341666414893785,0.1189605612608429,0.9491814931957202,0.19051351834644067,11.580357142857142,194
153,225.0,16,0.875,0.1875,0.8939393939393939,10.4375,10.4375,7.6875,0.13095865133806517,0.09333509928136788,0.13692473309727243,0.9357142857142857,0.16167664670658682,167,0.7946428571428571,0.09821428571428571,0.950944715007215,0.11174218674445345,0.08228026964915801,0.11708414663200625,0.947489585776894,0.20648187752109645,12.267857142857142,140
154,226.0,16,0.8125,0.0,1.0,11.75,11.75,11.75,0.10152493356014612,0.07567423772065549,0.09815581494364374,0.974025974025974,0.18085106382978725,188,0.7589285714285714,0.11607142857142858,0.9359893578643579,0.11527121208817058,0.08502162218008302,0.11946497467686736,0.9239179985810565,0.22820290458563494,13.0625,154
155,227.0,16,0.8125,0.1875,0.903125,13.1875,13.1875,10.4375,0.1084476143687755,0.07928433210913378,0.11770460376814837,0.9940476190476191,0.2037914691943128,211,0.7589285714285714,0.11607142857142858,0.9374774531024531,0.11235344241316456,0.08352690060044164,0.11450906503530589,0.9386180944913435,0.22121080121162204,13.053571428571429,168
156,229.0,16,0.75,0.0625,0.9861111111111112,13.3125,13.3125,13.1875,0.10674288195801684,0.07706149477997877,0.11361479658387202,0.9627329192546584,0.24413145539906103,213,0.7857142857142857,0.125,0.9288465007215007,0.11307882533919177,0.08469312268908054,0.11655398019224057,0.9217225868485732,0.20449603449685536,12.383928571428571,161
157,230.0,16,0.6875,0.1875,0.8875,13.75,13.75,10.375,0.13523227462334983,0.10535427789804913,0.1377815901451647,0.7911392405063291,0.2818181818181818,220,0.7589285714285714,0.10714285714285714,0.9377480158730158,0.111111833029652,0.08412141346159495,0.11489667016022335,0.92495387936558,0.21945302008898987,12.9375,158
158,232.0,16,0.75,0.125,0.91875,12.4375,12.4375,10.0,0.10348793626543963,0.07995274664155864,0.09757864158698534,0.9745222929936306,0.21105527638190955,199,0.7142857142857143,0.10714285714285714,0.9377480158730158,0.11351655168518988,0.08573071282744,0.11823040801023317,0.9159494208472846,0.2470129383709172,13.982142857142858,157
159,233.0,16,0.8125,0.125,0.9125,11.8125,11.8125,9.1875,0.1051574852605493,0.08218967039282007,0.11411768122059747,0.8198757763975155,0.14814814814814814,189,0.6696428571428571,0.09821428571428571,0.9396825396825397,0.11772439033815922,0.08893555515134151,0.12060205400491317,0.8869163790591407,0.2661624196057065,14.741071428571429,161
160,234.0,16,0.6875,0.0625,0.95625,14.3125,14.3125,13.0,0.1171897051712868,0.08933313468896871,0.125323562873152,0.9583333333333334,0.2663755458515284,229,0.6696428571428571,0.09821428571428571,0.9375,0.11690159045878379,0.08906737042002437,0.11750335664847782,0.880264199832855,0.263693904813248,14.767857142857142,168
161,236.0,16,0.5,0.0,1.0,19.0625,19.0625,19.0625,0.1183579641489113,0.08693933328157087,0.12149197989371238,0.9109947643979057,0.3737704918032787,305,0.6517857142857143,0.10714285714285714,0.9333333333333333,0.11498144516153683,0.087492548834577,0.11516335583475228,0.8796342880205087,0.26199076366374013,15.383928571428571,191
162,237.0,16,0.5,0.125,0.9166666666666666,18.5,18.5,16.0,0.13790248493956095,0.10171822837644433,0.13430612573090828,0.7908163265306123,0.33783783783783783,296,0.6517857142857143,0.11607142857142858,0.930573593073593,0.11977008906288963,0.09139162797609698,0.12200550872990812,0.8639926282852225,0.2658854037533739,15.517857142857142,196
163,239.0,16,0.75,0.0625,0.9708333333333333,13.5,13.5,12.625,0.10098328280238872,0.07798420166075883,0.09192391508882469,0.9161676646706587,0.22685185185185186,216,0.6160714285714286,0.10714285714285714,0.9368235930735931,0.12007405744579157,0.09190317600223089,0.12117636132887075,0.8762616834146723,0.2887172418026032,16.294642857142858,167
164,239.0,16,0.5625,0.25,0.8583333333333333,18.0625,18.0625,13.8125,0.1217912575426211,0.09433052679991752,0.1214015844490859,0.7867298578199052,0.2698961937716263,289,0.6071428571428571,0.125,0.9270021645021645,0.12058800558621166,0.09321407782097876,0.12041423622575854,0.8390246955962891,0.2911397828714325,16.392857142857142,211
165,241.0,16,0.75,0.1875,0.8994318181818182,13.375,13.375,11.4375,0.13700844357490932,0.10724630063219853,0.1454737118530763,0.8650306748466258,0.2383177570093458,214,0.625,0.125,0.9270021645021644,0.12187560565628473,0.09505761906630518,0.12383046038288219,0.8023754809366032,0.27189311614256345,15.910714285714286,163
