training_step,model_version,trajectories,success_rate,frontier_trigger_rate,retained_fraction,mean_env_rounds,mean_full_turns,mean_retained_turns,teacher_entropy,student_entropy,sampled_reverse_kl,valid_action_rate,prompt_truncated_turn_rate,recorded_turns,success_rate_smooth,frontier_trigger_rate_smooth,retained_fraction_smooth,teacher_entropy_smooth,student_entropy_smooth,sampled_reverse_kl_smooth,valid_action_rate_smooth,prompt_truncated_turn_rate_smooth,mean_env_rounds_smooth,real_response_turns
45,64.0,16,0.5625,0.125,0.9166666666666666,16.75,16.75,14.25,0.16583647876805138,0.15264636212610558,0.27713794111230744,0.7005649717514124,0.33955223880597013,268,0.41964285714285715,0.1875,0.887202380952381,0.1765779164469731,0.16430612866479513,0.28769873420060316,0.761335597879432,0.3664070705492847,20.705357142857142,177
46,65.0,16,0.4375,0.0625,0.9604166666666667,20.3125,20.3125,19.125,0.16821449888482776,0.16681157097125393,0.29559667116740934,0.8465346534653465,0.37846153846153846,325,0.44642857142857145,0.16964285714285715,0.8943452380952381,0.1674960565588642,0.15598810540908462,0.2779627926238285,0.7651686695696466,0.3600638588648267,20.151785714285715,202
47,67.0,16,0.375,0.1875,0.86875,22.0625,22.0625,18.125,0.1690148166628795,0.15525979999579737,0.2779300807066892,0.8293838862559242,0.40226628895184136,353,0.44642857142857145,0.16964285714285715,0.8952380952380953,0.15984788453279858,0.14562542608146037,0.261520275071014,0.7687313169679103,0.33927692256888964,20.160714285714285,211
48,68.0,16,0.5,0.25,0.8770833333333333,19.5625,19.5625,16.125,0.15964781863948457,0.14913472040914633,0.2692601405613066,0.6602870813397129,0.33226837060702874,313,0.4732142857142857,0.16071428571428573,0.9020833333333333,0.15404722322920822,0.13935454868111777,0.25597715250916925,0.7713278925206776,0.3400772426969409,19.410714285714285,209
49,70.0,16,0.5625,0.25,0.8458333333333333,17.1875,17.1875,12.5625,0.14523185365466593,0.12711567558019307,0.24957257634250152,0.7589743589743589,0.2909090909090909,275,0.45535714285714285,0.15178571428571427,0.9068452380952381,0.1486794799794547,0.13346028928063383,0.24836502473937802,0.7618925774843989,0.3462048001626353,19.866071428571427,195
50,71.0,16,0.3125,0.125,0.9145833333333333,22.9375,22.9375,20.375,0.12633312112799824,0.10231760312892005,0.19030804375785432,0.7692307692307693,0.2561307901907357,367,0.4732142857142857,0.16071428571428573,0.9023065476190476,0.14417566164586906,0.12604480442641314,0.23798896308320908,0.7354165106739708,0.3406174633117605,19.4375,273
51,73.0,16,0.5625,0.125,0.93125,17.0625,17.0625,15.0,0.14405197486654997,0.12219610855640806,0.2320346139161163,0.834319526627219,0.38095238095238093,273,0.45535714285714285,0.16071428571428573,0.9026041666666667,0.14091344459837796,0.12263655742042194,0.23489798859903452,0.7141553205739182,0.34647927475752105,19.75,169
52,74.0,16,0.4375,0.0625,0.95,19.9375,19.9375,18.4375,0.12826227601977694,0.11138654632271801,0.2238530467237689,0.6345177664974619,0.3824451410658307,319,0.4642857142857143,0.15178571428571427,0.9031994047619049,0.13789245085875454,0.11823584029986504,0.22825183231201943,0.7307027950946842,0.33432536627593906,19.339285714285715,197
53,76.0,16,0.5625,0.125,0.9286458333333334,17.3125,17.3125,15.5,0.13668777054972825,0.1149031769917091,0.22296423957422684,0.6612021857923497,0.33935018050541516,277,0.4375,0.14285714285714285,0.9067708333333332,0.1380589582063351,0.11744204356257539,0.22549798734948703,0.7124688017454834,0.3470526390032118,20.008928571428573,183
54,77.0,16,0.25,0.1875,0.8708333333333333,24.25,24.25,20.375,0.1461792973304419,0.131402070953859,0.25629325931746716,0.6805555555555556,0.44329896907216493,388,0.48214285714285715,0.14285714285714285,0.9067708333333334,0.14107596867000013,0.12050612860469885,0.23149301510792547,0.7113449256216072,0.3543320424292822,19.0,216
55,79.0,16,0.5625,0.1875,0.88125,16.6875,16.6875,13.125,0.13850086246212065,0.1183297005652481,0.222737046552201,0.7761194029850746,0.24719101123595505,267,0.4642857142857143,0.14285714285714285,0.9031994047619047,0.13911911588621143,0.11739514063681777,0.22703099530942142,0.6965520262133232,0.3405393693967664,19.482142857142858,201
56,80.0,16,0.375,0.1875,0.8708333333333333,21.875,21.875,18.0,0.1463974050877298,0.12155909841916543,0.23029566160477474,0.631336405529954,0.38,350,0.4642857142857143,0.15178571428571427,0.8972470238095239,0.14050581058173067,0.11667805235012775,0.22724261898835638,0.7125732976660668,0.33422367697559735,19.669642857142858,217
57,82.0,16,0.625,0.125,0.9145833333333333,15.875,15.875,13.3125,0.14745219437365353,0.1237661984237842,0.23227323806692324,0.7613636363636364,0.30708661417322836,254,0.41964285714285715,0.14285714285714285,0.9023809523809524,0.1392261118980006,0.1137931068578631,0.22176328793765707,0.7232061545397377,0.3337276315598837,20.705357142857142,176
58,83.0,16,0.4375,0.125,0.90625,20.4375,20.4375,17.625,0.13035400538002878,0.10041919278124056,0.20080047532658798,0.7307692307692307,0.28440366972477066,327,0.44642857142857145,0.14285714285714285,0.9011904761904762,0.13717421309568675,0.10869459835577824,0.21364174894990984,0.7222849527256788,0.31716025416776406,20.214285714285715,234
59,85.0,16,0.4375,0.125,0.9083333333333333,21.25,21.25,18.5,0.1379691388884118,0.10636692831588795,0.22533441247631367,0.7466666666666667,0.3382352941176471,340,0.41964285714285715,0.125,0.912797619047619,0.13484889297705896,0.10463332890118977,0.21048290761207428,0.7053260962145834,0.3350033987420296,20.901785714285715,225
60,86.0,16,0.25,0.0625,0.9645833333333333,24.5625,24.5625,23.5,0.12772987976361772,0.09470855854585639,0.1846089222193317,0.735632183908046,0.33587786259541985,393,0.42857142857142855,0.11607142857142858,0.9190476190476191,0.12944294480276805,0.09858285077435787,0.2026324712627075,0.7321358275512868,0.3233480699438437,20.589285714285715,261
61,88.0,16,0.4375,0.1875,0.8625,20.8125,20.8125,16.6875,0.13181600571424498,0.0957125114392651,0.1994424864032366,0.6741071428571429,0.32732732732732733,333,0.39285714285714285,0.10714285714285714,0.9255952380952381,0.1252366684422383,0.09341981074956941,0.1973327987896175,0.7356144917442368,0.327380206876282,21.330357142857142,224
62,89.0,16,0.375,0.0625,0.9625,21.5,21.5,20.375,0.12222362163172612,0.08990081438312875,0.2006251571873523,0.6574074074074074,0.37209302325581395,344,0.38392857142857145,0.125,0.9165674603174603,0.12259600590130494,0.090012038430355,0.19211591721851726,0.7236558621385484,0.31858784589519235,21.535714285714285,216
63,91.0,16,0.4375,0.125,0.9145833333333333,19.6875,19.6875,17.125,0.10855576786769344,0.07920575153134206,0.17534260715920713,0.8190045248868778,0.2984126984126984,315,0.42857142857142855,0.11607142857142858,0.9234126984126984,0.12071029314036603,0.08884007619155339,0.1892861750984047,0.7421992795054951,0.30518915308473477,20.508928571428573,221
64,92.0,16,0.375,0.0625,0.9604166666666667,21.0625,21.0625,19.875,0.11800825984994523,0.08762491825026515,0.1951755307552931,0.7857142857142857,0.3353115727002967,337,0.45535714285714285,0.16071428571428573,0.8969246031746031,0.12309929736635097,0.09054973577690316,0.19248162062736943,0.7567831529822905,0.298910239262319,19.875,224
65,94.0,16,0.375,0.25,0.8430555555555556,21.875,21.875,17.75,0.1118693675934953,0.0765647865467397,0.16428230432888632,0.6470588235294118,0.22285714285714286,350,0.4732142857142857,0.15178571428571427,0.9097222222222222,0.12141864022425719,0.08996690477326043,0.19030650839551405,0.7669910083137722,0.30939336676672313,19.419642857142858,272
66,95.0,16,0.75,0.0625,0.95625,14.0625,14.0625,12.75,0.12476914956183938,0.09816319264427643,0.2055262176355259,0.8764705882352941,0.24444444444444444,225,0.4732142857142857,0.16964285714285715,0.8995405179615705,0.12297531198403729,0.09181921631837293,0.18906533313878873,0.7868968026098104,0.29953952734571854,19.5,170
67,97.0,16,0.4375,0.375,0.7791666666666667,20.125,20.125,13.6875,0.14445290934551233,0.10667617564330494,0.20697704092208472,0.8377192982456141,0.2919254658385093,322,0.5089285714285714,0.16071428571428573,0.9054928989139517,0.12567222594581287,0.09470999972308367,0.19589363944237745,0.7998396590222582,0.29484630842606213,18.839285714285715,228
68,98.0,16,0.5625,0.125,0.9520833333333334,17.625,17.625,16.3125,0.12005140571958851,0.09163269441376605,0.1842167007802491,0.7455621301775148,0.40070921985815605,282,0.5357142857142857,0.16964285714285715,0.8980524227234754,0.12765347657498421,0.0978483400430394,0.19813493300986634,0.7852959104883618,0.2952879468724619,18.178571428571427,169
69,100.0,16,0.375,0.1875,0.8912280701754386,22.0625,22.0625,19.125,0.13312032395018672,0.10286699519891614,0.19193693039027498,0.7967479674796748,0.3031161473087819,353,0.5535714285714286,0.15178571428571427,0.9082706766917293,0.13007041258100754,0.1016692337094495,0.20433918498878564,0.8026333717886713,0.314298669805703,17.6875,246
70,101.0,16,0.6875,0.0625,0.95625,15.0625,15.0625,13.75,0.1274341656001226,0.09944123536431722,0.2231407512843282,0.9096045197740112,0.26556016597510373,241,0.5178571428571429,0.16071428571428573,0.9046992481203008,0.13007780040843372,0.10157041714663151,0.20092575173135385,0.795527955364676,0.32854315547876006,18.428571428571427,177
71,103.0,16,0.5625,0.125,0.9083333333333333,16.4375,16.4375,13.6875,0.13187701425414478,0.10959330048995518,0.21086458572771524,0.6839080459770115,0.33840304182509506,263,0.5267857142857143,0.11607142857142858,0.9294016290726818,0.12742736292966625,0.09937173925560368,0.19759907039132268,0.7942845619069384,0.33462276873335733,18.142857142857142,174
72,104.0,16,0.5,0.125,0.9145833333333333,18.4375,18.4375,15.875,0.12878791963565853,0.1033110422116105,0.2077120681813215,0.7684210526315789,0.3559322033898305,295,0.5267857142857143,0.10714285714285714,0.9349713569638382,0.13043473178200135,0.10101076363467566,0.2002135575791956,0.8149117080401573,0.3229812003310986,18.366071428571427,190
73,106.0,16,0.5,0.125,0.93125,19.25,19.25,17.1875,0.12482086435382268,0.09747147670455052,0.18163218483350346,0.8267326732673267,0.34415584415584416,308,0.5267857142857143,0.11607142857142858,0.9330994897959185,0.13010677669203546,0.10009398213517802,0.2009869428988921,0.8248203964874723,0.3287369783450717,18.464285714285715,202
74,107.0,16,0.5,0.0625,0.9520833333333334,18.125,18.125,16.6875,0.12589984699414006,0.09128543040611016,0.18369027154186626,0.8290155440414507,0.33448275862068966,290,0.5267857142857143,0.125,0.9280399659863946,0.13194817005792536,0.10180569855497999,0.1978957189536186,0.8121476825751934,0.31833853811110685,18.535714285714285,193
75,109.0,16,0.5625,0.0625,0.9910714285714286,19.1875,19.1875,19.0625,0.1411029876859342,0.10310586506727001,0.20251811109535953,0.8899521531100478,0.31921824104234525,307,0.5357142857142857,0.13392857142857142,0.925063775510204,0.13370198078983025,0.1007123399987193,0.1930052215810816,0.8440146394621983,0.31256084408944595,18.375,209
76,110.0,16,0.375,0.25,0.878125,22.75,22.75,19.1875,0.13082463832042546,0.09644952470243245,0.19735062762815062,0.8661087866108786,0.3434065934065934,364,0.5625,0.16071428571428573,0.9123086734693878,0.13709554330122775,0.10303728998068781,0.19371081932731987,0.8575179408629082,0.2928925247843228,17.991071428571427,239
77,112.0,16,0.6875,0.125,0.9208333333333333,15.5625,15.5625,13.1875,0.1403239191613518,0.11142325030293113,0.20150218366741385,0.8208955223880597,0.1927710843373494,249,0.5892857142857143,0.14285714285714285,0.9221301020408162,0.13792184393896817,0.10348796884871095,0.19464263844899785,0.872231806071823,0.2701591222523048,17.267857142857142,201
78,113.0,16,0.625,0.1875,0.8875,15.3125,15.3125,11.9375,0.14415368937747913,0.10193979059613031,0.1766311041199561,0.9069767441860465,0.2979591836734694,245,0.5803571428571429,0.14285714285714285,0.9248086734693877,0.13865463109239254,0.10483342567298289,0.19414148496821573,0.8779341624708945,0.2699949186398253,17.4375,172
79,115.0,16,0.6875,0.3125,0.825297619047619,15.75,15.75,11.25,0.1525428572154409,0.11958569208539006,0.21265125240498958,0.8629441624365483,0.21825396825396826,252,0.6071428571428571,0.15178571428571427,0.9126913265306121,0.13576710216005514,0.10449535730619532,0.19074586473358437,0.8868985266984167,0.26936585775017813,16.625,197
80,116.0,16,0.6875,0.0,1.0,14.1875,14.1875,14.1875,0.13060496881800565,0.10062622878071248,0.18815491868524908,0.9297297297297298,0.18502202643171806,227,0.6607142857142857,0.125,0.9241496598639455,0.1355426386149802,0.10508834365004335,0.18968581991550448,0.9023392069521622,0.26297099211161495,15.348214285714286,185
81,118.0,16,0.4375,0.0625,0.9708333333333333,19.3125,19.3125,18.4375,0.13102935706811064,0.10070362817601371,0.18018219717639142,0.8689320388349514,0.3333333333333333,309,0.6517857142857143,0.11607142857142858,0.9286139455782312,0.13494755772206984,0.10357176400517684,0.18638370407832558,0.905326690840228,0.277949272580429,15.375,206
82,119.0,16,0.75,0.125,0.90625,13.5,13.5,10.6875,0.12089028515957247,0.10073938649975711,0.1787487694529399,0.9527027027027027,0.3148148148148148,216,0.6428571428571429,0.09821428571428571,0.9381377551020409,0.13182351965443087,0.10205195789683463,0.18359208528477286,0.8990668552046274,0.2798971324697263,15.651785714285714,148
