diagnostics_step,model_version,source,diagnostics_top_k,row_count,trajectory_count,complete_step,success_count,success_denominator,success_rate,timeout_rate,lost_rate,mean_env_rounds,valid_action_rate,response_tokens_total,mean_response_tokens,student_entropy_topk_mean,teacher_entropy_topk_mean,entropy_teacher_minus_student,student_surprisal_mean,teacher_surprisal_mean,surprisal_teacher_minus_student,sampled_forward_kl_mean,sampled_forward_kl_token_weighted,sampled_forward_kl_sum_mean_per_trajectory,sampled_reverse_kl_mean,sampled_reverse_kl_token_weighted,student_topk_mass_mean,teacher_topk_mass_mean,topk_mass_student_minus_teacher,rollout_success_rate_from_log,rollout_timeout_rate_from_log,rollout_rounds_mean_from_log,rollout_wait_explore_step_sec,rollout_run_execution_mean_sec,rollout_task_execution_mean_sec,experience_pipeline_total_sec
11,15,train,16,208,16,True,8,16,0.5,0.5,0.0,18.6875,0.6057692307692307,15085.0,72.52403846153847,0.11414199815223383,0.1268460115182881,0.012704013366054256,0.11312706854958186,0.33497615636478967,0.2218490878152078,0.22184908781520776,0.20632084141598664,194.52186829750994,0.22184908781520776,0.20632084141598664,0.999793232065771,0.9998099284625421,-1.6696396771154198e-05,0.5,,18.6875,95.27467107772827,51.52702422440052,51.543925777077675,0.6907856464385986
12,16,train,16,251,16,True,4,16,0.25,0.75,0.0,23.75,0.7250996015936255,16608.0,66.16733067729083,0.10768553161889136,0.12355252422591624,0.015866992607024885,0.1069579954231363,0.30381531279201407,0.19685731736887777,0.19685731736887793,0.19780919317780749,205.32594251856412,0.19685731736887793,0.19780919317780749,0.9998303344090469,0.9998115918289346,1.874258011225205e-05,0.25,,23.75,145.81871509552002,88.04748514294624,88.06754471361637,0.6712124347686768
13,18,train,16,200,16,True,6,16,0.375,0.625,0.0,20.625,0.775,12859.0,64.295,0.12939066002203317,0.15217763141802573,0.02278697139599256,0.14605671115913846,0.43314247185603966,0.28708576069690117,0.2870857606969013,0.25825920004630665,207.55969083721592,0.2870857606969013,0.25825920004630665,0.999684368822369,0.9997029608052188,-1.8591982849813782e-05,0.375,,20.625,144.12171626091003,69.17388565838337,69.19290348887444,0.7652249336242676
14,19,train,16,242,16,True,6,16,0.375,0.625,0.0,22.6875,0.7768595041322314,14708.0,60.77685950413223,0.12715317805496446,0.1487397788571684,0.021586600802203953,0.13082363574558484,0.37176736277879824,0.2409437270332134,0.2409437270332131,0.24031756386909267,220.91192058666343,0.2409437270332131,0.24031756386909267,0.9997402505540861,0.9997644211932181,-2.4170639131959604e-05,0.375,,22.6875,145.04691815376282,76.12849596142769,76.14860191941261,0.7731325626373291
15,21,train,16,282,16,True,2,16,0.125,0.875,0.0,27.875,0.8368794326241135,17313.0,61.3936170212766,0.08956358993295362,0.13129019675335624,0.04172660682040262,0.09261013774298547,0.2939676044533512,0.2013574667103657,0.2013574667103658,0.20611556978452672,223.02992872996947,0.2013574667103658,0.20611556978452672,0.99989031838409,0.9997633512405376,0.00012696714355242555,0.125,,27.875,147.50936555862427,107.135661393404,107.15868861973286,0.8337349891662598
16,22,train,16,227,16,True,6,16,0.375,0.625,0.0,22.0625,0.7929515418502202,15059.0,66.33920704845815,0.10993979573854545,0.14055782997232527,0.030618034233779817,0.11054119844560764,0.35084592654513,0.24030472809952239,0.2403047280995223,0.2433124025691396,229.00259189304217,0.2403047280995223,0.2433124025691396,0.9998548989347039,0.9997867389315801,6.816000312381831e-05,0.375,,22.0625,116.49438905715942,68.6740363240242,68.69373500347137,0.7264578342437744
17,24,train,16,226,16,True,6,16,0.375,0.625,0.0,20.875,0.584070796460177,15494.0,68.5575221238938,0.08278717171961497,0.12076080753074167,0.0379736358111267,0.08014049465653872,0.2836526206455679,0.20351212598902918,0.2035121259890294,0.20168655216386897,195.30821495168652,0.2035121259890294,0.20168655216386897,0.9999066188769896,0.9998225648468554,8.405403013422852e-05,0.375,,20.875,119.0007393360138,64.3827865421772,64.4011716991663,0.647913932800293
18,25,train,16,214,16,True,7,16,0.4375,0.5625,0.0,19.9375,0.822429906542056,13472.0,62.953271028037385,0.10541883888183008,0.14180971564769482,0.036390876765864735,0.10777692112391732,0.34445987176942316,0.23668295064550585,0.23668295064550582,0.2404997657255807,202.50080274093898,0.23668295064550582,0.2404997657255807,0.9999075155180164,0.9997787106841631,0.0001288048338532466,0.4375,,19.9375,106.9807915687561,54.384163320064545,54.402747109532356,0.6003613471984863
19,27,train,16,212,16,True,4,16,0.25,0.75,0.0,23.9375,0.7783018867924528,14363.0,67.75,0.09860066466231712,0.127960733915972,0.02936006925365489,0.10320407482633219,0.3206455552443974,0.2174414804180652,0.21744148041806535,0.20640551684233935,185.28765240040758,0.21744148041806535,0.20640551684233935,0.9998979169210914,0.9998559179879619,4.1998933129505645e-05,0.25,,23.9375,126.60379791259766,85.25705336034298,85.27794142067432,0.739661693572998
20,28,train,16,222,16,True,8,16,0.5,0.5,0.0,18.625,0.6936936936936937,16406.0,73.90090090090091,0.11129722502735787,0.1379403033451241,0.026643078317766244,0.11259177751268652,0.3366870892253044,0.22409531171261787,0.22409531171261815,0.21833780638262348,223.87812821958258,0.22409531171261815,0.21833780638262348,0.999858288817905,0.9998178187152468,4.047010265817441e-05,0.5,,18.625,120.11716961860657,57.018584832549095,57.03579618036747,0.5503408908843994
21,30,train,16,208,16,True,8,16,0.5,0.5,0.0,18.5,0.6394230769230769,13559.0,65.1875,0.10267547470281861,0.13916561933143037,0.03649014462861176,0.09941715826741224,0.3452978226315776,0.24588066436416536,0.24588066436416525,0.2471358176958596,209.4321595086349,0.24588066436416525,0.2471358176958596,0.999900339288006,0.9998179712616404,8.236802636563123e-05,0.5,,18.5,123.59269380569458,53.54120272397995,53.558245941996574,0.5868091583251953
22,31,train,16,243,16,True,7,16,0.4375,0.5625,0.0,21.5625,0.7777777777777778,16429.0,67.60905349794238,0.1164951590305434,0.14421226945903712,0.027717110428493716,0.11751951438383706,0.3244439815630423,0.20692446717920526,0.20692446717920565,0.22030408741667423,226.2109907605338,0.20692446717920565,0.22030408741667423,0.9998102840810135,0.9997023661480067,0.00010791793300679586,0.4375,,21.5625,120.90514183044434,68.87618725001812,68.8950355052948,0.8854231834411621
23,33,train,16,232,16,True,4,16,0.25,0.75,0.0,24.0,0.6508620689655172,16630.0,71.68103448275862,0.1377522839584046,0.16884514553708138,0.031092861578676773,0.1395505711033932,0.39865275962906666,0.25910218852567346,0.2591021885256733,0.2659941539171077,276.4676737275938,0.2591021885256733,0.2659941539171077,0.9997293774368662,0.99966161277739,6.776465947622157e-05,0.25,,24.0,142.92327165603638,89.27617336809635,89.29675307869911,0.8580775260925293
24,34,train,16,220,16,True,7,16,0.4375,0.5625,0.0,19.5,0.6227272727272727,14308.0,65.03636363636363,0.13351408555404037,0.1555164891792271,0.02200240362518674,0.1355354072631102,0.3724814801426907,0.23694607287958053,0.23694607287958053,0.2353164976617269,210.43177803399934,0.23694607287958053,0.2353164976617269,0.9998027567702475,0.9997671118383659,3.564493188168427e-05,0.4375,,19.5,132.8179268836975,61.45279288291931,61.47014869749546,0.6387584209442139
25,36,train,16,204,16,True,8,16,0.5,0.5,0.0,19.625,0.7009803921568627,12930.0,63.38235294117647,0.13964668026914084,0.16478716028613163,0.02514048001699079,0.14059226243045808,0.3760121240482672,0.23541986161780915,0.23541986161780892,0.2347220923842996,189.68479090806213,0.23541986161780892,0.2347220923842996,0.9998272100701504,0.9997593815759589,6.782849419151304e-05,0.5,,19.625,123.29823613166809,61.82311353087425,61.84078845381737,0.6110818386077881
26,37,train,16,204,16,True,11,16,0.6875,0.3125,0.0,16.25,0.8578431372549019,13284.0,65.11764705882354,0.10182343742990176,0.11748041076954858,0.01565697333964683,0.10189715964249264,0.3021933767022034,0.2002962170597108,0.20029621705971073,0.2031908941086074,168.69923983367121,0.20029621705971073,0.2031908941086074,0.9999388394381437,0.9998942366481509,4.4602789992742586e-05,0.6875,,16.25,91.67815685272217,40.70921005308628,40.72428238391876,0.5068752765655518
27,39,train,16,164,16,True,9,16,0.5625,0.4375,0.0,15.9375,0.7682926829268293,10224.0,62.34146341463415,0.1353861452988869,0.16656804913740644,0.031181903838519542,0.1332600506013409,0.37553392433977384,0.24227387373843293,0.2422738737384328,0.2483376268933113,158.6877435848259,0.2422738737384328,0.2483376268933113,0.9998296388593259,0.999644558672812,0.00018508018651386404,0.5625,,15.9375,87.77149534225464,40.114618107676506,40.12963326275349,0.5445406436920166
28,40,train,16,223,16,True,6,16,0.375,0.625,0.0,21.8125,0.7757847533632287,14453.0,64.81165919282512,0.12346838429503465,0.14567063354050247,0.02220224924546782,0.12320040554537755,0.33601476477160247,0.21281435922622494,0.2128143592262249,0.21545685263814385,194.6248681986933,0.2128143592262249,0.21545685263814385,0.9998121700448374,0.9997663282467876,4.584179804978383e-05,0.375,,21.8125,138.80800914764404,78.55647483468056,78.57579962909222,0.8449685573577881
29,42,train,16,220,16,True,8,16,0.5,0.5,0.0,18.4375,0.6681818181818182,14963.0,68.01363636363637,0.11912681304743386,0.14332575780858772,0.024198944761153862,0.12110906037241169,0.34228917655238145,0.22118011617996974,0.2211801161799695,0.22166483133708265,207.2981794560479,0.2211801161799695,0.22166483133708265,0.9998689903666856,0.9997904749785393,7.851538814629411e-05,0.5,,18.4375,114.29268097877502,57.84392111003399,57.86106698215008,0.6068525314331055
30,43,train,16,165,16,True,9,16,0.5625,0.4375,0.0,16.375,0.8242424242424242,10827.0,65.61818181818182,0.12580909933203044,0.14494196639307863,0.019132867061048192,0.13193963971455835,0.37262775581309976,0.2406881160985414,0.2406881160985413,0.23777754453209973,160.90109216556522,0.2406881160985413,0.23777754453209973,0.9998725362151641,0.9998035657343128,6.897048085130475e-05,0.5625,,16.375,117.11293578147888,45.84066213667393,45.856196984648705,0.5085909366607666
31,45,train,16,211,16,True,7,16,0.4375,0.5625,0.0,20.4375,0.9004739336492891,13949.0,66.1090047393365,0.10677690434395486,0.13598981997942458,0.029212915635469724,0.10711767395689839,0.313658416143197,0.20654074218629861,0.20654074218629825,0.19996869974163792,174.33521204350674,0.20654074218629825,0.19996869974163792,0.999903776604485,0.9997855608063282,0.00011821579815685102,0.4375,,20.4375,116.0017478466034,67.16401940584183,67.18259620666504,0.6225121021270752
32,46,train,16,176,16,True,12,16,0.75,0.25,0.0,13.8125,0.7329545454545454,11156.0,63.38636363636363,0.09428064547170867,0.110551475035664,0.016270829563955327,0.09485427675626931,0.2621634763106144,0.16730919955434506,0.1673091995543451,0.17175259679499477,119.75449811531011,0.1673091995543451,0.17175259679499477,0.9999281798971709,0.9999028551663508,2.5324730820064367e-05,0.75,,13.8125,112.89214944839478,40.1228051930666,40.13688072562218,0.42391371726989746
33,48,train,16,227,16,True,6,16,0.375,0.625,0.0,21.6875,0.5814977973568282,15407.0,67.87224669603525,0.1286627757321158,0.15988911768001077,0.031226341947894976,0.13228630216724416,0.3546501901541464,0.22236388798690224,0.2223638879869025,0.21833264520277454,210.24069153994662,0.2223638879869025,0.21833264520277454,0.9998547903000257,0.9996944906917875,0.00016029960823815692,0.375,,21.6875,109.9851930141449,64.7689513117075,64.78806573152542,0.7857398986816406
34,49,train,16,189,16,True,8,16,0.5,0.5,0.0,18.875,0.8888888888888888,11417.0,60.407407407407405,0.11320489114844605,0.1384743107265754,0.02526941957812935,0.1142502424790411,0.3285007454226377,0.2142505029435966,0.21425050294359643,0.2171723693954363,154.96605883673095,0.21425050294359643,0.2171723693954363,0.9999040971075944,0.9998462164864756,5.7880621118777675e-05,0.5,,18.875,120.29121828079224,55.654303058981895,55.67150890827179,0.6686556339263916
35,51,train,16,252,16,True,6,16,0.375,0.625,0.0,23.0,0.7738095238095238,16814.0,66.72222222222223,0.11606453138264343,0.14401571179744763,0.027951180414804197,0.11802273242228391,0.3206659428878753,0.20264321046559142,0.20264321046559133,0.20092628679144225,211.1484116319568,0.20264321046559133,0.20092628679144225,0.9998530266382705,0.9997282814228028,0.00012474521546768091,0.375,,23.0,118.0870909690857,75.52001990377903,75.54055505990982,0.7337303161621094
36,52,train,16,202,16,True,8,16,0.5,0.5,0.0,18.875,0.8465346534653465,12442.0,61.59405940594059,0.1366636306746416,0.15536667216637537,0.01870304149173377,0.13809982298114437,0.37430208682155325,0.23620226384040888,0.2362022638404088,0.2357570214510585,183.33055380587936,0.2362022638404088,0.2357570214510585,0.9998171379747431,0.9997648578925666,5.2280082176503484e-05,0.5,,18.875,142.21568322181702,61.006121307611465,61.02358166873455,0.5891430377960205
37,54,train,16,208,16,True,6,16,0.375,0.625,0.0,20.9375,0.6682692307692307,13245.0,63.67788461538461,0.12949976542417582,0.15872846397011028,0.02922869854593446,0.13227612295011645,0.33894365073666916,0.2066675277865527,0.2066675277865529,0.21184357315280164,175.36675790055367,0.2066675277865529,0.21184357315280164,0.9998085967101648,0.999755564418372,5.303229179276503e-05,0.375,,20.9375,117.93735980987549,65.11158514022827,65.13013754785061,0.6828746795654297
38,55,train,16,218,16,True,6,16,0.375,0.625,0.0,21.1875,0.8211009174311926,12872.0,59.04587155963303,0.12629724555776098,0.14746701257061767,0.021169767012856694,0.13099246748551815,0.3450508402319971,0.21405837274647896,0.21405837274647868,0.22244908648529269,178.96029007741794,0.21405837274647868,0.22244908648529269,0.999883894672328,0.9997861412409041,9.775343142381931e-05,0.375,,21.1875,137.81467127799988,66.27922227978706,66.29852257668972,0.6555514335632324
39,57,train,16,254,16,True,6,16,0.375,0.625,0.0,22.5625,0.7519685039370079,15210.0,59.881889763779526,0.1193186704446706,0.14689187262175346,0.027573202177082867,0.12349710581408628,0.3278748770041445,0.20437777119005823,0.20437777119005845,0.20712712402191918,196.9002222733369,0.20437777119005845,0.20712712402191918,0.9998811396641748,0.9997951898557893,8.594980838549926e-05,0.375,,22.5625,146.9168417453766,80.41978894174099,80.43950581550598,0.6590490341186523
40,58,train,16,188,16,True,9,16,0.5625,0.4375,0.0,17.1875,0.8085106382978723,11479.0,61.058510638297875,0.10519803787468524,0.12526696678780344,0.020068928913118206,0.10616530823076104,0.3090900387232249,0.20292473049246385,0.20292473049246373,0.20337361079275834,145.90785489312952,0.20292473049246373,0.20337361079275834,0.9999253178163089,0.9998744288255796,5.0888990729247574e-05,0.5625,,17.1875,119.2004907131195,51.26942925155163,51.285450309515,0.5426070690155029
41,60,train,16,270,16,True,5,16,0.3125,0.6875,0.0,24.25,0.7185185185185186,16989.0,62.922222222222224,0.11251538694558769,0.14039294548548034,0.027877558539892655,0.11466396619660692,0.30875540064028884,0.19409143444368193,0.19409143444368204,0.19799207340022396,210.23045843727525,0.19409143444368204,0.19799207340022396,0.9998773445412976,0.9997415542549698,0.0001357902863278193,0.3125,,24.25,140.82401323318481,83.06202526390553,83.08293308317661,0.8800508975982666
42,61,train,16,214,16,True,7,16,0.4375,0.5625,0.0,20.0,0.7990654205607477,13813.0,64.54672897196262,0.0904477940183748,0.11562002738617688,0.025172233367802083,0.09114824157583101,0.2575632438576099,0.1664150022817789,0.16641500228177872,0.17302077928811105,149.37100151916746,0.16641500228177872,0.17302077928811105,0.9999288692534635,0.9998581637920705,7.070546139298362e-05,0.4375,,20.0,114.79873919487,57.947115540504456,57.96517162024975,0.6684646606445312
43,63,train,16,176,16,True,10,16,0.625,0.375,0.0,15.5625,0.8011363636363636,10308.0,58.56818181818182,0.12855930419803496,0.14999153753325364,0.02143223333521868,0.1281478071919415,0.36854937689421674,0.24040156970227525,0.2404015697022752,0.2465947700043551,158.86868057530575,0.2404015697022752,0.2465947700043551,0.9999051310257666,0.999831155022741,7.397600302561091e-05,0.625,,15.5625,91.97740864753723,41.51659753918648,41.53199464082718,0.5479340553283691
44,64,train,16,190,16,True,9,16,0.5625,0.4375,0.0,18.25,0.9105263157894737,11165.0,58.76315789473684,0.10474773018723395,0.1258275516606183,0.021079821473384344,0.10623219631702689,0.29288199903814743,0.18664980272112053,0.1866498027211206,0.19360274271063144,135.09841389776247,0.1866498027211206,0.19360274271063144,0.9999174465311675,0.9998772828838802,4.0163647287316806e-05,0.5625,,18.25,100.27196645736694,52.750378742814064,52.767397463321686,0.5828022956848145
45,66,train,16,167,16,True,11,16,0.6875,0.3125,0.0,13.875,0.8263473053892215,10861.0,65.03592814371258,0.10796408339477316,0.1295967978570172,0.021632714462244032,0.10508777012587066,0.305975474908598,0.20088770478272733,0.20088770478272705,0.20931382027169435,142.08483762317957,0.20088770478272705,0.20931382027169435,0.9999142829969924,0.9998480000496976,6.628294729471573e-05,0.6875,,13.875,90.36944508552551,35.14841811358929,35.16226464509964,0.6414079666137695
46,67,train,16,187,16,True,9,16,0.5625,0.4375,0.0,16.625,0.6898395721925134,11825.0,63.23529411764706,0.12407501833127653,0.1526964705353881,0.028621452204111567,0.127721539081029,0.3339711228918651,0.20624958381083608,0.20624958381083594,0.2046646325710894,151.25995500957075,0.20624958381083594,0.2046646325710894,0.9998378837318024,0.9997309597589439,0.00010692397285849697,0.5625,,16.625,114.4923985004425,49.08471842110157,49.10026481747627,0.5109457969665527
47,68,train,16,206,16,True,7,16,0.4375,0.5625,0.0,19.9375,0.8446601941747572,13328.0,64.69902912621359,0.11061346990910748,0.13857206059288776,0.027958590683780288,0.11099609075912868,0.3192007540170614,0.2082046632579327,0.208204663257933,0.20834444088423362,173.55091925656671,0.208204663257933,0.20834444088423362,0.9999150647275729,0.9998200098428806,9.505488469230272e-05,0.4375,,19.9375,145.4133174419403,73.02612826228142,73.0439532995224,0.5887942314147949
48,70,train,16,155,16,True,13,16,0.8125,0.1875,0.0,11.75,0.8516129032258064,10295.0,66.41935483870968,0.12532743713049269,0.14921888712418968,0.023891449993696995,0.12700493381581626,0.36069888354689333,0.23369394973107707,0.23369394973107674,0.2320138848581144,149.28643403839294,0.23369394973107674,0.2320138848581144,0.9999070544700775,0.9998083110761024,9.874339397519805e-05,0.8125,,11.75,65.3486897945404,27.422605738043785,27.43502175807953,0.4014713764190674
49,71,train,16,166,16,True,12,16,0.75,0.25,0.0,13.125,0.963855421686747,9898.0,59.626506024096386,0.11496440332948722,0.1326545006741229,0.017690097344635683,0.11253572214540095,0.3058830641799962,0.19334734203459528,0.19334734203459508,0.1982413437820857,122.63705129719276,0.19334734203459508,0.1982413437820857,0.999924592042825,0.999880100258092,4.4491784732980655e-05,0.75,,13.125,87.4750611782074,32.8070929646492,32.82054261863232,0.43657684326171875
50,73,train,16,244,16,True,8,16,0.5,0.5,0.0,19.1875,0.7377049180327869,15764.0,64.60655737704919,0.09937413506399802,0.12220120598126291,0.022827070917264894,0.09988975878970412,0.2869969367803293,0.18710717799062515,0.18710717799062523,0.1869703508012541,184.21253812693573,0.18710717799062523,0.1869703508012541,0.9999275661204937,0.9998555364858979,7.202963459584932e-05,0.5,,19.1875,121.29819631576538,60.67812378704548,60.69522522389889,0.554027795791626
51,74,train,16,174,16,True,11,16,0.6875,0.3125,0.0,15.5,0.8620689655172413,10689.0,61.43103448275862,0.10968026786694841,0.12789719187245052,0.018216924005502108,0.10784810516814956,0.30355765825182757,0.195709553083678,0.19570955308367816,0.19917687978437534,133.0626042509493,0.19570955308367816,0.19917687978437534,0.9999393794468917,0.9998713982243824,6.798122250928351e-05,0.6875,,15.5,94.38461232185364,41.8295476436615,41.84467189013958,0.48340940475463867
52,76,train,16,173,16,True,11,16,0.6875,0.3125,0.0,14.1875,0.8728323699421965,11057.0,63.91329479768786,0.11164510691079459,0.1395168505828093,0.027871743672014712,0.11159346954156085,0.2936957275270614,0.18210225798550056,0.18210225798550053,0.19406526258855858,134.11122552760577,0.18210225798550053,0.19406526258855858,0.9998598657778588,0.9997544905534498,0.00010537522440901004,0.6875,,14.1875,87.47772026062012,36.899040684103966,36.91348549723625,0.47412610054016113
53,77,train,16,162,16,True,12,16,0.75,0.25,0.0,13.3125,0.9259259259259259,10256.0,63.30864197530864,0.10998921254933865,0.1339909478626164,0.024001735313277747,0.10696264573669224,0.2994940219909078,0.19253137625421557,0.19253137625421554,0.19050007087922752,122.1105454335848,0.19253137625421554,0.19050007087922752,0.999930324654929,0.9998031005517477,0.0001272241031813337,0.75,,13.3125,84.56643891334534,32.94859433174133,32.962089225649834,0.4373338222503662
54,79,train,16,161,16,True,10,16,0.625,0.375,0.0,15.75,0.7950310559006211,10731.0,66.65217391304348,0.09726320823319931,0.11462019431851617,0.017356986085316856,0.09206377171761612,0.27860947679685955,0.18654570507924342,0.18654570507924326,0.1863058413806929,124.95299899101336,0.18654570507924326,0.1863058413806929,0.9999650184388175,0.9999153348265432,4.96836122743094e-05,0.625,,15.75,121.30244541168213,45.472734689712524,45.48770497739315,0.5862617492675781
55,80,train,16,195,16,True,10,16,0.625,0.375,0.0,15.75,0.8,12131.0,62.21025641025641,0.09563361110091191,0.12361932015032563,0.02798570904941372,0.09570506846378819,0.27904476220264884,0.18333969373886067,0.18333969373886036,0.18911821206843246,143.3870644126347,0.18333969373886036,0.18911821206843246,0.9999624814962967,0.9998958790591764,6.660243712031111e-05,0.625,,15.75,112.39298057556152,44.10980466008186,44.12518538534641,0.6401300430297852
56,82,train,16,195,16,True,8,16,0.5,0.5,0.0,19.0,0.7384615384615385,13287.0,68.13846153846154,0.10472861261013752,0.12202652999378572,0.017297917383648193,0.1047527992964285,0.27876406712039925,0.17401126782397075,0.17401126782397064,0.17738242620120478,147.305018558463,0.17401126782397064,0.17738242620120478,0.9999317076140722,0.9998506350721739,8.107254189837487e-05,0.5,,19.0,118.88890814781189,60.734597355127335,60.75203050673008,0.6620292663574219
57,83,train,16,158,16,True,11,16,0.6875,0.3125,0.0,14.625,0.8544303797468354,9350.0,59.177215189873415,0.09921307359056396,0.12773202574230713,0.028518952151743174,0.09770055183588372,0.2648322014385017,0.167131649602618,0.16713164960261795,0.16933340724746773,98.95420986023899,0.16713164960261795,0.16933340724746773,0.9999524083724555,0.9998932397499626,5.91686224928889e-05,0.6875,,14.625,98.38968229293823,39.81653840839863,39.83075188100338,0.518136739730835
58,85,train,16,192,16,True,11,16,0.6875,0.3125,0.0,15.0625,0.7291666666666666,12249.0,63.796875,0.09103933685896298,0.1128274561850308,0.02178811932606782,0.0898863112225672,0.25201233842386483,0.16212602720129765,0.16212602720129757,0.1657537445502103,126.89485106222035,0.16212602720129757,0.1657537445502103,0.9999263022670198,0.9998820961820782,4.420608494160039e-05,0.6875,,15.0625,79.46333050727844,37.17873151600361,37.1933528482914,0.5163023471832275
