trainer_step,actor/final_loss,method,final_loss_rolling_mean_11
240,0.015956349321641028,TCOD F2B,0.015917705596458612
241,0.018299307984610397,TCOD F2B,0.016527819140424893
242,0.007885311468271539,TCOD F2B,0.018541769590926207
243,0.008480795940562934,TCOD F2B,0.017798867255735474
244,0.015510402786146318,TCOD F2B,0.015632909470580734
245,0.009705421317266882,TCOD F2B,0.015194549109833215
246,0.026381619391031563,TCOD F2B,0.015118369088652434
247,0.03252778109163046,TCOD F2B,0.014764931433545993
248,0.01831482384087784,TCOD F2B,0.015624883929205299
249,0.0076788658347636965,TCOD F2B,0.01664546792758278
250,0.006399361231362693,TCOD F2B,0.01683464545115552
1,0.1356643484905362,Adaptive v1 (tau=0.1),0.06664502796801654
2,0.10842733904719352,Adaptive v1 (tau=0.1),0.05990525862984198
3,0.04979532561264932,Adaptive v1 (tau=0.1),0.05941087229961521
4,0.02567047420465811,Adaptive v1 (tau=0.1),0.055411141089953486
5,0.04511301778256893,Adaptive v1 (tau=0.1),0.05209697849820751
6,0.035199662670493126,Adaptive v1 (tau=0.1),0.054482328240579705
7,0.019466642600794632,Adaptive v1 (tau=0.1),0.05122982569283336
8,0.05595016798802784,Adaptive v1 (tau=0.1),0.04374566942062859
9,0.023413291412659666,Adaptive v1 (tau=0.1),0.04077636096389309
10,0.022269515172493728,Adaptive v1 (tau=0.1),0.0431046002778587
11,0.07833582566430171,Adaptive v1 (tau=0.1),0.04246772829846556
12,0.0998868204653263,Adaptive v1 (tau=0.1),0.04429796400266463
13,0.026101620052941144,Adaptive v1 (tau=0.1),0.045442184133276775
14,0.017132932588558768,Adaptive v1 (tau=0.1),0.042320618882379216
15,0.051281106658279896,Adaptive v1 (tau=0.1),0.04184046180296472
16,0.03810742600924439,Adaptive v1 (tau=0.1),0.04336725241340233
17,0.05533225541668279,Adaptive v1 (tau=0.1),0.03921945586043539
18,0.032053064037528306,Adaptive v1 (tau=0.1),0.03411722917320299
19,0.02161295022815466,Adaptive v1 (tau=0.1),0.03463800762550203
20,0.01813156353910017,Adaptive v1 (tau=0.1),0.0370274765258019
21,0.039064211887307465,Adaptive v1 (tau=0.1),0.03342922865873267
22,0.03271006358166536,Adaptive v1 (tau=0.1),0.031498042609063456
23,0.04376232690576996,Adaptive v1 (tau=0.1),0.02783695901394606
24,0.03183018302823055,Adaptive v1 (tau=0.1),0.027090926163919005
25,0.04341709049185738,Adaptive v1 (tau=0.1),0.02655231389008309
26,0.011700380120518357,Adaptive v1 (tau=0.1),0.02673935571906338
27,0.016864379462883033,Adaptive v1 (tau=0.1),0.023949174636386995
28,0.015060335870391451,Adaptive v1 (tau=0.1),0.02502096857880493
29,0.023846702687230638,Adaptive v1 (tau=0.1),0.02342194678095562
30,0.015688215215959644,Adaptive v1 (tau=0.1),0.024614496894847116
31,0.020189023657883352,Adaptive v1 (tau=0.1),0.022696717898985395
32,0.008372219977867227,Adaptive v1 (tau=0.1),0.02417319133546703
33,0.04449979694826262,Adaptive v1 (tau=0.1),0.027261512401073055
34,0.026173087129427584,Adaptive v1 (tau=0.1),0.026732439653815422
35,0.044948234281037,Adaptive v1 (tau=0.1),0.025683552227005548
36,0.02232152153737843,Adaptive v1 (tau=0.1),0.026619632127114302
37,0.027941587921816335,Adaptive v1 (tau=0.1),0.02690759207458142
38,0.05083591118454933,Adaptive v1 (tau=0.1),0.030127266304085375
39,0.009240535650557527,Adaptive v1 (tau=0.1),0.028970375834070895
40,0.012308940992321974,Adaptive v1 (tau=0.1),0.028752578832114826
41,0.02598509411715592,Adaptive v1 (tau=0.1),0.02585992924616218
42,0.023356583080021663,Adaptive v1 (tau=0.1),0.02805251704651033
43,0.04378863650241068,Adaptive v1 (tau=0.1),0.027127009296095052
44,0.03177400177810341,Adaptive v1 (tau=0.1),0.02495166390479657
45,0.023777320107910782,Adaptive v1 (tau=0.1),0.026501648627646344
46,0.013129088835557922,Adaptive v1 (tau=0.1),0.028206487119444453
47,0.04643998734120812,Adaptive v1 (tau=0.1),0.027434775537505895
48,0.017761002667248248,Adaptive v1 (tau=0.1),0.030349215202596015
49,0.026907111880266003,Adaptive v1 (tau=0.1),0.028348832871582873
50,0.026290367601905017,Adaptive v1 (tau=0.1),0.028642685882432104
51,0.03106216440210119,Adaptive v1 (tau=0.1),0.027464144289233272
52,0.0174962667158318,Adaptive v1 (tau=0.1),0.028336829022127683
53,0.05541541939601302,Adaptive v1 (tau=0.1),0.02791231038515558
54,0.02178443086126612,Adaptive v1 (tau=0.1),0.029094982450647792
55,0.03500638489744493,Adaptive v1 (tau=0.1),0.02850294757461079
56,0.010813362582723585,Adaptive v1 (tau=0.1),0.02779884754024651
57,0.022728620897396468,Adaptive v1 (tau=0.1),0.029132286308146883
58,0.041770282334515026,Adaptive v1 (tau=0.1),0.03107943044702117
59,0.030770395387662575,Adaptive v1 (tau=0.1),0.02809131775772895
60,0.020394728243858976,Adaptive v1 (tau=0.1),0.029169249590058254
61,0.018545267223897908,Adaptive v1 (tau=0.1),0.026805899440521253
62,0.04572999084900532,Adaptive v1 (tau=0.1),0.028536715717337482
63,0.038914852243449004,Adaptive v1 (tau=0.1),0.029261308578601833
64,0.022546179813798518,Adaptive v1 (tau=0.1),0.027703225720353473
65,0.03364168101688847,Adaptive v1 (tau=0.1),0.02761869252410543
66,0.009009533252537949,Adaptive v1 (tau=0.1),0.02840305412932714
67,0.029852341627702117,Adaptive v1 (tau=0.1),0.028774630724176662
68,0.030699142371304333,Adaptive v1 (tau=0.1),0.028219919127950775
69,0.02463137089378304,Adaptive v1 (tau=0.1),0.027133978337920736
70,0.02984053022893412,Adaptive v1 (tau=0.1),0.027299514330630655
71,0.02902270590129774,Adaptive v1 (tau=0.1),0.02942694702363831
72,0.022632609767242684,Adaptive v1 (tau=0.1),0.03148129809504474
73,0.03962816329052051,Adaptive v1 (tau=0.1),0.03117555427052349
74,0.026969503553118557,Adaptive v1 (tau=0.1),0.032505529871837406
75,0.024367075733607635,Adaptive v1 (tau=0.1),0.031915598173607
76,0.05704344063997269,Adaptive v1 (tau=0.1),0.03230112706583124
77,0.03160739503800869,Adaptive v1 (tau=0.1),0.0319124594923668
78,0.026489159557968378,Adaptive v1 (tau=0.1),0.03600638786558579
79,0.04532887398575743,Adaptive v1 (tau=0.1),0.034259266131012926
80,0.018142122213248513,Adaptive v1 (tau=0.1),0.03322617920336294
81,0.034081348043400794,Adaptive v1 (tau=0.1),0.03408429695216169
82,0.024747362593188882,Adaptive v1 (tau=0.1),0.030739147950683575
83,0.06766582187265158,Adaptive v1 (tau=0.1),0.031780705943294546
84,0.020409824210219085,Adaptive v1 (tau=0.1),0.030575060164929956
85,0.015605547348968685,Adaptive v1 (tau=0.1),0.02973515690567519
86,0.03380637097039393,Adaptive v1 (tau=0.1),0.029335091218149145
87,0.020246801623713395,Adaptive v1 (tau=0.1),0.027694317492574946
88,0.04306453295672933,Adaptive v1 (tau=0.1),0.03136965967020848
89,0.013227055995957925,Adaptive v1 (tau=0.1),0.02736071704785575
90,0.036089938133955,Adaptive v1 (tau=0.1),0.026728024449926144
91,0.013741399650461972,Adaptive v1 (tau=0.1),0.02903796738331826
92,0.01603283706208458,Adaptive v1 (tau=0.1),0.027215599409379312
93,0.06517612654715776,Adaptive v1 (tau=0.1),0.026696109439946603
94,0.023567453026771545,Adaptive v1 (tau=0.1),0.02818815829355981
95,0.013450205632993444,Adaptive v1 (tau=0.1),0.03205103758073616
96,0.04101491961628199,Adaptive v1 (tau=0.1),0.03257454960663611
97,0.013760323257065466,Adaptive v1 (tau=0.1),0.03697853619162394
98,0.014532411959953606,Adaptive v1 (tau=0.1),0.04002618679444474
99,0.05947707034647465,Adaptive v1 (tau=0.1),0.03470946567344468
100,0.05571872815489769,Adaptive v1 (tau=0.1),0.033352977870749194
101,0.04184857041885456,Adaptive v1 (tau=0.1),0.03586827134822945
102,0.0621852520853281,Adaptive v1 (tau=0.1),0.034548233584808824
103,0.049556993693113324,Adaptive v1 (tau=0.1),0.03490204509676251
104,0.006692194216157077,Adaptive v1 (tau=0.1),0.035403852556223254
105,0.008646087197121233,Adaptive v1 (tau=0.1),0.03159568217779284
106,0.04111843388527632,Adaptive v1 (tau=0.1),0.03043863359611679
107,0.026494504218654975,Adaptive v1 (tau=0.1),0.02878362465642526
108,0.01765224988855607,Adaptive v1 (tau=0.1),0.026056440110160527
109,0.020052294014021754,Adaptive v1 (tau=0.1),0.02471083457151053
110,0.01758719618374016,Adaptive v1 (tau=0.1),0.027662853254421613
111,0.04299119375646114,Adaptive v1 (tau=0.1),0.03078826269451673
112,0.02364347208224769,Adaptive v1 (tau=0.1),0.02872798664019914
113,0.03218622207641601,Adaptive v1 (tau=0.1),0.02746076613394073
114,0.03475533276796341,Adaptive v1 (tau=0.1),0.026654523123817896
115,0.03916439972817898,Adaptive v1 (tau=0.1),0.02746571632567814
116,0.04302559103816748,Adaptive v1 (tau=0.1),0.027045023159995518
117,0.018455397287782813,Adaptive v1 (tau=0.1),0.024605201675475672
118,0.012555078649812559,Adaptive v1 (tau=0.1),0.025762493218952152
119,0.008783576777204871,Adaptive v1 (tau=0.1),0.02684446007324539
120,0.028975419234484434,Adaptive v1 (tau=0.1),0.027173575149913275
121,0.012959571361231307,Adaptive v1 (tau=0.1),0.02742200307605267
122,0.016153157426742837,Adaptive v1 (tau=0.1),0.024906597636986504
123,0.03637367906048894,Adaptive v1 (tau=0.1),0.02464863241527722
124,0.044087857473641634,Adaptive v1 (tau=0.1),0.027525751408327116
125,0.038375598611310124,Adaptive v1 (tau=0.1),0.029721156644518486
126,0.04189710691571236,Adaptive v1 (tau=0.1),0.028606456623211585
127,0.015356131208439669,Adaptive v1 (tau=0.1),0.028626885194909954
128,0.015617779848980717,Adaptive v1 (tau=0.1),0.03044459241121358
129,0.0442033875733614,Adaptive v1 (tau=0.1),0.028295179057221675
130,0.03293303437530994,Adaptive v1 (tau=0.1),0.026727763862635756
131,0.01671371900010854,Adaptive v1 (tau=0.1),0.02433737337904206
132,0.013184285649913363,Adaptive v1 (tau=0.1),0.023620498495108565
133,0.03614793680608273,Adaptive v1 (tau=0.1),0.026292625279916368
134,0.012730132166577986,Adaptive v1 (tau=0.1),0.02667610634243645
135,0.02684629033319652,Adaptive v1 (tau=0.1),0.024910138360715938
136,0.012081303291779477,Adaptive v1 (tau=0.1),0.02321953741516751
137,0.03401148319244385,Adaptive v1 (tau=0.1),0.023209773719010642
138,0.04474952584132552,Adaptive v1 (tau=0.1),0.024692788908307214
139,0.019836071536701638,Adaptive v1 (tau=0.1),0.025109391119549584
140,0.02477773977443576,Adaptive v1 (tau=0.1),0.02587770371337342
141,0.014336423974277245,Adaptive v1 (tau=0.1),0.02664240374716004
142,0.01660631834238302,Adaptive v1 (tau=0.1),0.0286626655536118
143,0.029497452732175588,Adaptive v1 (tau=0.1),0.0266415717375043
144,0.04073056112974882,Adaptive v1 (tau=0.1),0.02582487295874495
145,0.021181570698640177,Adaptive v1 (tau=0.1),0.02599411490362499
146,0.03525799070484936,Adaptive v1 (tau=0.1),0.025210621631750533
147,0.034304183162748816,Adaptive v1 (tau=0.1),0.026555727691285367
148,0.01177945121526136,Adaptive v1 (tau=0.1),0.02863063575030166
149,0.03576583927497268,Adaptive v1 (tau=0.1),0.02680549517146239
150,0.02169773293038209,Adaptive v1 (tau=0.1),0.026269004939709996
151,0.016159313783816742,Adaptive v1 (tau=0.1),0.025784436479724292
152,0.029132590629160404,Adaptive v1 (tau=0.1),0.02357073491705406
153,0.03943030699156225,Adaptive v1 (tau=0.1),0.022356560033105932
154,0.009420906364943625,Adaptive v1 (tau=0.1),0.023262627566558867
155,0.03482916858047247,Adaptive v1 (tau=0.1),0.020506921541874643
156,0.015851317638797418,Adaptive v1 (tau=0.1),0.020732093807109865
157,0.010907273515476846,Adaptive v1 (tau=0.1),0.020486086191379448
158,0.020948259439319373,Adaptive v1 (tau=0.1),0.01898054750461544
159,0.02174619408324361,Adaptive v1 (tau=0.1),0.01835056469939723
160,0.0054530730034462686,Adaptive v1 (tau=0.1),0.019234523070038406
161,0.024174627847969532,Adaptive v1 (tau=0.1),0.018398321770040513
162,0.013453230010782136,Adaptive v1 (tau=0.1),0.019345347003670233
163,0.012571665074756311,Adaptive v1 (tau=0.1),0.020777838067117475
164,0.03250049613416195,Adaptive v1 (tau=0.1),0.01961965658166737
165,0.01914444844199655,Adaptive v1 (tau=0.1),0.018955451540458704
166,0.025630954280495645,Adaptive v1 (tau=0.1),0.019948312882532272
167,0.02626859520872434,Adaptive v1 (tau=0.1),0.018845067514405452
168,0.02666467521339655,Adaptive v1 (tau=0.1),0.019773384494006577
169,0.008208263099368196,Adaptive v1 (tau=0.1),0.020580222692818242
170,0.014439938629948301,Adaptive v1 (tau=0.1),0.018848034762471863
171,0.016374547766255482,Adaptive v1 (tau=0.1),0.017902988309824033
172,0.012038928798574489,Adaptive v1 (tau=0.1),0.01750515168966662
173,0.023664716786394518,Adaptive v1 (tau=0.1),0.01598862474492797
174,0.021446885261684655,Adaptive v1 (tau=0.1),0.01529997455116266
175,0.013446428900351748,Adaptive v1 (tau=0.1),0.015534135395507753
176,0.008748937462870445,Adaptive v1 (tau=0.1),0.015822147821454777
177,0.021254751458764078,Adaptive v1 (tau=0.1),0.015883201011496446
178,0.009586798816599185,Adaptive v1 (tau=0.1),0.016124153962406667
179,0.01908952308197816,Adaptive v1 (tau=0.1),0.014809485394935595
180,0.010784032387164189,Adaptive v1 (tau=0.1),0.015545511584253803
181,0.017608075315365568,Adaptive v1 (tau=0.1),0.016742307633892877
182,0.017046132856713875,Adaptive v1 (tau=0.1),0.01832439027827065
183,0.014689411258586915,Adaptive v1 (tau=0.1),0.019666499843639756
184,0.009203362544212723,Adaptive v1 (tau=0.1),0.021620337985049923
185,0.029543173344184954,Adaptive v1 (tau=0.1),0.020667841164645304
186,0.02661118544638157,Adaptive v1 (tau=0.1),0.02195318818494382
187,0.02615184655102591,Adaptive v1 (tau=0.1),0.021555900118764404
188,0.03601795667782426,Adaptive v1 (tau=0.1),0.022221849557402522
189,0.031079018372111022,Adaptive v1 (tau=0.1),0.022170545371422185
190,0.008612058057527369,Adaptive v1 (tau=0.1),0.023204087153688314
191,0.024922849610447884,Adaptive v1 (tau=0.1),0.020945582297822285
192,0.01323790658739199,Adaptive v1 (tau=0.1),0.021429765593028876
193,0.02437157668173313,Adaptive v1 (tau=0.1),0.022066729408824075
194,0.014125065212803227,Adaptive v1 (tau=0.1),0.019599632595029587
195,0.020572322149140138,Adaptive v1 (tau=0.1),0.01961510187357716
196,0.004699619929658639,Adaptive v1 (tau=0.1),0.02115102260233012
197,0.03193720169365406,Adaptive v1 (tau=0.1),0.020044777988564376
198,0.03315844852477312,Adaptive v1 (tau=0.1),0.021267842040413307
199,0.00887989172608488,Adaptive v1 (tau=0.1),0.020948934999987984
200,0.03124918043613434,Adaptive v1 (tau=0.1),0.021061726161657718
201,0.025507186073809862,Adaptive v1 (tau=0.1),0.021651136521558388
202,0.012754158859024756,Adaptive v1 (tau=0.1),0.023414946376961055
203,0.026691611157730222,Adaptive v1 (tau=0.1),0.02262601066704703
204,0.020863599237054588,Adaptive v1 (tau=0.1),0.021172425880260307
205,0.015365767991170287,Adaptive v1 (tau=0.1),0.021271652956651947
206,0.027055836108047515,Adaptive v1 (tau=0.1),0.020464497668912042
207,0.024101528339087963,Adaptive v1 (tau=0.1),0.0197186641516421
208,0.023258908884599805,Adaptive v1 (tau=0.1),0.020408111137289603
209,0.017169015870119136,Adaptive v1 (tau=0.1),0.018940768934857993
210,0.009971389566392949,Adaptive v1 (tau=0.1),0.018538659107979312
211,0.022370472270995378,Adaptive v1 (tau=0.1),0.018918795303380212
212,0.017303017383840467,Adaptive v1 (tau=0.1),0.019319558832267394
213,0.020338075701147318,Adaptive v1 (tau=0.1),0.01889375871559112
214,0.010550846930982516,Adaptive v1 (tau=0.1),0.018489171094721844
215,0.016440391141389097,Adaptive v1 (tau=0.1),0.01938309150779917
216,0.019547266140580177,Adaptive v1 (tau=0.1),0.020159543264398335
217,0.03146423492580652,Adaptive v1 (tau=0.1),0.02022346849239531
218,0.019417727055648964,Adaptive v1 (tau=0.1),0.019792220734441927
219,0.01880844505503774,Adaptive v1 (tau=0.1),0.019563444995063163
220,0.027002140413969755,Adaptive v1 (tau=0.1),0.01950764838380974
221,0.018512358888983727,Adaptive v1 (tau=0.1),0.020885273980313673
222,0.023073649778962136,Adaptive v1 (tau=0.1),0.020938431104304708
223,0.012559292046353221,Adaptive v1 (tau=0.1),0.019260528990531437
224,0.017821542567980943,Adaptive v1 (tau=0.1),0.020418369520947718
225,0.009937084207194857,Adaptive v1 (tau=0.1),0.021187004722808277
226,0.03159427270293236,Adaptive v1 (tau=0.1),0.020320296788330392
227,0.020131994504481554,Adaptive v1 (tau=0.1),0.02051683925218841
228,0.013007311674300581,Adaptive v1 (tau=0.1),0.019189177055489073
229,0.03215397289022803,Adaptive v1 (tau=0.1),0.018343029810486543
230,0.027263432275503874,Adaptive v1 (tau=0.1),0.01871681821083334
231,0.017468353134713004,Adaptive v1 (tau=0.1),0.019396277614874904
232,0.020674325991421938,Adaptive v1 (tau=0.1),0.017247173849135856
233,0.008469365615269453,Adaptive v1 (tau=0.1),0.0189217667674289
234,0.0032516723513253964,Adaptive v1 (tau=0.1),0.019555653749198505
235,0.021933214971795678,Adaptive v1 (tau=0.1),0.017133409905831447
236,0.017411137651652097,Adaptive v1 (tau=0.1),0.015815816333395943
237,0.007954131279802823,Adaptive v1 (tau=0.1),0.016442882963830622
238,0.03855251660570502,Adaptive v1 (tau=0.1),0.01586848605727699
239,0.01998006847376625,Adaptive v1 (tau=0.1),0.015944525798996037
240,0.005509290613190387,Adaptive v1 (tau=0.1),0.017262389786453173
241,0.012769902978713313,Adaptive v1 (tau=0.1),0.01618475533834963
242,0.024366086069494485,Adaptive v1 (tau=0.1),0.017074019294479856
243,0.014355960019331957,Adaptive v1 (tau=0.1),0.01848747894457584
244,0.009305802774179028,Adaptive v1 (tau=0.1),0.01624511246212051
245,0.017748176213353874,Adaptive v1 (tau=0.1),0.015843725173765436
246,0.010079236042656703,Adaptive v1 (tau=0.1),0.016877168629822942
247,0.02719304116908461,Adaptive v1 (tau=0.1),0.01733353147994623
248,0.023502187430858613,Adaptive v1 (tau=0.1),0.0164544621562527
249,0.013886485298696374,Adaptive v1 (tau=0.1),0.016754248175812808
250,0.015564808301860467,Adaptive v1 (tau=0.1),0.017995655742751773
