trainer_step,actor/final_loss,method,final_loss_rolling_mean_11
61,0.010390109566136138,Vanilla OPD,0.023093326203059674
62,0.03553820523666218,Vanilla OPD,0.021098002343804677
63,0.009447576052480144,Vanilla OPD,0.022341882295393356
64,0.030819952837191522,Vanilla OPD,0.0222513451755018
65,0.02948198257945478,Vanilla OPD,0.020843951056194583
66,0.018762219237396495,Vanilla OPD,0.020600955027361385
67,0.015601371228761061,Vanilla OPD,0.021456771372718227
68,0.027751384458194178,Vanilla OPD,0.019613597181128598
69,0.015095194685272872,Vanilla OPD,0.022257098823581647
70,0.02429709636554536,Vanilla OPD,0.02183757430295545
71,0.009425413053880524,Vanilla OPD,0.02122454224592075
72,0.019804089365061374,Vanilla OPD,0.020861221175728355
73,0.015263289129176304,Vanilla OPD,0.020037502349014552
74,0.03852609411946365,Vanilla OPD,0.018591128385283415
75,0.02620518311030335,Vanilla OPD,0.019143083441227435
76,0.022738629952073097,Vanilla OPD,0.017975452868485262
77,0.014765687465280114,Vanilla OPD,0.01904993110950907
78,0.006540464134909248,Vanilla OPD,0.019758110504200087
79,0.011841270857151661,Vanilla OPD,0.019576176212492993
80,0.021166700300657086,Vanilla OPD,0.017232922095455124
81,0.011453160065381477,Vanilla OPD,0.017053365840005233
82,0.021244673705142405,Vanilla OPD,0.015884452175928206
83,0.02759406270666255,Vanilla OPD,0.016374213059031265
84,0.01326201192039827,Vanilla OPD,0.01863220284228048
85,0.012750298832047107,Vanilla OPD,0.018757869348237158
86,0.02423006430035457,Vanilla OPD,0.0188909609381852
87,0.00988057964722581,Vanilla OPD,0.01947042107526831
88,0.020153057179413736,Vanilla OPD,0.01883010763024702
89,0.031378351750650575,Vanilla OPD,0.01703436371992195
90,0.013223602422675123,Vanilla OPD,0.018177218554463106
91,0.02263070779008558,Vanilla OPD,0.018095979841102484
92,0.0178272215732957,Vanilla OPD,0.018954865735613863
93,0.014201225809908161,Vanilla OPD,0.02097172975366747
94,0.007840879693086814,Vanilla OPD,0.020006169225169276
95,0.025833415100350976,Vanilla OPD,0.01909516449609924
96,0.011856672985080271,Vanilla OPD,0.019216365130780268
97,0.03367780913997974,Vanilla OPD,0.0180300762066728
98,0.03206608384581549,Vanilla OPD,0.017888155887256268
99,0.009531891365933612,Vanilla OPD,0.017747692767211345
100,0.021357299730880186,Vanilla OPD,0.01853632287968405
101,0.014556809404166416,Vanilla OPD,0.017985009929718777
102,0.009581529624903431,Vanilla OPD,0.01779813446802733
103,0.01626609805971384,Vanilla OPD,0.016781010404392616
104,0.012656131489414045,Vanilla OPD,0.015481203367872
105,0.016515810930286534,Vanilla OPD,0.016005722189584126
106,0.019768972650733,Vanilla OPD,0.019240602956944627
107,0.009801042906474322,Vanilla OPD,0.019071013777151737
108,0.022489444439997897,Vanilla OPD,0.020581006767442837
109,0.01776820644408872,Vanilla OPD,0.02215723973807458
110,0.015301598404766992,Vanilla OPD,0.022089817652761853
111,0.056940988171845675,Vanilla OPD,0.02109734832281752
112,0.01269132842644467,Vanilla OPD,0.02109824576948891
113,0.026191452518105507,Vanilla OPD,0.021644498487825344
114,0.033604660736663,Vanilla OPD,0.023711142981167634
115,0.011914488550974055,Vanilla OPD,0.023459542791839275
116,0.0055986483008988825,Vanilla OPD,0.02412912916782092
117,0.01977884456411832,Vanilla OPD,0.02031717090895283
118,0.01580982280817504,Vanilla OPD,0.020757255684505427
119,0.045222533866763115,Vanilla OPD,0.02229666291474174
120,0.01500060436147679,Vanilla OPD,0.020386917265575403
121,0.022667048540565053,Vanilla OPD,0.02276803620553206
122,0.015009447324296666,Vanilla OPD,0.02362967895914454
123,0.01753226095752325,Vanilla OPD,0.02258309287305077
124,0.04312493205070496,Vanilla OPD,0.0246884417707112
125,0.012597458595833317,Vanilla OPD,0.023733420042203704
126,0.03810679689049721,Vanilla OPD,0.024015356615033078
127,0.01507671859063622,Vanilla OPD,0.023300927434492767
128,0.008266397617086857,Vanilla OPD,0.02301519051300377
129,0.0389686606824398,Vanilla OPD,0.022874989602364438
130,0.03471729485318065,Vanilla OPD,0.02164819995293363
131,0.018101906662599906,Vanilla OPD,0.022444093103990502
132,0.01480832755462163,Vanilla OPD,0.02044284874004635
133,0.01186634118791765,Vanilla OPD,0.023113587516731135
134,0.015990050940490618,Vanilla OPD,0.024386063214569577
135,0.029630245906966075,Vanilla OPD,0.022538481554646127
136,0.02135228325745889,Vanilla OPD,0.02217441148785905
137,0.01609310888711156,Vanilla OPD,0.02202095955507202
138,0.04445484513416886,Vanilla OPD,0.021562122769673477
139,0.02226363029330969,Vanilla OPD,0.022187162938562596
140,0.018645262423281867,Vanilla OPD,0.02400027985690636
141,0.030712524118522804,Vanilla OPD,0.02273635023612206
142,0.01641393540194258,Vanilla OPD,0.02347770110381484
143,0.009761122915237634,Vanilla OPD,0.023115362665669215
144,0.018741783045697957,Vanilla OPD,0.019748412913634213
145,0.03593433704227209,Vanilla OPD,0.018926708833432535
146,0.015727020078338684,Vanilla OPD,0.019142038386404943
147,0.029507142802079517,Vanilla OPD,0.017050144497179884
148,0.012107386067509652,Vanilla OPD,0.019853235165928948
149,0.0074183978617838875,Vanilla OPD,0.020011860978845122
150,0.013224885411091236,Vanilla OPD,0.019523951765755655
151,0.021013887505978344,Vanilla OPD,0.017798172143221158
152,0.007701691337047123,Vanilla OPD,0.0187301038260835
153,0.04724793275818229,Vanilla OPD,0.017882084259922337
154,0.011506006857315596,Vanilla OPD,0.01946018042482078
155,0.0133747817017138,Vanilla OPD,0.021252659515275215
156,0.016950761194392625,Vanilla OPD,0.02117792355453629
157,0.025978268589824438,Vanilla OPD,0.021319256713115804
158,0.020178927574306726,Vanilla OPD,0.023582357437433785
159,0.029466443881392478,Vanilla OPD,0.020656232395034602
160,0.027135667856782675,Vanilla OPD,0.020733820428082965
161,0.012402789842963103,Vanilla OPD,0.020735481315841187
162,0.022568552250352997,Vanilla OPD,0.02012787676520822
163,0.032595799304544926,Vanilla OPD,0.019152939761763677
164,0.015060557291791257,Vanilla OPD,0.019482862985129114
165,0.012359475220847571,Vanilla OPD,0.0179990051222026
166,0.013393051467054258,Vanilla OPD,0.016138341785077583
167,0.010267111137429973,Vanilla OPD,0.018351438463955014
168,0.01525396155193448,Vanilla OPD,0.017804393847274596
169,0.023808083031326532,Vanilla OPD,0.015241643547327023
170,0.013144007389200851,Vanilla OPD,0.014987651238404924
171,0.006668371148407459,Vanilla OPD,0.017220873516297874
172,0.03674685331061482,Vanilla OPD,0.01732459279149383
173,0.016551061466868435,Vanilla OPD,0.01825940470850163
174,0.004405546005121626,Vanilla OPD,0.018576898887829398
175,0.012266641893648154,Vanilla OPD,0.017479600935889298
176,0.036924920277670026,Vanilla OPD,0.01722076377178216
177,0.01453396349420978,Vanilla OPD,0.017916522054031443
178,0.02055004222451576,Vanilla OPD,0.01579733558495993
179,0.018746397524539913,Vanilla OPD,0.016816854561604
180,0.011737805559985444,Vanilla OPD,0.017148217536708102
181,0.010296798584022326,Vanilla OPD,0.016923939315813954
182,0.014321712253149599,Vanilla OPD,0.015299420425299564
183,0.013435802150828144,Vanilla OPD,0.015413943247106298
184,0.02776577020995319,Vanilla OPD,0.01558748145373527
185,0.008050538731266797,Vanilla OPD,0.01745482994525186
186,0.0097995814638125,Vanilla OPD,0.018942195610696447
187,0.019055212482011745,Vanilla OPD,0.019990398734404273
188,0.015793714534083847,Vanilla OPD,0.019922338330857405
189,0.022458962497434447,Vanilla OPD,0.022069617082837802
190,0.03928723093122244,Vanilla OPD,0.02080770855359615
191,0.028098827879875898,Vanilla OPD,0.021016928140393267
192,0.021827032944808405,Vanilla OPD,0.020931273291165956
193,0.013573047814134043,Vanilla OPD,0.022743506702352853
194,0.03705586842261255,Vanilla OPD,0.02248243257463581
195,0.013884776388294995,Vanilla OPD,0.024023503819477855
196,0.010351954186035073,Vanilla OPD,0.021891464734713394
197,0.008857378122312102,Vanilla OPD,0.020712879501985783
198,0.03898978000506759,Vanilla OPD,0.021542976103861227
199,0.01292189912919639,Vanilla OPD,0.021385267049651553
200,0.039410746190696955,Vanilla OPD,0.018640510424648506
201,0.01583480099881334,Vanilla OPD,0.0194187113740214
202,0.015134390319872182,Vanilla OPD,0.02125437262260663
203,0.03095809556543827,Vanilla OPD,0.02148280606356181
204,0.01183824821782764,Vanilla OPD,0.020014859400740256
205,0.006863545547579027,Vanilla OPD,0.02096277556636717
206,0.02244498683139682,Vanilla OPD,0.0195471108098901
207,0.030544227920472622,Vanilla OPD,0.01989446380236726
208,0.011370145972819046,Vanilla OPD,0.02194436808794282
209,0.022842366714030504,Vanilla OPD,0.020409247456120688
210,0.023348976951092483,Vanilla OPD,0.02264919561720464
211,0.023838433869449154,Vanilla OPD,0.024397082901160716
212,0.019655683916062115,Vanilla OPD,0.023214436444922663
213,0.03768333746120334,Vanilla OPD,0.02241746676125112
214,0.01407176861539483,Vanilla OPD,0.023390907645694212
215,0.0364776779897511,Vanilla OPD,0.02223433150385216
216,0.026090305671095847,Vanilla OPD,0.02102036622236483
217,0.009435875812778249,Vanilla OPD,0.02200918516330119
218,0.021777561400085688,Vanilla OPD,0.021166574102490024
219,0.022077995701693,Vanilla OPD,0.020879678490065952
220,0.010120029153767973,Vanilla OPD,0.021796979690057547
221,0.00999535885473181,Vanilla OPD,0.019254526826581186
222,0.03471544221974909,Vanilla OPD,0.018044294352798328
223,0.010386962247139309,Vanilla OPD,0.02040443938450569
224,0.034527485724538565,Vanilla OPD,0.019000788786343138
225,0.024162081815302373,Vanilla OPD,0.01882608237614983
226,0.008510696491511125,Vanilla OPD,0.019477931571807296
227,0.012777748459484428,Vanilla OPD,0.01929411240350086
228,0.035397471161559224,Vanilla OPD,0.01747476824769599
229,0.006337404820297624,Vanilla OPD,0.019759111736374454
230,0.020156225189566612,Vanilla OPD,0.017658058498649914
231,0.017290370306000113,Vanilla OPD,0.016690119416670143
232,0.007973348003361025,Vanilla OPD,0.017990390471825643
233,0.014702656505895513,Vanilla OPD,0.01756953389798327
234,0.0355147406226024,Vanilla OPD,0.015297405927704233
235,0.01141590010956861,Vanilla OPD,0.018017635521133887
236,0.013514751913524898,Vanilla OPD,0.016465538895275092
237,0.02281367809822162,Vanilla OPD,0.0172161028535962
238,0.008148326147218339,Vanilla OPD,0.01803542181045366
239,0.010404063488489814,Vanilla OPD,0.017638833689438947
240,0.03625993034802377,Vanilla OPD,0.01682314700643778
241,0.0030831623051199132,Vanilla OPD,0.016878437122873426
242,0.025546573847532273,Vanilla OPD,0.01671822637455089
243,0.016985856528793062,Vanilla OPD,0.016270125678853917
244,0.010340187174733728,Vanilla OPD,0.017949410424185
245,0.026542187109589575,Vanilla OPD,0.017449209647544237
246,0.012024091390360678,Vanilla OPD,0.015568137577496283
247,0.011752433681976981,Vanilla OPD,0.01695535705220477
248,0.017884570445554953,Vanilla OPD,0.01588145495278883
249,0.026620458345860243,Vanilla OPD,0.01572368329907394
250,0.004901854945441416,Vanilla OPD,0.01662093265313064
1,0.7494621872901917,TCOD F2B,0.4010199246307214
2,0.3402029722929001,TCOD F2B,0.38743964795555386
3,0.35120589286088943,TCOD F2B,0.36390536464750767
4,0.3186613917350769,TCOD F2B,0.34704728148601677
5,0.32645703852176666,TCOD F2B,0.3326304311553637
6,0.3201300650835037,TCOD F2B,0.32087521119551227
7,0.30595798790454865,TCOD F2B,0.27074549460049835
8,0.19916538149118423,TCOD F2B,0.2570373248873335
9,0.21218261619408926,TCOD F2B,0.240507290670366
10,0.2028787781794866,TCOD F2B,0.2269437380812385
11,0.2033230115969976,TCOD F2B,0.2136134873285438
12,0.19803530474503836,TCOD F2B,0.20066122281731982
13,0.18941310544808707,TCOD F2B,0.19090859591960907
14,0.16937551647424698,TCOD F2B,0.1838816088539633
15,0.16946231325467428,TCOD F2B,0.17544419103951167
16,0.17982428024212518,TCOD F2B,0.17020581278837088
17,0.17765515546003977,TCOD F2B,0.16225397479579307
18,0.19867909202973047,TCOD F2B,0.1564743405377323
19,0.12186852376908064,TCOD F2B,0.15352703196307022
20,0.11937102023512125,TCOD F2B,0.14738599072690262
21,0.14525661741693816,TCOD F2B,0.14183658736786156
22,0.11585279367864132,TCOD F2B,0.13539396359049008
23,0.13445932790637016,TCOD F2B,0.12795997665009715
24,0.15699271112680435,TCOD F2B,0.12040739881834299
25,0.10182406287640333,TCOD F2B,0.11923999968690403
26,0.10841887630522251,TCOD F2B,0.11831858824712761
27,0.10895541869103909,TCOD F2B,0.11304961654611607
28,0.09588129911571741,TCOD F2B,0.1123636260120706
29,0.11560073588043451,TCOD F2B,0.10733680377968331
30,0.1090271333232522,TCOD F2B,0.10155817156826906
31,0.10923549439758062,TCOD F2B,0.0995033434168859
32,0.0872979287058115,TCOD F2B,0.098294899714264
33,0.10830689780414104,TCOD F2B,0.09532400007275017
34,0.07916428335011005,TCOD F2B,0.09243450437418438
35,0.0934277568012476,TCOD F2B,0.08802012611519207
36,0.07922095321118831,TCOD F2B,0.08430340383201838
37,0.09512599557638168,TCOD F2B,0.08052001341500065
38,0.07627552263438701,TCOD F2B,0.079829855364832
39,0.06409684643149376,TCOD F2B,0.07519165792812904
40,0.06704257503151893,TCOD F2B,0.07492968105344157
41,0.0681431882083416,TCOD F2B,0.07308887968573606
42,0.0676181998103857,TCOD F2B,0.07190456238547058
43,0.07970619015395641,TCOD F2B,0.06920082535820476
44,0.05728672600040833,TCOD F2B,0.0665689892841108
45,0.07628253772854805,TCOD F2B,0.0646743467021169
46,0.0731789417564869,TCOD F2B,0.06506665455120983
47,0.06619346290826797,TCOD F2B,0.06437989457538634
48,0.06538488827645779,TCOD F2B,0.06302119819729618
49,0.04732532581935326,TCOD F2B,0.060708199706718785
50,0.04325577802956104,TCOD F2B,0.0606984292806098
51,0.07135796137154102,TCOD F2B,0.05848500375269038
52,0.06058882847428322,TCOD F2B,0.05636227223457712
53,0.05267253965139389,TCOD F2B,0.053649215147632996
54,0.05426320675760508,TCOD F2B,0.053455561146873866
55,0.057179251313209535,TCOD F2B,0.05309071569759963
56,0.0519348569214344,TCOD F2B,0.054554191114606736
57,0.04982889505724112,TCOD F2B,0.05202545003937275
58,0.03634983495188256,TCOD F2B,0.05003165942697394
59,0.06325469426810741,TCOD F2B,0.050333810441832966
60,0.04331202587733666,TCOD F2B,0.04887780002398956
61,0.059354007616639136,TCOD F2B,0.047998094004961904
62,0.04354180954396725,TCOD F2B,0.04689624400918264
63,0.03865713173789637,TCOD F2B,0.04641911493779616
64,0.055996200814843175,TCOD F2B,0.04803699931266891
65,0.0382470921613276,TCOD F2B,0.04605910925585696
66,0.0475024851039052,TCOD F2B,0.04667102305553208
67,0.03981450696786245,TCOD F2B,0.04495238853614471
68,0.044580475271989904,TCOD F2B,0.04442142772173823
69,0.054146563075482844,TCOD F2B,0.04480583626692268
70,0.04149790364317596,TCOD F2B,0.04263075411700728
71,0.05004307767376304,TCOD F2B,0.04326144490376905
72,0.04044902790337801,TCOD F2B,0.04341282456421829
73,0.03770124058549603,TCOD F2B,0.04352311011276801
74,0.04288562573492527,TCOD F2B,0.04396260365434555
75,0.03207029716577381,TCOD F2B,0.04335377172242399
76,0.04518469081570705,TCOD F2B,0.04176760685450732
77,0.04916766136884689,TCOD F2B,0.03843636367941483
78,0.04102764800190926,TCOD F2B,0.03630603106721747
79,0.049414904229342936,TCOD F2B,0.03336818981514642
80,0.04744941182434559,TCOD F2B,0.03111731104088177
81,0.02405009009609265,TCOD F2B,0.029678601290044394
82,0.013399402747745625,TCOD F2B,0.02751621286526963
83,0.01701536916920708,TCOD F2B,0.024106577672787587
84,0.005384986812714487,TCOD F2B,0.022054312249141218
85,0.01812595921801403,TCOD F2B,0.018484184034700916
86,0.0162444899065627,TCOD F2B,0.015227913189468832
87,0.021398418143184647,TCOD F2B,0.017008938192844582
88,0.011661674251544437,TCOD F2B,0.01791730052093004
89,0.01845272834179923,TCOD F2B,0.017314823766537635
90,0.010143493870499596,TCOD F2B,0.017906313746496427
91,0.011630432526792654,TCOD F2B,0.017704125811034546
92,0.04364136513322592,TCOD F2B,0.018488846195253365
93,0.02339138835668564,TCOD F2B,0.01804834310741318
94,0.010388124870890655,TCOD F2B,0.020101419673998453
95,0.01189137659226121,TCOD F2B,0.020921011287327627
96,0.015901891927933322,TCOD F2B,0.020676434274872788
97,0.02487641413296972,TCOD F2B,0.021777789105857724
98,0.016552884176942624,TCOD F2B,0.021365022741369987
99,0.034245516483982406,TCOD F2B,0.020679590168499726
100,0.027468236088420132,TCOD F2B,0.021723919660594747
101,0.007453146733496396,TCOD F2B,0.02300672234987924
102,0.023745335667626932,TCOD F2B,0.022383968633995808
103,0.039100935123860835,TCOD F2B,0.022338908796562643
104,0.015851630055112764,TCOD F2B,0.022710788982902522
105,0.021875749283935875,TCOD F2B,0.020421001733806975
106,0.026002206174390658,TCOD F2B,0.018614957821880843
107,0.009051601053215563,TCOD F2B,0.019821125841016234
108,0.024380755921204884,TCOD F2B,0.019343874308648604
109,0.020643566226681287,TCOD F2B,0.019280451292116706
110,0.009057856743931387,TCOD F2B,0.018638423042016863
111,0.007601753057232682,TCOD F2B,0.019342499315426007
112,0.020720994943985716,TCOD F2B,0.020738968453504883
113,0.018495568811583023,TCOD F2B,0.020785899665014398
114,0.038403281942009926,TCOD F2B,0.021130694148474658
115,0.008789319304014498,TCOD F2B,0.02098301608549317
116,0.029620588291436434,TCOD F2B,0.021765173115639434
117,0.04136336669325828,TCOD F2B,0.025180477144892275
118,0.009567844379820268,TCOD F2B,0.025146471795852943
119,0.028173495239267748,TCOD F2B,0.02443615569188118
120,0.0190191075338849,TCOD F2B,0.02279564214047181
121,0.017661584075540304,TCOD F2B,0.023678271922584725
122,0.045170097379013896,TCOD F2B,0.022325383338861682
123,0.020346936104553088,TCOD F2B,0.019908900610209706
124,0.01068209166789364,TCOD F2B,0.021754691117300714
125,0.020357632876506875,TCOD F2B,0.019713810834568277
126,0.018498246907256544,TCOD F2B,0.020356062099017344
127,0.014738813870482974,TCOD F2B,0.019774363710328247
128,0.01478205667808652,TCOD F2B,0.01671443631185031
129,0.02987153995782137,TCOD F2B,0.016397762243691404
130,0.0057238121292109345,TCOD F2B,0.017681364524040115
131,0.0260838714428246,TCOD F2B,0.017587522840678674
132,0.011262901799960269,TCOD F2B,0.017032255484257894
133,0.01151089599575657,TCOD F2B,0.01828835703827296
134,0.016863521354805146,TCOD F2B,0.017548235563636466
135,0.024801716751729447,TCOD F2B,0.01643302284501896
136,0.01932537435953106,TCOD F2B,0.017814099144895054
137,0.012390305986627936,TCOD F2B,0.01652816653707327
138,0.028555930964648722,TCOD F2B,0.018994448521225185
139,0.006640720457085081,TCOD F2B,0.020153719741278824
140,0.017604200053028762,TCOD F2B,0.01908847696732296
141,0.020915651427847997,TCOD F2B,0.017816575198768815
142,0.011938612756785006,TCOD F2B,0.018087183033652268
143,0.03839200362563133,TCOD F2B,0.017405571484122216
144,0.02426287941634655,TCOD F2B,0.015511453135962154
145,0.005145850841290667,TCOD F2B,0.01687099415233069
146,0.010810797297633852,TCOD F2B,0.01591204234521546
147,0.022302060543249052,TCOD F2B,0.015599893673231174
148,0.004892578941797348,TCOD F2B,0.015561473719080515
149,0.007720629134888036,TCOD F2B,0.013743772546319573
150,0.021595671637138974,TCOD F2B,0.014636257581056295
151,0.007055730174761266,TCOD F2B,0.017197968756562435
152,0.01748201603602086,TCOD F2B,0.017387702785484724
153,0.011515993261127733,TCOD F2B,0.016673357184174006
154,0.018397290725260973,TCOD F2B,0.019751654143656355
155,0.03408021479845047,TCOD F2B,0.019938393181441107
156,0.033324673771858215,TCOD F2B,0.019916645116593277
157,0.012897871615779068,TCOD F2B,0.02117526743695687
158,0.014444258928831135,TCOD F2B,0.020348885944514096
159,0.03875384549610317,TCOD F2B,0.020187280446497466
160,0.009774758550520346,TCOD F2B,0.02181013852276915
161,0.021356442923812818,TCOD F2B,0.020057044590024442
162,0.020900575698760804,TCOD F2B,0.018468714042332246
163,0.008391819619150325,TCOD F2B,0.020017872514608417
164,0.00973833278294478,TCOD F2B,0.019504997491473733
165,0.036248729564249516,TCOD F2B,0.018718361454060365
166,0.01479618153825868,TCOD F2B,0.020788639986592892
167,0.01585303774724404,TCOD F2B,0.019503107362237964
168,0.029938614810816944,TCOD F2B,0.020334926340926433
169,0.008802633674349636,TCOD F2B,0.02159585007447635
170,0.030100849084556104,TCOD F2B,0.021647566726318877
171,0.03254782240837813,TCOD F2B,0.019690960932890415
172,0.0072155840559086455,TCOD F2B,0.02123211546371051
173,0.03005058446433395,TCOD F2B,0.02106536305012501
174,0.0222619806881994,TCOD F2B,0.019362575745806753
175,0.010307215953212613,TCOD F2B,0.01991704583945544
176,0.014726065836536387,TCOD F2B,0.020204187291406217
177,0.031748881377279756,TCOD F2B,0.018695521111734167
178,0.014018761197803542,TCOD F2B,0.02129400967664058
179,0.011207954463316128,TCOD F2B,0.02113853487441543
180,0.014901804704485195,TCOD F2B,0.021691787229780345
181,0.03325940505601466,TCOD F2B,0.02172313046801845
182,0.015952494431985542,TCOD F2B,0.022408812768863553
183,0.03579895826987922,TCOD F2B,0.022195570006395476
184,0.028340361639857294,TCOD F2B,0.022211687313477804
185,0.028347756597213447,TCOD F2B,0.023756644206566434
186,0.010651991573831765,TCOD F2B,0.02545985779242156
187,0.022268571145832538,TCOD F2B,0.02352859771117437
188,0.0294032109901309,TCOD F2B,0.0243640225447879
189,0.014196051575709134,TCOD F2B,0.023126209597475366
190,0.02820248028729111,TCOD F2B,0.02189052193734942
191,0.03363715414889157,TCOD F2B,0.020926695694769085
192,0.012015544162295555,TCOD F2B,0.021739853191999604
193,0.0251421676017344,TCOD F2B,0.02078799588487811
194,0.02218301584944129,TCOD F2B,0.019245836701963538
195,0.014747797378471919,TCOD F2B,0.021970047153193607
196,0.01774566792882979,TCOD F2B,0.020794583692021626
197,0.01959672404336743,TCOD F2B,0.020148966393747747
198,0.01179814076749608,TCOD F2B,0.020170860707948088
199,0.012439459978070642,TCOD F2B,0.019062741363976198
200,0.04416236653923988,TCOD F2B,0.01791648635094504
201,0.01527238221439932,TCOD F2B,0.01811491956593713
202,0.026535363867878914,TCOD F2B,0.017316868872076428
203,0.01225638161849929,TCOD F2B,0.016895395294676548
204,0.01295285481804361,TCOD F2B,0.01710581947618114
205,0.00957421070609854,TCOD F2B,0.016884743603634535
206,0.016930562743384923,TCOD F2B,0.013610019221413474
207,0.00896711029636208,TCOD F2B,0.014563599058470683
208,0.01496051469196876,TCOD F2B,0.013492078503577093
209,0.014112806764046582,TCOD F2B,0.013744083662876362
210,0.010007625380058015,TCOD F2B,0.013812795778135921
211,0.008140398334808197,TCOD F2B,0.014884437400507338
212,0.0257617604220286,TCOD F2B,0.014439666640276532
213,0.014748637764049428,TCOD F2B,0.016728644902181403
214,0.015028438370791264,TCOD F2B,0.0179149454087145
215,0.013708688085898757,TCOD F2B,0.018431981431805328
216,0.021362268552184104,TCOD F2B,0.01885560348419231
217,0.012038084380846057,TCOD F2B,0.020027028515173625
218,0.03414587117731571,TCOD F2B,0.018448056386919622
219,0.028009820263832808,TCOD F2B,0.01840207631710912
220,0.019800203018045675,TCOD F2B,0.01863394171026573
221,0.014667467956314795,TCOD F2B,0.01933040731613562
222,0.021026073675602674,TCOD F2B,0.018914439236084376
223,0.008393067011234557,TCOD F2B,0.018976608767252465
224,0.014242856996133924,TCOD F2B,0.017950798759230547
225,0.017578957695513965,TCOD F2B,0.01595245166840048
226,0.02136980975046754,TCOD F2B,0.014557947767131497
227,0.01678661967162043,TCOD F2B,0.016264714955442548
228,0.012721949223695057,TCOD F2B,0.015156210876514802
229,0.022861961089074612,TCOD F2B,0.016680841041615133
230,0.006028002264702082,TCOD F2B,0.017174251351730455
231,0.004460660104086855,TCOD F2B,0.016519284846330643
232,0.033441907027736306,TCOD F2B,0.016984461189740497
233,0.008832528807397466,TCOD F2B,0.018322441353362806
234,0.02516399882733822,TCOD F2B,0.018186020987534655
235,0.019670370407402514,TCOD F2B,0.017558238099586145
236,0.010374326136115997,TCOD F2B,0.01867381134685054
237,0.026486749527975917,TCOD F2B,0.01898514328904915
238,0.031504401471465826,TCOD F2B,0.016715951372033386
239,0.011221325199585408,TCOD F2B,0.01732303082464692
