method,explorer_batch,trajectory_count,model_version_mean,matched_done_reward,audited_task_success,matched_done_reward_smooth,matched_done_reward_cumulative,audited_task_success_smooth,audited_task_success_cumulative
Adaptive v1,112,16,164.0,0.625,0.625,0.6111111111111112,0.42745535714285715,0.6111111111111112,0.42745535714285715
Adaptive v1,113,16,166.0,0.3125,0.3125,0.5972222222222222,0.4264380530973451,0.5972222222222222,0.4264380530973451
Adaptive v1,114,16,167.0,0.4375,0.4375,0.5972222222222222,0.42653508771929827,0.5972222222222222,0.42653508771929827
Adaptive v1,115,16,169.0,0.625,0.625,0.5763888888888888,0.4282608695652174,0.5763888888888888,0.4282608695652174
Adaptive v1,116,16,170.0,0.75,0.75,0.5833333333333334,0.43103448275862066,0.5833333333333334,0.43103448275862066
Adaptive v1,117,16,172.0,0.4375,0.4375,0.6041666666666666,0.4310897435897436,0.6041666666666666,0.4310897435897436
Adaptive v1,118,16,173.0,0.75,0.75,0.625,0.4337923728813559,0.625,0.4337923728813559
Adaptive v1,119,16,175.0,0.5625,0.5625,0.6388888888888888,0.43487394957983194,0.6388888888888888,0.43487394957983194
Adaptive v1,120,16,176.0,0.75,0.75,0.6527777777777778,0.4375,0.6527777777777778,0.4375
Adaptive v1,121,16,178.0,0.8125,0.8125,0.6527777777777778,0.440599173553719,0.6527777777777778,0.440599173553719
Adaptive v1,122,16,179.0,0.5,0.5,0.6666666666666666,0.4410860655737705,0.6666666666666666,0.4410860655737705
Adaptive v1,123,16,181.0,0.5625,0.5625,0.6666666666666666,0.4420731707317073,0.6666666666666666,0.4420731707317073
Adaptive v1,124,16,182.0,0.75,0.75,0.6875,0.44455645161290325,0.6875,0.44455645161290325
Adaptive v1,125,16,184.0,0.75,0.75,0.6666666666666666,0.447,0.6666666666666666,0.447
Adaptive v1,126,16,185.0,0.5625,0.5625,0.6527777777777778,0.4479166666666667,0.6527777777777778,0.4479166666666667
Adaptive v1,127,16,187.0,0.75,0.75,0.6666666666666666,0.45029527559055116,0.6666666666666666,0.45029527559055116
Adaptive v1,128,16,188.0,0.75,0.75,0.6805555555555556,0.45263671875,0.6805555555555556,0.45263671875
Adaptive v1,129,16,190.0,0.5625,0.5625,0.6875,0.45348837209302323,0.6875,0.45348837209302323
Adaptive v1,130,16,191.0,0.6875,0.6875,0.6805555555555556,0.45528846153846153,0.6805555555555556,0.45528846153846153
Adaptive v1,131,16,193.0,0.625,0.625,0.7152777777777778,0.45658396946564883,0.7152777777777778,0.45658396946564883
Adaptive v1,132,16,194.0,0.6875,0.6875,0.7222222222222222,0.4583333333333333,0.7222222222222222,0.4583333333333333
Adaptive v1,133,16,196.0,0.8125,0.8125,0.7291666666666666,0.46099624060150374,0.7291666666666666,0.46099624060150374
Adaptive v1,134,16,197.0,0.6875,0.6875,0.7430555555555556,0.4626865671641791,0.7430555555555556,0.4626865671641791
Adaptive v1,135,16,199.0,0.875,0.875,0.7291666666666666,0.46574074074074073,0.7291666666666666,0.46574074074074073
Adaptive v1,136,16,200.0,0.8125,0.8125,0.7638888888888888,0.46829044117647056,0.7638888888888888,0.46829044117647056
Adaptive v1,137,16,202.0,0.8125,0.8125,0.7708333333333334,0.4708029197080292,0.7708333333333334,0.4708029197080292
Adaptive v1,138,16,203.0,0.6875,0.6875,0.7708333333333334,0.4723731884057971,0.7708333333333334,0.4723731884057971
Adaptive v1,139,16,205.0,0.5625,0.5625,0.7916666666666666,0.47302158273381295,0.7916666666666666,0.47302158273381295
Adaptive v1,140,16,206.0,0.9375,0.9375,0.7708333333333334,0.4763392857142857,0.7708333333333334,0.4763392857142857
Adaptive v1,141,16,208.0,0.75,0.75,0.7638888888888888,0.4782801418439716,0.7638888888888888,0.4782801418439716
Adaptive v1,142,16,209.0,0.8125,0.8125,0.7569444444444444,0.48063380281690143,0.7569444444444444,0.48063380281690143
Adaptive v1,143,16,211.0,0.875,0.875,0.7430555555555556,0.4833916083916084,0.7430555555555556,0.4833916083916084
Adaptive v1,144,16,212.0,0.6875,0.6875,0.7430555555555556,0.4848090277777778,0.7430555555555556,0.4848090277777778
Adaptive v1,145,16,214.0,0.75,0.75,0.7430555555555556,0.4866379310344828,0.7430555555555556,0.4866379310344828
Adaptive v1,146,16,215.0,0.75,0.75,0.7638888888888888,0.4884417808219178,0.7638888888888888,0.4884417808219178
Adaptive v1,147,16,217.0,0.5625,0.5625,0.7569444444444444,0.48894557823129253,0.7569444444444444,0.48894557823129253
Adaptive v1,148,16,218.0,0.5625,0.5625,0.7291666666666666,0.48944256756756754,0.7291666666666666,0.48944256756756754
Adaptive v1,149,16,220.0,0.9375,0.9375,0.75,0.4924496644295302,0.75,0.4924496644295302
Adaptive v1,150,16,220.0,0.9375,0.9375,0.7569444444444444,0.49541666666666667,0.7569444444444444,0.49541666666666667
Adaptive v1,151,16,222.0,0.75,0.75,0.7638888888888888,0.49710264900662254,0.7638888888888888,0.49710264900662254
Adaptive v1,152,16,223.0,0.625,0.625,0.7847222222222222,0.4979440789473684,0.7847222222222222,0.4979440789473684
Adaptive v1,153,16,225.0,0.875,0.875,0.7986111111111112,0.5004084967320261,0.7986111111111112,0.5004084967320261
Adaptive v1,154,16,226.0,0.8125,0.8125,0.7777777777777778,0.502435064935065,0.7777777777777778,0.502435064935065
Adaptive v1,155,16,227.0,0.8125,0.8125,0.7638888888888888,0.5044354838709677,0.7638888888888888,0.5044354838709677
Adaptive v1,156,16,229.0,0.75,0.75,0.7569444444444444,0.5060096153846154,0.7569444444444444,0.5060096153846154
Adaptive v1,157,16,230.0,0.6875,0.6875,0.7430555555555556,0.5071656050955414,0.7430555555555556,0.5071656050955414
Adaptive v1,158,16,232.0,0.75,0.75,0.7013888888888888,0.5087025316455697,0.7013888888888888,0.5087025316455697
Adaptive v1,159,16,233.0,0.8125,0.8125,0.6944444444444444,0.5106132075471698,0.6944444444444444,0.5106132075471698
Adaptive v1,160,16,234.0,0.6875,0.6875,0.6666666666666666,0.51171875,0.6666666666666666,0.51171875
Adaptive v1,161,16,236.0,0.5,0.5,0.6666666666666666,0.5116459627329193,0.6666666666666666,0.5116459627329193
Adaptive v1,162,16,237.0,0.5,0.5,0.6527777777777778,0.5115740740740741,0.6527777777777778,0.5115740740740741
Adaptive v1,163,16,239.0,0.75,0.75,0.6388888888888888,0.5130368098159509,0.6388888888888888,0.5130368098159509
Adaptive v1,164,16,239.0,0.5625,0.5625,0.6180555555555556,0.5133384146341463,0.6180555555555556,0.5133384146341463
Adaptive v1,165,16,241.0,0.75,0.75,0.6319444444444444,0.5147727272727273,0.6319444444444444,0.5147727272727273
Adaptive v1,166,16,242.0,0.5625,0.5625,0.6458333333333334,0.5150602409638554,0.6458333333333334,0.5150602409638554
Adaptive v1,167,16,244.0,0.625,0.625,0.6736111111111112,0.5157185628742516,0.6736111111111112,0.5157185628742516
Adaptive v1,168,16,245.0,0.625,0.625,0.6640625,0.5163690476190477,0.6640625,0.5163690476190477
Adaptive v1,169,16,247.0,0.8125,0.8125,0.6785714285714286,0.5181213017751479,0.6785714285714286,0.5181213017751479
Adaptive v1,170,16,248.0,0.625,0.625,0.6666666666666666,0.51875,0.6666666666666666,0.51875
Adaptive v1,171,16,250.0,0.75,0.75,0.6875,0.5201023391812866,0.6875,0.5201023391812866
